source_db,old_paper_id,old_title,new_paper_id
db1,273,"Definition of strategies for data collection, processing and dissemination",dc993ea7-adce-5377-bf5a-623394e7604e
db1,274,Investigation of multimedia UIMS architectures with respect to blind people,86b27c1a-8cd4-5b3c-97a0-b63375e03fa4
db1,275,Draft Report on the X-Windows demonstrator,4b2db359-32d2-51d4-8b93-9889910f8031
db1,276,Report on the development of run-time module,dabfb685-7be3-51bd-8e64-ba613d847cd4
db1,277,Models of selected areas/segments within the Rehabilitation Technology market,e1517691-ee18-5ddb-bda1-d5e8374947cf
db1,278,Analysis of Textual and Graphical User Interfaces,e7ee5a5f-6f7c-54fc-912e-7892a7d1e4d7
db1,279,Analysis of Textual and Graphical User Interfaces,2da611ac-3ef4-5907-a23c-eb44de0d7921
db1,280,Preliminary Report on the development of the run-time module,aa674e1c-d6cb-57b4-a1e2-4de71ecf1d7a
db1,281,WP 1.3: Definition of the functionality of Multimedia Interfaces,0c90904f-54d8-5b36-a5ea-447725802435
db1,282,Multimedia exchanges of information of  PSN,275e3e88-ed0c-57d1-a1cb-2f6773ad4c8b
db1,283,"Ετήσια έκθεση προόδου εργασιών, έτους 1992 για την ανάπτυξη και λειτουργία του Συστήματος HANDYNET στην Ελλάδα",d2caaaf0-9362-528e-aea4-3babca00f474
db1,284,WP 1.1: Report on adaptations of B-ISDN services and applications,fc03c7be-cfe5-5b1e-969a-a8b31326bdeb
db1,285,Ετήσια έκθεση προόδου εργασιών έτους 1991 σχετικά με την ανάπτυξη και λειτουργία του Συστήματος HANDYNET στην Ελλάδα,4de49895-e66c-5a24-a1b9-89f2f8bc23c7
db1,286,WP 4: IBC Terminal Functional Specifications,a05b62bc-3023-5c7c-83f8-97ccb2030843
db1,287,Wp 4: User Tasks in a Multi-Media environment,5a1a99c5-d31d-5817-8beb-ed3a89ae759d
db1,288,WP 4: Sumulation of the interaction of various people with Special needs user groups with selected examples of foreseen services,ff11c166-3b01-52a6-b477-dde840e682b4
db1,289,WP 4: Special Application and Special Services for People with Special Needs,04a3b39f-6edd-520e-abc5-f3601f6ceabc
db1,290,"Telecommunications Facilities for people with Special needs, Volume 1: Evaluation of the Standardisation Situation and Recommendations for Further Standardisation Activities",58ddfafa-e8c6-58ee-bdd8-41c84d5293b7
db1,291,"Telecommunications Facilities for people with special needs, Volume 2: PT6V Data base and Matrix Sheets",0411b395-c06a-54ec-a2fb-90581c5567ff
db1,292,TIDE Market Survey Report,e651aad5-b901-5aa3-a706-07904c59f067
db1,293,"Telecommunications Facilities for People with Special Needs, Stage 1: Standardisation Situation in Europe",cc2464a8-c759-5ac0-b446-d02fd32ea8d6
db1,294,"Ετήσια έκθεση προόδου εργασιών, έτους 1990, σχετικά με την ανάπτυξη και λειτουργία του Συστήματος HANDYNET στην Ελλάδα",8f6f8472-c611-5c81-bb05-dac12eba260e
db1,295,WP 3: IBC Terminal Functional specifications,7d9d2309-d0ec-5829-a5ab-b635fe39e42b
db1,296,WP 2.1: state of the Art solutions of a model IBC Terminal for users with Special Needs,a6d1664d-0cda-562c-aa36-f7b9f3af33b8
db1,297,WP 2.2: Potential solutions for accessibility of IBC Terminals for PSN Users,f5934016-f8a2-5f79-8209-51806ed4524a
db1,298,"Ετήσια έκθεση προόδου εργασιών, έτους 1989, σχετικά με την ανάπτυξη και λειτουργία του Συστήματος HANDYNET στην Ελλάδα",5bdf39c7-ecba-5525-88ac-0fe4490a8317
db1,299,WP 2.3: Initial IBC Terminal Design Guidelines in favour of users with Special needs,a1a747bd-bac5-5752-af8b-e6f5a3e3a24b
db1,300,WP 1: Collection of IBC Criteria,e33fa832-25d9-59f6-95f7-c40067d9b99c
db1,301,Multiple Metaphor Environments: Issues for effective human interface design,8b82a6fe-c37d-5f10-a5f9-6935481661cc
db1,304,"3rd ERCIM Workshop on ""User Interfaces for All""",994ba1de-7c4c-5594-8075-b257967d18db
db1,305,"1st ERCIM Workshop on ""Towards User Interfaces for All: Current efforts and future trends""",edf96da8-7d0f-53b1-8b8f-4af3b515910d
db1,307,Πρόσβαση Ατόμων με Ειδικές Ανάγκες στην Κοινωνία της Πληροφορίας: Ευρωπαϊκή Τράπεζα Πληροφοριών για Θέματα Αποκατάστασης,3de9a3e0-e508-5ce4-bf5c-d925866a3246
db1,308,`Εργο ΕΣΤΙΑ: Επαγγελματική Κατάρτιση Ατόμων με Ειδικές Ανάγκες σε Περιβάλλοντα Εργασίας όπου χρησιμοποιούνται υπολογιστές,9a18abb9-de4f-5c5a-829b-b57b71695bda
db1,310,"User Interfaces for All - Concepts, Methods, and Tools",88a4652d-9b89-5218-a98e-98f8da81be48
db1,311,Towards an Information Society for All: An International R & D Agenda,be8ec7cb-e8f5-567a-a8c6-381f18f3de91
db1,314,Design for All in HCI,6aa75563-8e5f-5e42-8189-cc76be5703ff
db1,317,Towards an Information Society for All: Some Critical Issues,f8344d0d-735f-5643-a479-8d215a3c9c60
db1,319,TIDE ACCESS TP1001: Development Platform for Unified Access to Enabling Environments,054ac851-beaf-5056-bbf0-aa29919ad050
db1,320,Agents Classes for Managing Dialogue Control Specification Complexity,5ba8391c-63b9-550e-8112-97ce6efa185f
db1,321,"PIM: A Tool for Building Programming Layers on Top of Toolkits, 10 pages.",3e495e83-448f-5537-b0ce-e78f907b3a2b
db1,415,Adaptable and Adaptive User Interfaces for Disabled Users in AVANTI Project,6455f4d8-8ecd-5f03-bd17-c9baec3f6753
db1,419,Support for Iterative User Interface Prototyping: The Sherlock Guideline Management System,2e24ba7b-f516-5a4f-a491-60ccc5296765
db1,420,Designing User Interfaces for All,a85b0560-6edc-5bef-88d8-39f1d375b48d
db1,421,User Interface Final Development,d4349796-8dd3-5ee1-9e7b-da90b2fae0c8
db1,422,Media/Modalities Allocation in intelligent Multimedia User Interfaces: Towards a Theory of Media and Modalities,aeb7aef6-a524-53ca-a891-6137be6693c1
db1,423,Access to Lexical Knowledge in Modular Interpersonal Communication Aids,1529583b-0e53-51f0-9984-ee1831346f88
db1,424,Design for All in the TIDE ACCESS project,101d63c0-87ff-58dc-abea-10905da3a870
db1,425,Future Strategies,baede287-0bb0-5248-b734-49715a2b2c71
db1,432,User Adapted Interaction on the Web,8e578ef8-036b-57a0-817a-76863941ef88
db1,433,Adaptation of Services for Different Users: The User Interface,7779692d-f777-521d-866d-857419a17e5c
db1,434,Adaptable and Adaptive User Interfaces,2160c6a0-ffb0-5c40-ba5c-8da6f6f9b2a4
db1,435,Προς μία Κοινωνία της Πληροφορίας για `Ολους,15dffd40-3661-59b3-80d1-6551f0c74428
db1,436,`Ισες Ευκαιρίες για `Ολους στην Κοινωνία της Πληροφορίας,563b88c4-e213-5292-b61a-ec7e9cc70132
db1,437,Προοπτικές `Ενταξης των ΑΜΕΑ στην Κοινωνία της Πληροφορίας,737adac2-c255-56cb-bdfc-fc9af34abed0
db1,438,Πρόσβαση των Ατόμων με Ειδικές Ανάγκες στον Παγκόσμιο Ιστό,e09d1acd-e216-5833-a940-037fdfbceb60
db1,439,Towards an Information Society for All: New Opportunities and Challenges,a6288a94-f7b1-5f7a-9935-f9344c751e3d
db1,440,"Adaptable and Adaptive Information Access for All Users, Including Disabled and Elderly People",23ebf72c-737d-54f8-b4dc-ba6bba2b0946
db1,442,User Interaction in Digital Libraries: Coping with Diversity through Adaptation,8f3a9e48-5600-589a-8d1e-ee5d8923d883
db1,443,Outline and rationale for further standardisation activities,a36cd328-30c5-51e7-8a04-9546d68c429b
db1,448,2nd European Conference on Research and Advanced Technology for Digital Libraries (ECDL '98),28941a5b-38d4-55c2-8418-1d92866d5b08
db1,449,Proceedings of the 2nd European Conference on Research and Advanced Technology for Digital Libraries (ECDL '98),ce3f827b-218e-551e-be5f-47fda2da9a3a
db1,451,Developing an Accessible Information Society,adb40e36-2e15-5799-af6d-d60becb0ca45
db1,453,Accessibility & Standardisation in the TIDE-WAI Project,2fad84d7-feab-5b89-b690-fda88f0b6a1d
db1,454,Προς μία Κοινωνία της Πληροφορίας για `Ολους: Νέες Ευκαιρίες και Προκλήσεις,97af7248-c0f2-5aa3-aeb1-728cd45df8cf
db1,455,Επαγγελματική Κατάρτιση Ατόμων με Ειδικές Ανάγκες σε Περιβάλλοντα Εργασίας όπου Χρησιμοποιούνται Υπολογιστές,95afb31b-e426-5b4c-a27c-6c4d23e48a03
db1,456,Εφαρμογές Πρόσβασης Ατόμων με Ειδικές Ανάγκες σε Υπολογιστικά Περιβάλλοντα,83b97656-4b31-53cc-b7e0-961a749abec8
db1,457,Forms for the Collection of User Requirements,be497442-a384-5952-a3da-d89e742eaf17
db1,458,"2nd ERCIM Workshop on ""Towards User Interfaces for All""",85122390-345b-5448-926b-369c0740e849
db1,459,2nd European Conference on Research and Advanced Technology for Digital Libraries (ECDL '98),d849440b-a103-55e1-b908-d4d8336d87e8
db1,461,Focusing on an international R&D agenda for Universal Accessibility: Reflections from the 2nd ISF workshop,6d4d1594-2672-5d71-948e-069527f34fab
db1,463,Self-Adapting Web-based Systems: Towards Universal Accessibility,30383b2d-f592-5d5f-98e2-67a1667b281a
db1,464,Universal accessibility in HCI: Press-oriented design guidelines and tool requirements,e1fdaa77-8430-58fa-9d14-59d2dce19ec2
db1,465,"A report on the second meeting and workshop of the International Scientific Forum ""Towards an Information Society for all""",6d4a2448-2bcb-556d-9ea8-07c7311e5d1b
db1,466,Universal accessibility in HCI: Process-oriented design guidelines and tool requirements,44de9dcb-bcbc-569a-b1ea-1fdefd5848bb
db1,467,"Report on the Second Meeting  and Workshop of the International Scientific Forum ""Towards an Information Society for All""",959d7b59-b773-5315-88ee-351e28e0df29
db1,468,"Demonstration of the AVANTI browser, focusing on the employment of adaptability and adaptivity techniques for the provision of universal accessibility",6bed67d6-c9b4-5ad6-a272-ddde1e05d486
db1,469,"Demonstration of the AVANTI browser, the I-GET UIMS Tool, the USE-IT Tool, and the Unified User Interface Development Environment",0dd3b3fe-262d-57ea-aec9-14f752efad09
db1,470,Demonstration of the AVANTI browser,875d77cc-c717-5657-b4a6-764946ff962b
db1,471,Demonstration of the AVANTI Information System running the AVANTI Browser,44ad18e6-edc0-5613-955d-d7f194247339
db1,472,Demonstration of the AVANTI Browser,875d77cc-c717-5657-b4a6-764946ff962b
db1,473,Demonstration of the AVANTI browser,875d77cc-c717-5657-b4a6-764946ff962b
db1,474,Demonstration of the AVANTI Browser,875d77cc-c717-5657-b4a6-764946ff962b
db1,475,"Demonstration of the AVANTI Browser, the I-GET UIMS Tool, the USE-IT Tool, and the Unified User Interface Development Environment",3ae50554-a025-568f-8923-8198871f83b2
db1,476,Demonstration of the AVANTI Browser,c4bae65f-cc42-502a-a3ce-76f53767af48
db1,477,Demonstration of Adaptation of Services for Different users,4e39ba82-bc2d-5eee-b6f2-2f3b711c54a0
db1,478,Diversity in Large Information Spaces: User Interface Software in Technology Issues,41fc4012-9fe0-50d5-905a-8d1650892473
db1,479,"Proceedings of the 4th ERCIM Workshop on ""User Interfaces for All""",ab33e273-c3eb-57eb-89e1-07a62602f6c4
db1,480,"4th ERCIM Workshop on ""User Interfaces for All""",63aac615-3536-5dbd-aa38-49f0ab857425
db1,481,Interaction Design in Digital Libraries: Some critical issues,7c8e9da2-8525-57ef-9463-634ef9525491
db1,483,Πρόγραμμα HORIZON - Έργο ΕΣΤΙΑ: Καινοτομίες Τεχνολογιών Πληροφορικής στην Επαγγελματική Εκπαίδευση και Απασχόληση ΑΜΕΑ,0b1ada7f-63d6-5601-a67a-875175097c96
db1,484,Toward an Information Society for All: HCI challenges and R&D recommendations,41bbedd7-affa-52eb-8406-1789c97f6b1c
db1,485,Knowledge Management in HCI Design,212be922-3463-58f7-b841-7105c7b356bc
db1,486,Managing Accessibility Guidelines during User Interface Design,fc312d4d-8980-51a0-a4b8-c51f2f65cbe2
db1,487,Connecting to the Information Society: A European Perspective,11711387-b3e5-54ab-9651-2a1d5319c733
db1,489,Distance Learning,a002714c-2dc8-5df3-a51b-a5e603e60d2b
db1,490,Multiple Metaphor Environments: issues for effective interaction design,b1a8aba2-9851-535e-8b7e-cb7cff671d61
db1,491,Direct Accessibility for People with Disabilities,37bfa389-693b-5faa-887f-a9bc6a907ec7
db1,493,Information Society and the Citizen,91e8bcca-4405-53f8-8fd1-d0ef678a5bab
db1,494,Vocational Training of Disabled People in Computer-based Working Environments,e05a034c-94a1-5314-af3f-354659025b3a
db1,495,4th ERCIM Workshop on User Interfaces for All,77b2725c-a16d-5cc8-b53a-98b1a0d413ee
db1,496,ERCIM DELOS - User Interfaces for All Joint Workshop,6ea03cb2-495c-5ab4-889e-8411f22cdf6c
db1,497,User Interaction in Digital Libraries: Copying with Diversity through Adaptation,5b4efeb2-7589-5f08-9cbe-28484805ebfd
db1,498,Universal Access in the Information Society,b80f0260-73cb-5b98-8518-3628d7a773f2
db1,500,Unified User Interfaces: From design to implementation,0a1cca33-84cd-5bd9-ab28-d9f954e01aaa
db1,501,Universal accessibility: Process-oriented design guidelines,ce30958c-5fc0-52bd-b385-bfe4659916df
db1,502,The disappearing computer: emerging opportunities and challenges for disabled and elderly people,8d8f5ada-630d-5412-9188-9bc750031b52
db1,503,Non-visual Web browsing: Lessons learned from the ANANTI case study,2d163673-1d22-56f5-994d-d0b92fa58fdc
db1,504,A grammar-based approach for populating HCI design spacesl,58cee0fc-5981-57ff-ac36-0d67c19aa48d
db1,505,Towards an On-Line Community Promoting Design for All in Europe,7a3c41ff-e306-59ec-996e-c8041a0bc81b
db1,506,Universal Design in the Information Society: A utopia or a challenge?,a4531398-974d-5e5b-b965-8c96a6df271b
db1,507,Coping With Diversity In HCI: Techniques For Adaptable And Adaptive Interaction,88a63848-1b94-554d-a4ca-5299ae477f77
db1,508,Report of the Strategic Requirements Board,1c7a3ecd-2edd-5fb7-a3d8-d8012755b413
db1,509,Designing for Interaction Quality in Health Telematics,c4852e0f-b0ec-5790-b95e-9574ed6f3a72
db1,511,Universal Design in Human-Computer InteractionI,32539830-37c9-5027-9875-8b9afaf079e3
db1,513,Policy perspectives on Design for All,6a5f3280-46d4-567c-85ef-32406ff9591a
db1,514,Embedding HCI guideline input to iterative user interface development,e187c23a-8a6f-5392-8dcd-c83293c193fc
db1,515,Diversity in Large Information Spaces:User Interface Software and Technology Issues,8838a410-5f78-5a9f-a177-8254ab31ee83
db1,516,User Interactionin in Digital  Libraries: Coping with Diversity through Adaptation,7919be9a-b351-5a9b-8d45-07510bc77188
db1,517,Standardisation guidelines for the accessibility of Web-based applications and services by people with disabilities,04c8d0f1-c038-5cd3-a8f4-47042785c6fd
db1,518,Draft report on standardisation guidelines for the accessibility of Web-based applications and services by people with disabilities,2365b498-8f42-5a68-8cee-e7b9d3ae459a
db1,519,Report on data collection methods and data analysis,e3a05a1d-7f46-5593-88dc-59f800837635
db1,520,Accessing the Information Society,453e8042-c489-5d5e-b0ff-ecedff53ca36
db1,521,Persistent Ergonomic Knowledge Management in HCI Design,1a577f97-3366-51b1-83ef-7a2de1b65cd6
db1,523,Accessibility guidelines and scope of formative HCI design input: Contrasting two perspectives,38592d2e-a6ae-576c-8cc6-9fafba4769c9
db1,524,Evaluating adaptable and adaptive user interfaces: lessons learned from the development of the AVANTI Web browser,f47176bf-e4e5-5a34-ac5c-a9b077358ce6
db1,525,Universal Access & Distance Learning in the Information Age,16b93be4-089c-598d-8a70-2d6c8e5b21f0
db1,526,Designing for all in the Information Society: Challenges towards universal access in the information age,4453e5e1-5350-5585-bad7-4340a68c87a4
db1,527,Proceedings of the 5th ERCIM Workshop on User Interfaces for All,be685235-390a-5888-897d-c7c87cf50d26
db1,528,5th ERCIM Workshop on User Interfaces for All,81853ec3-c4de-56f8-80e1-a4cba0ef2906
db1,529,"Proceedings of the ERCIM WG UI4ALL  on ""Interactive Learning Environments for Children""",5247200a-d6c4-5a29-bf60-1a57a607cfc5
db1,530,"ERCIM WG UI4ALL one-day joint workshop with i3 Spring Days 2000 on ""Interactive Learning Environments for Children""",93c5fb92-4efa-5b43-9327-8bbee946df29
db1,531,Knowledge-based Interaction Design,aa6b0dca-1020-5ab3-af81-03e8ba274b67
db1,532,A model-based approach to the specification of computer-based communication aids,cd9198ef-f6e1-5cb3-9f63-3175c6fa4d46
db1,533,Adaptive techniques for Universal Access,ce75c195-5c4b-5ee1-88cf-5e1a6605f4b8
db1,534,Universal Access through Unified User Interfaces,db33b879-5712-5d91-a9b3-6abb02c829b1
db1,535,Web-Based Information Systems for People with Disabilities: THE EC AVANTI PROJECT,1ca5bf6e-4202-535c-9f7b-30d3eb5e758b
db1,536,Multiple Metaphor Environments: Architectural premises for continuous interactions,2784027d-7f73-5388-b98f-669f0034231a
db1,537,Designing the User Interface of an Interactive Learning Environment for Children,49792f13-8fea-5b09-ac98-f04b7ef28e89
db1,538,Children in the Information Society: addressing tomorrow's Unified Environments of Use.,a1ac4cf6-45ce-53f2-9327-815a48787eb3
db1,539,The GRAFIS Word processor for People with Disabilities,461665a5-6a54-5643-9bd7-5bdee402f9a5
db1,540,User Interfaces for All,6bec752a-4dbe-51cb-a124-c511ee5bd353
db1,541,"5th ERCIM Workshop on 'User Interfaces for All""",49c2a1b5-92b0-50f1-86b9-b3194dc5e56e
db1,542,Challenges towards Universal Access in the Information Age,9d0069bf-b2fb-5426-bc77-e6712c132102
db1,543,Adaptive Browsing: Supporting All Users on the Web,b7d23da5-f123-51a1-9a81-b193a6f13a03
db1,544,"Demonstration of the AVANTI Browser, Focusing on the employment of adaptability and adaptivity techniques for the provision of Universal accessibility",19fc1791-1ff8-553e-9786-5e5a4f0f4911
db1,545,Αναφορά στο πλάνο αξιολόγησης του συστήματος,56e514ee-4fdd-54ea-8923-8a86ace3c546
db1,546,Αναφορά στις απαιτήσεις του ενοποιημένου συστήματος πλοήγησης στον Παγκόσμιο Ιστό για τις διαφορετικές κατηγορίες χρηστών,cb017c9b-6421-50ed-93e6-e618fb60c6cc
db1,547,Αναφορά στις απαιτήσεις του ενοποιημένου συστήματος πλοήγησης στον Παγκόσμιο Ιστό για τις διαφορετικές κατηγορίες χρηστών,cb017c9b-6421-50ed-93e6-e618fb60c6cc
db1,548,"Report on the Third Meeting and Workshop of the International Scientific Forum ""Towards an Information Society for All""",57807e85-8eaf-5926-a73e-c63e8b5df2ae
db1,549,Sherlock: A Tool Towards Computer-Aided Usability Inspection,23e46450-95e8-50f5-ad9a-1ca9f914a2d1
db1,550,Designing for All in the information Society: Challenges Towards Usniversal Access in the Information Age,90cd6e94-d11a-5028-a5f0-ce78eb98dd64
db1,551,FORTH-ICS in the Information Society,ecf6d663-3eb5-5bd6-b976-e97d983c1f49
db1,553,Technological Challenges within an Information Society for All Citizens,c9b4b0f1-03b5-5e4a-9e84-ba8a65c72162
db1,554,"Summary Update on ""Universal Design in the Information Society""",4b0a1205-e9e7-580f-ae02-2ecc554f2077
db1,555,Research in Greece,4251d58b-602b-59b8-a949-71339094053f
db1,556,IS4ALL: A new Wprking Group promoting universal design in Information Society Technologies,d0749d8c-b44b-5ba6-9806-df4303a92d77
db1,557,Adaptive techniques for unversal access,33a9710f-9b31-5982-8b34-e822fbbd4d41
db1,558,Proceedings of the 6th ERCIM Workshop on User Interfaces for All,a41937bd-cf5e-57f8-b15b-6100595188bd
db1,559,Αναφορά στο σχεδιασμό και την ανάπτυξη πρωτοτύπων της ενοποιημένης διεπιφάνειας χρήσης του συστήματος,137800e2-a90d-554d-bdc5-e998f26233fb
db1,560,Αναφορά στο σχεδιασμό του λειτουργικού κορμού του συστήματος,dc62148b-6795-56a6-ac1c-20c8b0bf4d0e
db1,561,"6th ERCIM Workshop ""User Interfaces for All""",b39aaf80-0836-5061-afc2-9a04781c5af7
db1,563,Universally accessible Uis: The unified user interface development,ec45401a-3959-5054-b997-2a759d488c01
db1,564,An Accessible Word Processor for Disabled People,55bbf1a0-f279-5ab2-b19b-9891f86fe445
db1,565,Universal Access Issues in Open and Distance Learning,c4242bb6-0d92-5faf-b739-4af8598cbf92
db1,566,FORTH-ICS: its protagonist role and international recognition,e911dc95-dcef-5e1b-a0f5-5573132fbc34
db1,567,From Adaptations to User Interfaces for All,5d6cde23-3c0f-5a5f-aa9b-13e491b29d6c
db1,568,From User Interfaces for All to an Information Society for All: Recent achievements and future challenges,fd44cda8-dce6-5922-93bc-82f6e6827669
db1,569,Interactive learning Environment for Children,40266ad1-2548-5497-a63d-2bef5d543123
db1,570,Interactive Learning Environments for Children,424ae54a-5a2c-511c-adaa-263eb00524bb
db1,571,Universally accessible Uis: The unified user interface development,ec45401a-3959-5054-b997-2a759d488c01
db1,572,"Σεμινάριο HCI στο μάθημα ""Ηλέκτρονικός φάκελος ασθενών""",296c131d-600b-5a4e-ba15-15fffe183779
db1,573,"Design for ""all"" in the Information Society",6165091e-f510-5ea4-81d0-6edebdf3a5ef
db1,574,Universal Access to Open Distance Learning,05d83d95-350a-5f7f-94a3-4411689de79a
db1,575,A Grammar-based Approach Supporting Universal Design,e732696d-c8a8-5210-9ea4-9d3f7607cd85
db1,576,Καθολική Πρόσβαση στην Κοινωνία της Πληροφορίας,dcf65cfa-5182-5a9f-9715-a5fcbe609d01
db1,577,Draft Report on standardisation guidelines for the accessibility of Web-based applications and services by people with disabilities,2365b498-8f42-5a68-8cee-e7b9d3ae459a
db1,578,Requirements analysis for the Lexical database User Interfaces,03358543-35cd-551b-930b-e3a37dda3170
db1,579,Scenario Development,fce1dfba-2f6d-52f6-9778-d916aeb1bab7
db1,580,Learner-centred adaptation of interaction courseware,8fde6a45-2dc4-5a98-b704-6da9d417416b
db1,581,Engineering Universal Access: Unified User Interfaces,c40623ea-69c5-5503-a62e-ff474c23575b
db1,582,Report on Quality Assurance Process,f0d26981-56c8-5b9c-a6c5-83b63438f8d2
db1,583,Report on Data Collection Plan & Instruments,6228834d-da9c-57a2-bef2-109ed26e8dae
db1,584,Project Presentation,088e1624-ccf6-5c8b-846b-659adc4ced90
db1,585,Continuous Interaction through User Interface Adaptation: The AVANTI Scenario,04ce5f5b-b158-5556-bb18-72dbe9a65dfe
db1,586,Αναφορά στην Υλοποίηση και επίδειξη του λειτουργικού κορμού του συστήματος,0a0783c9-51a5-5b6c-808d-b7a85d356d11
db1,587,Αναφορά και επίδειξη της εγκατάστασης του Συστήματος,d7981d1a-eeae-5bff-8344-ff4cad78b745
db1,588,Αναφορά στην υλοποίηση και επίδειξη της ενοποιημένης διεπιφάνειας χρήσης και της ολοκλήρωσης της εφαρμογής,a0c39c11-613e-5bd8-905e-851546126ecd
db1,589,Αναφορά στην αξιολόγηση του ενοποιημένου συστήματος πλοήγησης στον παγκόσμιο ιστό,725e12b8-2e6b-58c1-8d2a-e73ca689e8d3
db1,590,Εφαρμογή Όργάνωσης Περιεχομένου σε CD,5d88d77e-4830-5af7-aca0-fdc025c56453
db1,591,Τεχνική αναφορά για την λειτουργία του ΔΙΑΛΕΞΙΚΟ στο Διαδίκτυο,0ccefa80-7b3f-5ce4-bd30-87931b3d2c54
db1,592,Δοκιμαστική Λειτουργία και Αξιολόγηση της Εφαρμογής Πρόσβασης στη ΛΒΔ μέσω του Παγκόσμιου Ιστού,d56d7316-6bc6-5ca7-8227-3d3d88fcc6e3
db1,594,Webpro: an easy-to-use accessible web based project administration system,ce77170a-8596-57e2-947f-014a12ea666d
db1,595,MENTOR: An Interactive Design Environment for automatic User Interface Adaptation,cfd8a094-2507-56a1-aa7b-12101c769a1a
db1,596,Interacting with the Disappearing Computer: Evaluation of the Voyager Development Framework,73719dc7-d226-5b04-bf50-d00b5ae3faa9
db1,597,"Anyone, Anywhere access to community-oriented services",ccbd5d3d-a1b4-5b79-8995-90851555444f
db1,598,Interface development toolkits for non-visual and switch-based interaction,6c0e5558-1f0c-57d9-bac8-67c671476bd2
db1,599,IS4ALL: An analytical insight into universal access,27d43fef-4592-5f18-b688-d99ad686910c
db1,600,Human Computer Interaction,69a7db60-8d6e-5d4b-b639-8f4b9d84e85e
db1,601,1st International Conference on Universal Access in Human Computer Interaction,65e57db7-4ee9-5925-87b4-7090096e970e
db1,602,Ambient Intelligence in the context of Universal Access,06aa2e84-9fff-593b-83b5-637a3423b731
db1,603,Consensus Creation on Universal Access in Health Telematics,4b78a860-497a-5e3c-8903-683aaa9abc11
db1,604,Wearable Systems for Every Day Use,c6b85fdf-2c98-519e-ad7d-36f9f88f323f
db1,605,Development Tools for Dynamic Environment-Adapted Mobile Interfaces,b26d9c89-ba0a-556f-b10e-c8338d1fa101
db1,606,HCI International 2003,a1c0cd59-c25b-5e92-8c2c-3ca2a930db31
db1,607,Games with Wireless Dynamically Changing Input/Output Units.,27f52a2c-83dc-51ef-ba0f-53159e3398f7
db1,608,An Accessible Two-Player Multi-Modal Board Game,cd6f9a7d-b302-505b-a1c0-f0e08fda8e1b
db1,609,Virtual Prints: A Novel Interaction Concept for Virtual Environments,273829c8-2ec3-5d00-a1d0-a9f71595a143
db1,610,Automated User Interface Software Engineering with a Pattern Reflecting Programming Language,25501d61-7e9b-5ff5-b9a1-29c7253f339f
db1,611,"8th ERCIM Workshop "" User Interfaces for All""",a88647b5-7d07-552b-bbf5-1b634eecf4f2
db1,612,ARGO: A System for Accessible Navigation in the World Wide Web,8a63dabe-d698-5b22-bfdf-10dcb7feabf5
db1,613,Universal Access in Health Telematics,87e52d0f-9682-5f63-bd6b-43c117516f83
db1,614,Digital Libraries of Learner-Adapted Courseware,1b94d8ac-8664-5768-92e8-e631762e18e6
db1,615,Information Society Technologies and Special Needs Education,7964696d-159d-5e41-b58d-24fb3a87eac3
db1,616,IS4ALL: A Working Group promoting Universal Design in Health Telematics,3e61c857-f041-56d5-8cc6-a591eaf61876
db1,617,Promoting universal access in Health Telematics,9907792a-1a58-5c84-ab57-39f3b5e44945
db1,618,Self-adaptation of educational software,310ac924-05cb-5742-8b40-9ccdd3fc9596
db1,619,Designing with varying design parameters: The unified design process.,c350cfbf-bc5f-5e1c-911a-caa775e10863
db1,620,Universal Design in HCI: A critical review of current research and practice,ca3466c8-3467-59f2-9040-8cd5c4db2442
db1,621,Universal Access in the Information society - A retrospective of recent activities,44c5a0d0-125a-5898-9b5d-c733fa107586
db1,622,An Architecture for a Self-adapting Information System for Tourists,a2e49ed7-6f42-531e-8342-89315c7f4e2d
db1,623,Towards a code for universal access design,95781d71-77b0-5ea7-8e28-7e4837bc73cb
db1,627,"Universal Access in the Information Society: Methods, Tools and Interaction technologies",354075e6-82d3-5eb5-a887-ffdc898f4593
db1,628,Continuity of interaction in nomadic interfaces through migration and dynamic utilisation of I/O resources,5b92dd4d-99d3-58ba-9b71-e3d65563d21c
db1,629,"Content preparation and management for Web design: Eliciting, structuring, searching, and displaying information",ffdb89aa-8174-558a-984e-fe198f005cc1
db1,630,Intranets and Organizational Learning: A Research and Development Agenda,62c111f6-5c45-5512-b5eb-17e40fcf3949
db1,631,User Satisfaction with home telecare based on broadband communication,c7328769-4db9-566a-ac20-1b4d18d6b8fd
db1,632,Universal Access to Ambient Intelligence Environments: Opportunities and Challenges for People with Disabilities,3b9e2910-96e4-5aa8-b038-cc59af5d86a0
db1,633,Distributed Interface Bits: Dynamic Dialogue Composition from Ambient Computing Resources,e447920f-f8bb-548e-981e-aaf1f562bed8
db1,634,Building Consensus in HCI Design: Integrated activity-oriented design environments,40da56fb-3216-56ae-867f-a9e79fddb70d
db1,635,Unified User Interface Development: Software Engineering of Universally Accessible Interactions,7cc286ba-8b02-518d-9514-27c4b57f7fb6
db1,636,Unified User Interface Design: Designing Universally Accessible Interactions,02acbb64-d960-5cc5-b8d2-57313a3043ef
db1,637,Blending scenarios of use and informal argumentation to facilitate universal access: Experience with the Universal Access Assessment Workshop method,1e92af89-ee4a-5c19-adc3-ba9d7be92966
