"NewsletterID","Title","Publisher","Theme","StartMonth","EndMonth","Year","Volume","Number","Copies","Photocopies","ISSN","Subscriber","Shelf"
"280","RESNA News","RESNA","Seating and Mobility Research/ SIG Reports/ Mapping with Universal Access Information","5","6","1995","7","3","1","0","08822476","CS","G124"
"281","RESNA News","RESNA","Surface Measurement Research","7","8","1995","7","4","1","0","08822476","CS","G124"
"282","RESNA News","RESNA","Assistive Technology Warranty & ""Lemon"" Protection/ SIG Reports/ RESNA Reorganization/ Accessible Exercise Equipment","9","10","1995","7","5","1","0","08822476","CS","G124"
"283","RESNA News","RESNA","Accessible Telecommunications: Focus of a New RERC/ Joy-Stick TV Remote Control/ Australian Conference on Rehabilitation Engineering","11","12","1995","7","6","1","0","08822476","CS","G124"
"284","RESNA News","RESNA","Policies Proposed by the Professional Standards Board/ Membership Committee Report/ An Accessible Play and Care Center/ International News","1","2","1996","8","1","1","0","08822476","CS","G124"
"285","RESNA News","RESNA","Board Approves Amendments to Bylaws/RESNA Assistive Technology Credentialling Program/ SIG & PSG Reports","3","4","1996","8","2","1","0","08822476","CS","G124"
"286","RESNA News","RESNA","Service Delivery Intensity: A Key Variable in AT Outcome Measurement","5","6","1996","8","3","1","0","08822476","CS","G124"
"287","RESNA News","RESNA","Solving Today's Problems with Tomorrow's Technology: The Consumer Assistive Technology Transfer Network","7","8","1996","8","4","1","0","08822476","CS","G124"
"288","RESNA News","RESNA","Credentialing in Assistive Technology: Myths and Realities","9","10","1996","8","5","1","0","08822476","CS","G124"
"289","SHARE AN IDEA","Contact a Family Family Groups with Handicapped Children","Group to Group/ Information Exchange","1","null","1984","0","1","1","0","","δείγμα","G121 box: "
"290","SIGART Bulletin","ACM","Special Interest Group on Artificial Intelligence","4","null","1994","5","2","1","0","01635719","CS","G121"
"291","SIGART Bulletin","ACM","Special Section on Time in Neural Networks","7","null","1994","5","3","1","0","01635719","CS","G121"
"292","SIGART Bulletin","ACM","Communications/Featured Article: Computational Situation Theory","10","null","1994","5","4","1","0","10534830","CS","G121"
"293","SIGART Bulletin","ACM","Special Section on Planning Agents.","1","null","1995","6","1","1","0","10534830","CS","G121"
"294","SIGART Bulletin","ACM","Special Section: AI and Education / Conference Report","4","null","1995","6","2","1","0","10534830","CS","G121"
"295","SIGART Bulletin","ACM","Article: The Introductory Undergraduate AI Course as Observed on the WWW / Conference Report: CSC'95 Panel on Artificial Intelligence","7","null","1995","6","3","1","0","10534830","CS","G121"
"296","SIGART Bulletin","ACM","Articles: Formalization of the Turing Test/ The Stage-One Turing Test as an Artificial Intelligence Class Exercise","10","null","1995","6","4","1","0","10534830","CS","G121"
"297","SIGART Bulletin","ACM","Article: ABA: An Assignment Based Algorithm for Resource Allocation","1","null","1996","7","1","1","0","10534830","CS","G121"
"298","SIGCAPH NEWSLETTER","ACM","Articles: UnWindows 1.0: X-Windows Tools for Low Vision Users","3","null","1994","","49","1","0","","CS","G121"
"299","SIGCAPH NEWSLETTER","ACM","Annual report for SIGCAPH, Fe '94/Assistive Technologies","9","null","1994","","50","1","0","","CS","G121"
"300","SIGCAPH NEWSLETTER","ACM","Articles: An Adjustable User Interface Providing Tranparent Access to Application Programs for the Physically Disabled / Relief characters by micro capsule paper","1","null","1995","","51","1","0","","CS","G121"
"301","SIGCAPH NEWSLETTER","ACM","Equal Access to Information for All: Making the World of Electronic Information More Accessible to the Handicapped in Our Society","11","null","1995","","52/53","1","0","","CS","G121"
"302","SIGCAPH NEWSLETTER","ACM","ICCHP '96-Announcement/ ASSETS '96 Preview/ Rehabilitation Technology/ERCIM Workshop on ""User Interfaces for All""","1","null","1996","","54","1","0","","CS","G121"
"303","SIGCAPH NEWSLETTER","ACM","Brief Reports from Our Readers/ Thoughts on Assets 97/ The Newsletter in Electronic Form/ On the Human Side/ WWW Access/ Computer Graphics for the Blind","6","null","1996","","55","1","0","","CS","G121"
"304","SIGCAPH NEWSLETTER","ACM","The MATHS Workstation/ Presentation of Images for the Blind","9","null","1996","","56","1","0","","CS","G121"
"305","SIGCHI Bulletin","ACM","Human-Computer Interaction/Developing User Interfaces/End-User Programming Language","4","null","1993","25","2","1","0","07366906","CS","G121"
"306","SIGCHI Bulletin","ACM","Special Section: Interaction Devices and Techniques","7","null","1993","25","3","1","0","07366906","CS","G121"
"307","SIGCHI Bulletin","ACM","Special Interest Group on Computer-Human Interaction","10","null","1993","25","4","1","0","07366906","CS","G121"
"308","SIGCHI Bulletin","ACM","Visual Interaction Design, Education: Advances in Teaching the HCI Design Process, Standards","1","null","1994","26","1","1","0","07366906","CS","G121"
"309","SIGCHI Bulletin","ACM","Papers: Developing a Natural Languauge Interface for the Unix Operating System/Software Engineering for Human Computer Interaction","4","null","1994","26","2","1","0","07366906","CS","G121"
"310","SIGCHI Bulletin","ACM","Papers: Is Designing a Neural Network Application an Art or a Science?/The KIM Query System/Anonymous Collaboration: An Alternative Technique for Working Together","7","null","1994","26","3","1","0","07366906","CS","G121"
"311","SIGCHI Bulletin","ACM","Papers: Putting Task Analysis into Context, Some Human Interaction Issues in Computer Algebra","10","null","1994","26","4","1","0","07366906","CS","G121"
"312","SIGCHI Bulletin","ACM","Reports: Reflections on HCI '94, Analyzing and Communicating Usability Data, EWHCI '94, Malking the annual CHI Conference Environmentally Sound","1","null","1995","27","1","1","0","07366906","CS","G121"
"313","SIGCHI Bulletin","ACM","Columns: Education / World-Wide CHI / Visual Interaction Design / Standards / Local SIGs","4","null","1995","27","2","1","0","07366906","CS","G121"
"314","SIGCHI Bulletin","ACM","Columns: Standards: ANSI/ Visual Interface Design/ HCI Students and Internships/ Essential Ellements of HCI Education","7","null","1995","27","3","1","0","07366906","CS","G121"
"315","SIGCHI Bulletin","ACM","Articles on Visual Interface Design, Standards, Education. Reports from CHI '95","10","null","1995","27","4","1","0","07366906","CS","G121"
"316","SIGCHI Bulletin","ACM","CHI as in Archive/ HCI Education: Past, Present and Future?/ The Evolution of the Student Experience/ Visual Interaction Design","1","null","1996","28","1","1","0","07366906","CS","G121"
"317","SIGCHI Bulletin","ACM","Education: More Needles in the Haystack/ Teaching Human Computer Interaction to Programmers","4","null","1996","28","2","1","0","07366906","CS","G121"
"318","SIGCHI Bulletin","ACM","Special Feature: HCI in Italy/ Papers: In Search of Clickable Dons","7","null","1996","28","3","1","0","07366906","CS","G121"
"319","SIGCUE Bulletin OUTLOOK","ACM","Papers: Text Review, Virtual Space Learning MariMUSE, FRA: Using a Goal-Based Scenario to Teach, A Tutorial System on Inorganic Chemical Formulations and Reactions","4","null","1994","22","2","1","0","","CS","G121"
"320","SIGCUE Bulletin OUTLOOK","ACM","A selection of papers from NECC '94/A Hypermedia Approach for Developing Research and Reporting Skills","7","null","1994","22","3","1","0","","CS","G121"
"321","SIGCUE Bulletin OUTLOOK","ACM","Papers on Distance Education, Cyber-Surfing, Education Technology and Artificial Intelligence","1","4","1995","23","1&2","1","0","","CS","G121"
"322","SIGCUE Bulletin OUTLOOK","ACM","Papers: A Software Environment for Teaching Introductory Algorithms/ Using Multimedia to Emphasize the Development","12","null","1995","23","3","1","0","","CS","G121"
"323","SIGCUE Bulletin OUTLOOK","ACM","The proceedings with title ""Integrating Technology into Computer Science Education"" contains the issues 1,2 &3 of Vol. 24, 1996 of SIGCUE OUTLOOK.","1","7","1996","24","1,2&3","1","0","","CS","G121"
"324","SIGCUE Bulletin OUTLOOK","ACM","This issue of Outlook has the general theme of networks and distance communication in education","10","null","1996","24","4","1","0","","CS","G121"
"325","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Multimedia:Bridging the Gap Between Tools and Techniques","2","null","1994","28","1","1","0","0097-8930","CS","G121"
"326","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Interactive Entertainment Design, Implementation and Adrenaline","5","null","1994","28","2","1","0","0097-8930","CS","G121"
"327","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Computer Graphics Education","8","null","1994","28","3","1","0","0097-8930","CS","G121"
"328","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Plans and Projections for SIGGRAPH Professional Chapters","11","null","1994","28","4","1","0","0097-8930","CS","G121"
"329","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","SIGGRAPH 1995 Election Information and Bylaw Changes/SIGGRAPH Activities: SIGGRAPH's WWW Presence","2","null","1995","29","1","1","0","0097-8930","CS","G121"
"330","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Modular Visualization Environments Past, Present, and Future","5","null","1995","29","2","1","0","0097-8930","CS","G121"
"331","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Computer Graphics Education/ 1995 SIGGRAPH Election Results","8","null","1995","29","3","1","0","0097-8930","CS","G121"
"332","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Special Focus: Visual Literacy and the Design of Digital Media/ Literacy in Virtual Reality","11","null","1995","29","4","1","0","0097-8930","CS","G121"
"333","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Articles: A Simple Naturalistic Hair Model/ GraphicsNet '95/ Telemedicine and Shared Multidimensional Workspaces/ Computer Graphics Education in the Czech Republic","2","null","1996","30","1","1","0","0097-8930","CS","G121"
"334","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Computer Graphics Around the World","5","null","1996","30","2","1","0","0097-8930","CS","G121"
"335","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Computer Graphics Education Worldwide Efforts/ 96 Educator's Program/ Directory","8","null","1996","30","3","1","0","0097-8930","CS","G121"
"336","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: ""Real"" Virtual Reality SIGGRAPH '96 Slide Sets","11","null","1996","30","4","1","0","0097-8930","CS","G121"
"337","SIGLINK Newsletter","ACM","Conference Reports Hypertext'93/Information Resources/Product Reviews","12","null","1993","2","3","1","0","","CS","G121"
"338","SIGLINK Newsletter","ACM","The Newsletter of the Special Interest Group on Hypertext","3","null","1994","3","1","1","0","","CS","G121"
"339","SIGLINK Newsletter","ACM","Conference Reports: World-Wide Web 94/WEPT/CHI'94.Events: ECHT'94 Advance Program","9","null","1994","3","2","1","0","","CS","G121"
"340","SIGLINK Newsletter","ACM","Special section on ECHT94/Papers: Navigating Nowhere Hypertext Infrawhere","12","null","1994","3","3","1","0","","CS","G121"
"341","SIGLINK Newsletter","ACM","Reports: Hypertext and Hypermedia Related Issues at ASIS '94/ East-West Intern. Confer. on HCI/ Workshop on Adaptive Hypertext and Hypermedia/ Serious Hypertext","3","null","1995","4","1","1","0","","CS","G121"
"342","SIGLINK Newsletter","ACM","Special Issue on Digital Libraries","9","null","1995","4","2","1","0","","CS","G121"
"343","SIGLINK Newsletter","ACM","Papers: On Magic Features in (Spatial) Metaphors/ Using an Information Reduction Model in Hypertext Virtual Node","12","null","1995","4","3","1","0","","CS","G121"
"344","SIGLINK Newsletter","ACM","Special Issue on Hypermedia for People with Disabilities","2","null","1996","5","1","1","0","","CS","G121"
"345","SIGLINK Newsletter","ACM","Special Issue on Hypertext '96 Conference (Hypermedia Research and the WWW Workshop)","6","null","1996","5","2","1","0","","CS","G121"
"346","SIGOIS Bulletin","ACM","Special Issue: The 1993 European Conference on Computer-Supported Collaborative Work (ECSCW'93)","4","null","1994","14","3","1","0","","CS","G121"
"347","SIGOIS Bulletin","ACM","Special Issue: The 1993 Workshop on Digital Libraries","8","null","1994","15","1","1","0","","CS","G121"
"348","SIGOIS Bulletin","ACM","Special Issue: Workshop Write-Ups and Positions Papers from CSCW'94","12","null","1994","15","2","1","0","","CS","G121"
"349","SIGOIS Bulletin","ACM","Special Issue: Workshop Write-Ups and Positions Papers from CSCW'94. Συνοδεύεται από ένα ειδικό τεύχος (Membership Directory)","4","null","1995","15","3","1","0","","CS","G121"
"350","SIGOIS Bulletin","ACM","Special Issue: Business Process Reengineering","8","null","1995","16","1","1","0","","CS","G121"
"351","SIGOIS Bulletin","ACM","Special Issue: Digital Libraries","12","null","1995","16","2","1","0","","CS","G121"
"352","SIGOIS Bulletin","ACM","Special Issue: Groupware for Self-Organizing Units","4","null","1996","17","1","1","0","","CS","G121"
"353","SIGOIS Bulletin","ACM","Report on the Office Systems Research Association's Organizational and End-User Information Systems Model Curriculum","8","null","1996","17","2","1","0","","CS","G121"
"354","Software Engineering Technical Committee","IEEE Computer Society / TCSE","Software Reliability Engineering & Reverse Engineering newsletters","1","null","1992","","","1","0","","CS","CS-LIB"
"355","Software Engineering Technical Committee","IEEE Computer Society / TCSE","Software Engineering Education News/Calendar of TCSE Conferences, Workshops, Symposia/Quantitative Methods","1","null","1993","11","3","1","0","","CS","CS-LIB"
"356","Software Engineering Technical Council","IEEE Computer Society / TCSE","Includings newsletters on : Reverse Engineering/ Quantitative Methods/ Software Process/ Software Engineering Education","13","null","1996","14","2","1","0","","CS","G122"
"357","Software Engineering Technical Council","IEEE Computer Society / TCSE","Software Engineering Standards Report/ Conferences and Workshops","15","null","1996","14","3","1","0","","CS","G122"
"358","SYSTEMS, MAN, AND CYBERNETICS SOCIETY","IEEE SMC","SMC'93 Conference","9","null","1993","","","1","0","10712437","CS","CS-LIB"
"359","The IEEE Standards Bearer","IEEE Standards Department","The Industry Applications Society's Silver Anniversary","10","null","1990","4","3","1","0","089601425","CS","G122"
"360","The IEEE Standards Bearer","IEEE Standards Department","Canadian Standards System","4","null","1991","5","1","1","0","089601425","CS","G122"
"361","The IEEE Standards Bearer","IEEE Standards Department","US Manufacturers and EC '92","10","null","1991","5","2","1","0","089601425","CS","G122"
"362","The IEEE Standards Bearer","IEEE Standards Department","ABET Standards Under Development/IEEE Standards Board Actions","4","null","1992","6","1","1","0","089601425","CS","G122"
"363","The IEEE Standards Bearer","IEEE Standards Department","IEEE Adopts ISO/IEC Directives/IEEE Standards Board Actions","7","null","1992","6","2","1","0","089601425","CS","G122"
"364","The ISAAC Bulletin","ISAAC","European Communmity Embraces Collaborative Research in Advanced Communications","2","null","1992","","28","0","1","","CS","G122"
"365","The ISAAC Bulletin","ISAAC","ISAAC Information Directory/AAC Courses in Hugary/AAC Software Archive/ISAAC'92","5","null","1992","","29","0","1","","CS","G122"
"366","The ISAAC Bulletin","ISAAC","ISAAC Goals & Objectives for 1993-1996/Report on the ISAAC Executive Committee Meeting/Educational Opportunities","2","null","1993","","32","0","1","","CS","G122"
"367","The ISAAC Bulletin","ISAAC","Report on the ISAAC Executive Committee Meeting/ISAAC EC Report/ISAAC UK Newsletter Goes Worldwide/ISAAC Goals and Objectives from 1993-1996","2","null","1993","","32","1","0","","CS","G122"
"368","The ISAAC Bulletin","ISAAC","Proposals Requested/ISAAC Chapters Celebrate/ISAAC 1994-Maastricht/ISAAC Corporate Members/Upcomming Articles in AAC/ISAAC Meetings","5","null","1993","","33","1","0","","CS","G122"
"369","The ISAAC Bulletin","ISAAC","Workshop on PC for AAC/AAC for Patients in Intensive Care Units","11","null","1993","","35","1","0","","CS","G122"
"370","The ISAAC Bulletin","ISAAC","ISAAC'94 Announcement/Educational Opportunities","2","null","1994","","36","1","0","","CS","G122"
"371","The ISAAC Bulletin","ISAAC","Hungary's First AAC Center: Helping Communication Methodological Center","5","null","1994","","37","1","0","","CS","G122"
"372","The ISAAC Bulletin","ISAAC","ISAAC Executive Committee Meets, Finalizes Proposals","8","null","1994","","38","1","0","","CS","G122"
"373","The ISAAC Bulletin","ISAAC","Report on Executive Committee Meeting at Biennial Conference","11","null","1994","","39","1","0","","CS","G122"
"374","The ISAAC Bulletin","ISAAC","Involvement in International AAC Developments, ISAAC '93-94 Committees, Educational Opportunities, ISAAC Meetings","2","5","1995","","40","1","0","","CS","G122"
"375","The ISAAC Bulletin","ISAAC","Selecting Graphics Symbols/ Communication Outlook/ Emerging Countries/ Educational Opportunities","2","null","1996","","43","1","0","","CS","G122"
"376","The ISAAC Bulletin","ISAAC","Modifying Communication Symbols for Persons with Visual Impairment","5","null","1996","","44","1","0","","CS","G122"
"377","The ISAAC Bulletin","ISAAC","Impact of Augmentative and Alternative Communication on Natural Speech Production: Clinicians' Perspectives","8","null","1996","","45","1","0","","CS","G122"
"378","The ISAAC Membership Directory","ISAAC","A List of ISAAC Members as July 12, 1996","14","null","1996","","","1","0","","CS","G122"
"379","THE USER","URM(R.1077)&ESP(R.1091)","A newsletter for Usage projects in RACE","12","null","1989","0","1","1","0","","δείγμα","G121 box: "
"380","Usability Now!","DTI (Department of Trade and Industry)","In this issue: A Business Case for Improving Usability, Usability with the Proteo Development System, Improving Interfaces Effectiveness","13","null","1991/92","","6","1","0","","δείγμα","G122"
"381","User Talk","HUSAT","TIDE Info: What is TIDE all about?/ USER Progress/ Interface: High technology and social work","15","null","1994","","1","1","0","","δείγμα","G122"
"382","User Talk","HUSAT","Feature: Gerontechnology/ Elderly Women in Europe/ Interface: Frankfurt revisited/ Computer Whiz-kid in Norway","14","14","1994","","3","1","0","","δείγμα","G122"
"383","User Talk","HUSAT","Feature: The European Institute for Design and Disability","13","null","1994/5","","4","1","0","","δείγμα","G122"
"384","User Talk","HUSAT","Feature: A view of the TIDE Congress/ Methods: CAD based research at Brunel/ TIDE project info: User Analysis in SCALP/ Comment: Human Factors in AT design","15","null","1995","","5","1","0","","δείγμα","G122"
"385","User Talk","HUSAT","USER Progress: Benefits of Userfit/ Methods: Capturing complementary data/ Feature: Home from home automation/ TIDE Project: Teleworking with TWIN","14","14","1995","","6","1","0","","δείγμα","G122"
"386","Via Datch","Dansk Teknologicenter for Handicappede","Computerstottet billedkommunikation/Computer som skrivetelefon","10","null","1988","","4","1","0","09039821","δείγμα","CS-LIB"
"387","XIII Magazine News Review","DG XIII","A common approach to satellite communications","4","null","1991","","1","1","0","","CS","RACE-LIB"
"388","XIII Magazine News Review","DG XIII","DGXIII at Telecom '91","10","null","1991","","3","1","0","","CS","RACE-LIB"
"389","XIII Magazine News Review","DG XIII","XIII Magazine Online at ECHO","12","null","1991","","4","1","0","","CS","RACE-LIB"
"390","XIII Magazine News Review","DG XIII","DGXIII at CeBIT '92","3","null","1992","","1","2","0","","CS","RACE-LIB"
"391","XIII Magazine News Review","DG XIII","Networking in the '90s","5","null","1992","","2","1","0","","CS","RACE-LIB"
"392","XIII Magazine News Review","DG XIII","Single EC telecoms licence proposed","7","null","1992","","3","1","0","","CS","RACE-LIB"
"393","XIII Magazine News Review","DG XIII","The 1992 Esprit Conference and Exhibition","10","null","1992","","4","1","0","","CS","RACE-LIB"
"394","XIII Magazine News Review","DG XIII","Communications serving Europe's future: RACE at CeBIT","12","null","1992","","5","1","0","","CS","RACE-LIB"
"395","XIII Magazine News Review","DG XIII","Restructuring of DGXIII/European Commission outlines plans for Telecommunications services","5","null","1993","","1","1","0","","CS","RACE-LIB"
"396","XIII Magazine News Review","DG XIII","Council conclusions: increased European RTD cooperation.","9","null","1993","","2","2","0","","CS","RACE-LIB"
"397","ACMMEMBERNET","ACM","Commentary Experience the Future of Computing at ACM97 Expo","11","null","1996","39","11","1","0","","CS","Γ122"
"398","SIGOIS Bulletin","ACM","Reports: CSCW '96 Workshops","12","null","1996","17","3","1","0","","CS","G121"
"400","CORDIS Focus SUPPLEMENT","European Commission","EU Research Programmes and Related Activities","1","0","1997","","12","1","0","10226559","CS","G121"
"401","CORDIS Focus","European Commission","Telematics for Libraries","12","0","1996","","77","1","0","10226559","CS","G121"
"402","CORDIS Focus","European Commission","Promoting Multimedia Content in Europe","1","null","1997","","78","1","0","10226559","CS","G121"
"403","IEEE SMC Newsletter","IEEE","Systems, Man & Cybernetics Society","12","0","1996","","4","1","0","10712437","CS","G122"
"404","SIGART Bulletin","ACM","Anytime Algorithms/Deliberation Scheduling","4","0","1996","7","2","1","0","10534830","CS","G121"
"405","The ISAAC Bulletin","ISAAC","Biennial Conference","11","0","1996","","45","1","0","","CS","G122"
"407","CORDIS Focus","European Commission","Dutch Presidency Home Page","1","0","1997","","79","1","0","10226559","CS","G121"
"408","IEEE Professional Communication Society","IEEE","The Beginning of PCS","1","2","1997","41","1","1","0","01615718","CS","G121"
"409","CORDIS Focus","European Commission","Research, Education and Training Policies","2","0","1997","","80","1","0","10226559","CS","G121"
"410","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","Bordogna: 1997 President-Elect","1","0","1997","21","1","1","0","","CS","G123"
"411","SIGART Bulletin","ACM","Article: The casual Markov Condition: Fact or Artifact / Book review on Genetic programming / artificial intelligence / Case-based reasoning","7","0","1996","7","3","1","0","10534830","CS","G121"
"412","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","Technical societies set Web debut for publications","12","0","1996","20","12","1","0","","CS","G123"
"413","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Entertaining the Future","2","0","1997","31","1","1","0","0097-8930","CS","G121"
"414","SIGCHI Bulletin","ACM","Special Celebration Issue: 50 Years of ACM - A Look Forward","1","0","1997","29","1","1","0","07366906","CS","G121"
"415","CORDIS Focus","European Commission","Preparing the Fifth RTD Framework Programme - An Inside View","2","0","1997","","81","1","0","10226559","CS","G121"
"416","Engineering Management","IEEE","Aucoin receives R&D 100 Award","13","0","1996","46","4","1","0","1066212X","CS","G122"
"417","IEE news","IEE","Marconi Archive sale to fund teacher training Scheme","3","0","1997","","122","1","0","","CS","G122"
"418","ACMMEMBERNET","ACM","Member Value Plus keeps on growing / ACM Committee on the Status of Women in Computing moves ahead with new projects / New ACM Transactions on Information and System Security will begin publictaion / ACM plus five leading computing societies met to discuss international cooperation.","2","0","1997","40","2","1","0","","CS","Γ122"
"422","IEEE Professional Communication Society","IEEE","The Dumbing of America","3","4","1997","41","2","1","0","01615718","CS","G121"
"423","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","When it comes to Internets, one just isn't enough","2","0","1997","21","2","1","0","","CS","G123"
"424","IEEE SMC Newsletter","IEEE","Computational Cybernetics and Simulation","3","0","1997","","1","1","0","10712437","CS","G122"
"426","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","Students planning the future","3","0","1997","21","3","1","0","","CS","G122"
"427","SIGGROUP Bulletin","ACM","Special issue Enterprise Modelling: Case Studies and Business Process Re-Engineering","4","0","1997","18","1","1","0","10913556","CS","G122"
"428","IEE news/IEE recruitment","IEE","Maths Modellers / Software Engineers / Voice Processing / ASIC Designers / Digital TV / Multimedia / Network Planning Engineers / C / C++ / ADA / GSM Research","4","0","1997","","123A","1","0","03080684","CS","120A"
"429","INedit","INRIA","Strategy: New Directions","3","0","1997","","8","1","0","12683701","CS","G121"
"430","The ISAAC Bulletin","ISAAC","Learning to listen with my Eyes","2","0","1997","","46","1","0","","CS","G122"
"431","THE INTERFACE","IEEE Education Society","NEEDHA president's message","4","0","1997","","1","1","0","","CS","G121"
"433","IEE news/IEE recruitment","IEE","","5","0","1997","","124A","1","0","03080684","CS","120A"
"439","CORDIS Focus","European Commission","The Davignon Report: A five-year assessment of the Community's RTD Framework programmes","3","null","1997","","82","1","0","10226559","CS","G121"
"440","CORDIS Focus","European Commission","Commission confirms opposition to research on cloning humans","3","null","1997","","83","1","0","10226559","CS","G121"
"441","CORDIS Focus","European Commission","Renewable Energy Sources / SME Participation in the Fourth Framework Programme","4","null","1997","","84","1","0","10226559","CS","G121"
"442","CORDIS Focus","European Commission","Commission adopts proposal for fifth RTD framework programme","4","null","1997","","85","1","0","10226559","CS","G121"
"443","CORDIS Focus","European Commission","European Initiative on Electronic Commerce / Information and Communication Technology","5","null","1997","","86","1","0","10226559","CS","G121"
"444","CORDIS Focus","European Commission","European Telework Week 1997","5","null","1997","","87","1","0","10226559","CS","G121"
"446","CORDIS Focus RTD Results","European Commission","RTD Results supplement","1","null","1997","","12","1","0","10226559","CS","G121"
"448","CORDIS Focus RTD Results","European Commission","RTD Results supplement","4","null","1997","","13","1","0","10226559","CS","G121"
"449","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","Going up or going down? Member stats show two-way traffic","4","0","1997","21","4","1","0","","CS","G123"
"450","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Next Generation Visual Displays","5","null","1997","31","2","1","0","0097-8930","CS","G121"
"451","Engineering Management","IEEE","Board Focus for 1997: Conferences and Education","15","0","1997","47","1","1","0","1066212X","CS","G122"
"452","IEEE Professional Communication Society","IEEE","Highlights of March 1997 ADCOM Meeting","0","5","1997","41","3","1","0","01615718","CS","G121"
"453","CORDIS Focus","European Commission","Research Minister Debate Fifth Framework Programme","6","0","1997","","88","1","0","10226559","CS","G121"
"454","ACMMEMBERNET","ACM","Beyond calculation: The next 50 years of computing / Award Winners are honoured at 1997 ACM Awards ceremony / ACM executive committee will meet in Stockholm","5","0","1997","40","5","1","0","","CS","Γ122"
"455","IEEE Region 8 News","IEEE","Continuing Education","5","0","1997","","118","1","0","","CS","G121"
"456","SIGCHI Bulletin","ACM","Columns: From the Chairs: Global, International, Wolrd Wide, National, Regional and Local / World-Wide CHI: The Internet and CHI in Australasia / Forums for improving HCI Education / Standards: HCI Standards in the United States / Visual Interaction Design: Beyond the Interface Metaphor / Local SIGs: The Social Design of Local SIG / Computers and Kids / Students: The evolution of CSCW. Paper: A Semiotic Framework for Multi-User Interfaces","4","0","1997","29","2","1","0","07366906","CS","G121"
"457","IEE news/IEE recruitment","IEE","Children forecast bright future for engineering","6","0","1997","","125","1","0","03080684","CS","120A"
"459","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","Warning: Too much info hazardous to your health","6","0","1997","21","6","1","0","","CS","G122"
"460","The Institute","The Institute of Electrical and Electronics Enginneers, Inc","Home is where the ..job is","5","0","1997","21","5","1","0","","CS","G122"
"461","CORDIS Focus","European Commission","Building Pan-European Transport Networks","6","0","1997","","89","1","0","10226559","CS","G121"
"462","CORDIS Focus","European Commission","21st Century: The Communications Age","6","0","1997","","90","1","0","10226559","CS","G121"
"464","IEEE SMC Newsletter","IEEE","Systems, man & Cybernetics Society","6","0","1997","","2","1","0","10712437","CS","G122"
"465","IEEE Professional Communication Society","IEEE","PCs and Scholarly Publishing","7","8","1997","41","4","1","0","01615718","CS","G121"
"466","CORDIS Focus","European Commission","Luxembourg Presidency RTD Information Service","7","null","1997","","91","1","0","10226559","CS","G121"
"468","CORDIS Focus","European Commission","A Step Forward in our understanding of the living world","8","0","1997","","92","1","0","10226559","CS","G121"
"469","SIGLINK Newsletter","ACM","Standards / Humanities / Trip reports / Papers: Beyond the Plane: Spatial Hypertext in a Virtual Reality World","10","0","1996","5","3","1","0","","CS","G121"
"470","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Computer Graphics Education","8","0","1997","31","3","1","0","0097-8930","CS","G121"
"471","SIGOIS Bulletin","ACM","Special Issue Enterprise Modelling: Notations and Frameworks, Ontologies and Logics and Tools and techniques/ Reports: Computer Supported Cooperative Work (CSCW) '96 Conference Workshops","8","0","1997","18","3","1","0","","CS","G121"
"472","Computer Systems Technical Group Bulletin","Human Factors and Ergonomics Society","Contents: Chair's column (elections) / CSTG Nominations / New CSTG Description for HFES 1997 Directory / Business Meeting Ground braking and Successful / people news / 1997 Annual Meeting Fare / CSTG-CTG Symposium summary / Homenet Quiz Answers / Books: reviews of new and notable Works / Inter-Society Colour Council / Have you seen this Internet Special Report?","8","0","1997","","","1","0","","CS",""
"473","RESNA News","RESNA","In this issue: International News / SIG & PSG Reports / DIY Workbench","9","10","1997","9","5","1","0","08822476","CS","G124"
"474","CORDIS Focus","European Commission","Commission Proposal for Fifth Framework Programme Budget / Technology Transfer, Information Flows and Collaboration (An Analysis of the Community Innovation Survey)","9","0","1997","","93","1","0","10226559","CS","G121"
