"AuthorID","FirstName","MiddleName","LastName"
"923","J.","","Pustejovsky"
"924","Lawrence","R.","Rabiner"
"925","Roy","","Rada"
"926","Mohamed","","Rafiquzzanman"
"927","Dave","","Raggett"
"928","Jenny","","Raggett"
"929","Mansour","","Rahimi"
"930","Anthony","","Ralston"
"931","S.","","Ramani"
"932","S.","","Rao"
"933","Jens","","Rasmussen"
"934","Susannah","","Ravden"
"935","William","J.","Ray"
"936","J.","Wesley","Regian"
"937","Han","","Reichgelt"
"938","Donald","J.","Reifer"
"939","C.","M.","Reigeluth"
"940","Harald","","Reiterer"
"941","Jeffrey","J.","Richardson"
"942","Simon","","Richardson"
"943","Mark","H.","Richer"
"944","Linda","G.","Richman"
"945","Steve","","Rimmer"
"946","Annke","","Rimrott"
"947","Mario","","Rinvolucri"
"948","Lance","J.","Rips"
"949","John","E.","Riski"
"950","Ron","","Ritchie"
"951","Frank","E.","Ritter"
"952","Patrick","","Rivett"
"953","J.","W.","Roberts"
"954","Nancy","","Roberts"
"955","David","","Robertson"
"956","Graeme","","Robertson"
"957","Ian","","Robertson"
"958","Sally","A.","Robertson"
"959","Scott","P.","Robertson"
"960","Patrick","R.W.","Roe"
"961","M.","E.","Roebroeck"
"962","Jacques","Van","Roey"
"963","F.","H.","Roger"
"964","Len","","Rogers"
"965","Stephen","","Rogers"
"966","Yvonne","","Rogers"
"967","Roberto","","Ronchi"
"968","Gordon","K.","Rose"
"969","Larry","J.","Rosenberg"
"970","Jonathan","","Rosenberg"
"971","Nathan","","Rosenberg"
"972","Richard","S.","Rosenberg"
"973","Sheldon","","Rosenberg"
"974","Paul","S.","Rosenbloom"
"975","Jeffrey","S.","Rosenschein"
"976","A.","M.","Rosie"
"977","Michael","","Rothstein"
"978","N.","","Roulet"
"979","William","B.","Rouse"
"980","Neil","C.","Rowe"
"981","Antonio","","Ruberti"
"982","Richard","","Rubinstein"
"983","James","","Rumbaugh"
"984","Cathy","","Rundle"
"985","C.","G.","Ryan"
"986","Devendra","","Sahal"
"987","Robert","A.","Saldarini"
"988","Felix","","Saltor"
"989","Gavriel","","Salvendy"
"990","Mark","S.","Sanders"
"991","Jim","S.","Sandhu"
"992","Darrell","","Sano"
"993","Jack","R.","Sarney"
"994","Richard","M.","Satava"
"995","Peter","","Saunders"
"996","Antonios","A.","Savidis"
"997","Eileen","","Scanlon"
"998","Bruce","J.","Schachter"
"999","Martin","","Schader"
"1000","Robert","W.","Scheifler"
"1001","Christopher","","Schmandt"
"1002","J.","W.","Schmidt"
"1003","Matthias","","Schneider-Hufschmidt"
"1004","Judy","","Schrag"
"1005","R.","W.R.","Schrijver"
"1006","Douglas","","Schuler"
"1007","Roger","W.","Schvaneveldt"
"1008","Mischa","","Schwartz"
"1009","Peter","","Scrimshaw"
"1010","Robert","","Sedgewick"
"1011","James","A.","Senn"
"1012","R.","","Serra"
"1013","Brian","","Shackel"
"1014","Mike","","Sharples"
"1015","Haydn","","Shaughnessy"
"1016","Gary","B.","Shelly"
"1017","Mary","D.","Sheridan"
"1018","Thomas","B.","Sheridan"
"1019","Sol","","Sherr"
"1020","Stuart","M.","Shieber"
"1021","Ben","","Shneiderman"
"1022","Yoav","","Shoham"
"1023","Michael","","Shortland"
"1024","Margaret","A.","Shotton"
"1025","Sidney","","Siegel"
"1026","Janet","","Silver"
"1027","Barry","G.","Silverman"
"1028","Alan","R.","Simon"
"1029","G.","L.","Simons"
"1030","Rosemary","","Simpson"
"1031","Indu","B.","Singh"
"1032","Munindar","P.","Singh"
"1033","Chris","","Singleton"
"1034","Jelle","","Sjoerdsma"
"1035","Theodoros","A.","Skountzos"
"1036","D.","","Sleeman"
"1037","Roelf","","Sluman"
"1038","H.","T.","Smith"
"1039","Jerry","D.","Smith"
"1040","Michael","J.","Smith"
"1041","Wanda","J.","Smith"
"1042","Jan","","Snel"
"1043","Alan","","Solomon"
"1044","Robert","L.","Solso"
"1045","Ian","","Sommerville"
"1046","V.","","Soriano"
"1047","Tamara","T.","Sowell"
"1048","Otto","","Spaniol"
"1049","Dan","","Spear"
"1050","Stephen","N.","Spencer"
"1051","Natassa","","Spiridou"
"1052","Ralph","H.","Sprague"
"1053","Lee","","Sproull"
"1054","William","","Stallings"
"1055","Tony","","Stanley"
"1056","Kay","M.","Stanney"
"1057","Neville","","Stanton"
"1058","Brian","D.","Steel"
"1059","Richard","D.","Steele"
"1060","Barry","E.","Stein"
"1061","Charles","","Steinfield"
"1062","J.","","Stender"
"1063","L.","","Stenger"
"1064","Constantine","","Stephanidis"
"1065","Nancy","","Stern"
"1066","Jim","","Sterne"
"1067","Roger","T.","Stevens"
"1068","Rodney","D.","Stewart"
"1069","Tom","","Stewart"
"1070","Edward","A.","Stohr"
"1071","Harold","S.","Stone"
"1072","P.","David","Stotts"
"1073","David","F.","Stout"
"1074","Thomas","","Strothotte"
"1075","Chris","","Struiksma"
"1076","Lucy","A.","Suchman"
"1077","Joseph","W.","Sullivan"
"1078","Phil","","Sully"
"1079","Alistair","","Sutcliffe"
"1080","Dag","","Svanaes"
"1081","John","","Swain"
"1082","Will","","Swann"
"1083","Bohdan","O.","Szuprowicz"
"1084","Hiroshi","","Tamura"
"1085","Andrew","S.","Tanenbaum"
"1086","D.","S.","Tansley"
"1087","Paivi","","Tapiovaara"
"1088","Deborah","","Tatar"
"1089","Michael","J.","Tauber"
"1090","M.","M.","Taylor"
"1091","R.","D.","Tennent"
"1092","Toby","J.","Teorey"
"1093","Walt","","Tetschner"
"1094","Stephen","Von","Tetzchner"
"1095","Nadia","","Magnenat  Thalmann"
"1096","Costantino","","Thanos"
"1097","Richard","H.","Thayer"
"1098","Charles","W.","Therrien"
"1099","David","","Thielen"
"1100","Harold","","Thimbleby"
"1101","John","C.","Thomas"
"1102","Robert","J.","Thomas"
"1103","Michael","","Thomson"
"1104","Simon","","Thomson"
"1105","Clas","","Thoren"
"1106","Michael","","Thorne"
"1107","Jan","","Thorner"
"1108","Christopher","","Thornton"
"1109","A.","Min","Tjoa"
"1110","Ronald","J.","Tocci"
"1111","Seldon","P.","Todd"
"1112","Stephen","","Todd"
"1113","Mario","","Tokoro"
"1114","William","A.","Tolhurst"
"1115","Graziella","","Tonfoni"
"1116","Jose","","Torcato"
"1117","Julius","T.","Tou"
"1118","David","","Travis"
"1119","Paul","","Trehin"
"1120","Jean-Paul","","Tremblay"
"1121","Jemet","","Trotter"
"1122","M.","","Truquet"
"1123","Allen","B.","Tucker"
"1124","Edward","R.","Tufte"
"1125","Jon","","Turner"
"1126","Kenneth","J.","Turner"
"1127","Rodney","J.","Turner"
"1128","Linda","E.","Tway"
"1129","Steinar","","Tyvand"
"1130","Jurgen","","Uhl"
"1131","Jeffrey","D.","Ullman"
"1132","Thomas","","Valovic"
"1133","Jean","","Vanderdonckt"
"1134","Gregg","C.","Vanderheiden"
"1135","Francisco","J.","Varela"
"1136","Kadamula","","Varghese"
"1137","Jerry","J.","Vaske"
"1138","Yannis","","Vassiliou"
"1139","Tay","","Vaughan"
"1140","Anna","D.","Ventura"
"1141","Michael","","Venturino"
"1142","Nikos","","Vernardakis"
"1143","J.","J.","Verschuur"
"1144","Jean","","Vertut"
"1145","Eric","","Viardot"
"1146","A.","T.","Vincent"
"1147","Lise","","Vislie"
"1148","Barrie","","Wade"
"1149","Yvonne","","Waern"
"1150","Herbert","J.","Walberg"
"1151","Jim","","Waldo"
"1152","Elizabeth","","Walis"
"1153","Errol","","Walker"
"1154","Henry","M.","Walker"
"1155","John","","Walker"
"1156","Margaret","","Walker"
"1157","Phyllis","","Walker"
"1158","Clayton","","Walnum"
"1159","W.","B.","Walsh"
"1160","Rob","","Walters"
"1161","Brian","J.","Ward"
"1162","Robert","","Ward"
"1163","H.","M.","Warnock"
"1164","Mary","","Warnock"
"1165","Anne","","Warrick"
"1166","Brian","","Warrington"
"1167","Nancy","","Wartik"
"1168","Christopher","","Watkins"
"1169","Paul","R.","Watkins"
"1170","Des","","Watson"
"1171","Graham","","Watson"
"1172","Mark","","Watson"
"1173","Beryl","","Webber"
"1174","Alec","","Webster"
"1175","John","G.","Webster"
"1176","Robert","A.","Weeks"
"1177","Guy","","Weets"
"1178","B.","","Wehrens"
"1179","Gerald","M.","Weinberg"
"1180","George","R.S.","Weir"
"1181","Joseph","","Weizenbaum"
"1182","Etienne","","Wenger"
"1183","Bob","","Werner"
"1184","Hannes","","Werthner"
"1185","G.","F.","Weston"
"1186","David","","Westwood"
"1187","Alan","","Wexelblat"
"1188","David","","Wheeler"
"1189","Gill","J.","Whitney"
"1190","Christopher","D.","Wickens"
"1191","Roel","J.","Wieringa"
"1192","Michael","E.","Wiklund"
"1193","Floyd","","Wilder"
"1194","Bernard","","Williams"
"1195","Robin","","Williams"
"1196","Trevor","A.","Williams"
"1197","Brian","","Wilson"
"1198","John","R.","Wilson"
"1199","Robin","J.","Wilson"
"1200","Richard","","Wilton"
"1201","B.","J.","Winer"
"1202","Terry","","Winograd"
"1203","Lue de","","Witte"
"1204","Ian","H.","Witten"
"1205","Robert","M.","Woelfle"
"1206","Sheila","","Wolfendale"
"1207","D.","A.","Wolfram"
"1208","Bernice","Y.L.","Wong"
"1209","Ronald","J.","Wonnacott"
"1210","Allan","","Wood"
"1211","Jim","","Woodcock"
"1212","Wesley","E.","Woodson"
"1213","John","","Woram"
"1214","David","","Wright"
"1215","Masoud","","Yazdani"
"1216","Jaana","","Ylonen"
"1217","Edward","","Yourdon"
"1218","Douglas","A.","Young"
"1219","E.","C.","Young"
"1220","Rodnay","","Zaks"
"1221","Gian","Piero","Zarri"
"1222","P.","","Zezula"
"1223","J.D. van","","Zijverden"
"1224","Jose","Luis","Zoreda"
"1225","Τάσος","","Ανθουλιάς"
"1226","Κ.","","Βαλεοντής"
"1227","Νίκος","","Βερναρδάκης"
"1228","Ειρήνη","","Βολιώτη-Λεβαντή"
"1229","Νίκος","Η.","Βρυώνης"
"1230","Παναγιώτης","","Γαρίδης"
"1231","Γεώργιος","","Ζευγώλης"
"1232","Ανδρέας","","Ζωγράφου"
"1233","Δημήτρης","Σ.","Ιατρίδης"
"1234","Δ.","","Καλαμπαλίκης"
"1235","Ελένη","","Καλογήρου"
"1236","Αντώνης","","Κασσάνο"
"1237","Δ.","","Καραντινός"
"1238","Γεώργιος","Δημ.","Καστρινάκης"
"1239","Βασίλης","Γ.","Κρικέτος"
"1240","Μαρία","Ι.","Κωνσταντοπούλου"
"1241","Νικόλαος","Κ.","Ουζούνογλου"
"1242","Κ.","Α.","Παπανδρέου"
"1243","Θωμάς","Ο.","Πρίφτης"
"1244","Ολγα","Β.","Στασινοπούλου"
"1245","Χρήστος","Ν.","Τότσης"
"1246","Μαρία","Μ.","Φλωράτου"
"1247","Γεώργιος","Ε.","Χαράμη"
"1248","J.","E.","Baker"
"1249","R.","M.","Pengelly"
"1250","T.","","Guillotin"
"1251","","","ACM Special Interest Groups"
"1252","","","Acorn"
"1253","","","Aldus Corporation"
"1254","","","American Association for Artificial Intelligence"
"1255","","","American Educational Research Association"
"1256","","","American Power Conversion"
"1257","","","AMICE"
"1258","","","Apple"
"1259","","","Arbeitsgemeinschaft der Deutschen"
"1260","","","Artecon"
"1261","","","AT&T"
"1262","","","Audit Commission and HMI"
"1263","","","Autodesk"
"1264","","","Bellcore"
"1265","","","Borland"
"1266","","","Canon"
"1267","","","Central Point Software"
"1268","","","Centre for Educational Research and Innovation"
"1269","","","Centrum voor Wiskunde en Informatica"
"1270","","","CNEH"
"1271","","","CNR"
"1272","","","Cognetics Corporation"
"1273","","","Commission of the European Communities"
"1274","","","Compaq"
"1275","","","Computer Resources International A/S"
"1276","","","Corel Corporation"
"1277","","","Council for Educational Technology"
"1278","","","Creative Labs, Inc."
"1279","","","Crystal River Engineering, Inc."
"1280","","","ICS Forth"
"1281","","","Danish Centre"
"1282","","","Department for Education"
"1283","","","Department of Defense Handbook"
"1284","","","Department of Education and Science"
"1285","","","Department of Education Services"
"1286","","","DFI, Inc."
"1287","","","Economic Commission for Europe"
"1288","","","Eicon Technology Corporation"
"1289","","","European Commission"
"1291","","","Forschungsgruppe INFORM"
"1292","","","Fundesco"
"1293","","","Genoa Systems Corporation"
"1294","","","Hampden Data Services"
"1295","","","Helios Programme"
"1296","","","Hewlett-Packard Company"
"1297","","","HMI"
"1298","","","Hyundai"
"1299","","","IBM"
"1300","","","ICAP"
"1301","","","ICTA Information Centre"
"1302","","","IEE"
"1303","","","IFMBE"
"1304","","","IMC Networks Corp."
"1305","","","Institut fur Theoretische Nachrichtentecnik"
"1306","","","Intel Corporation"
"1307","","","IntelliCorp, Inc."
"1308","","","International Business Machines"
"1309","","","International Business Machines Corp."
"1310","","","ISPO"
"1311","","","J & G Consultants"
"1312","","","Johnson & Reichard"
"1313","","","Kernighan & Plauger"
"1314","","","Macromedia"
"1315","","","Maynard Electronics"
"1316","","","Micro Logic"
"1317","","","Microcom"
"1318","","","Microsoft"
"1319","","","MIT"
"1320","","","N.A.C.E.D.P."
"1321","","","National Curriculum Council"
"1322","","","NEC Technologies, Inc."
"1323","","","Nottinghamshire Country Council"
"1324","","","Novell, Inc."
"1325","","","Ontario Crippled Children's Centre"
"1326","","","OTE-ΕΛΟΤ"
"1327","","","Pocket Soft, Inc."
"1328","","","Polhemus Incorporated"
"1329","","","Prolog Development Center A/S"
"1330","","","Que Corporation"
"1331","","","RACE"
"1332","","","RAD Data Communications"
"1333","","","RESNA"
"1334","","","SAS Institute Inc."
"1335","","","Sense8 Corporation"
"1336","","","SPEA Graphiti Serie"
"1337","","","Speech Systems"
"1338","","","Steering Group"
"1339","","","Stichting Mathematish Centrum (SMC)"
"1340","","","Summagraphics Corporation"
"1341","","","Sun Microsystems, Inc."
"1342","","","SunPro"
"1343","","","SunSoft"
"1344","","","Symantec Corporation"
"1345","","","Technical Research Centre of Finland"
"1346","","","Telindus Institute"
"1347","","","The Design Council"
"1348","","","The Hugh MacMillan Medical Center"
"1349","","","The National Software Centre"
"1350","","","The Nordic Committee on Disability"
"1351","","","The Santa Cruz Operation"
"1352","","","Toolrange"
"1353","","","Training Agency"
"1354","","","Virtual Technologies"
"1355","","","WordPerfect"
"1356","","","World Health Organization"
"1357","","","Δούκα"
"1358","","","Ελληνική Εταιρεία Επιστημόνων Η/Υ & Πληροφορικής"
"1359","","","Επιτροπή για τα Δικαιώματα των Αναπήρων"
"1360","","","Επιτροπή των Ευρυπαϊκών Κοινοτήτων"
"1361","","","Επιτροπή των Ευρωπαϊκών Κοινοτήτων"
"1362","","","Ευρωπαϊκή Επιτροπή"
"1363","","","ΙΝΤΡΑΚΟΜ"
"1364","","","ΤΕΓΟΠΟΥΛΟΣ-ΦΥΤΡΑΚΗΣ"
"1365","","","Υπουργείο Εθνικής Παιδείας & Θρησκευμάτων"
"1366","","","Υπουργείο Περιβάλλοντος Χωροταξίας"
"1368","Kai","A.","Olsen"
"1369","Suny","","Strong"
"1370","Suny","Strong","Brook"
"1371","Wolfgang","","Krueger"
"1372","Caroline","","Wise"
"1373","Hans","","Bergsten"
"1374","Ake","","Olsson"
"1375","A.","","Saba"
"1376","G.","","Tartara"
"1377","E.","","Tesio"
"1378","Tina","","Detheridge"
"1379","J.","E.","Ziegler"
"1380","Hans","Albrecht","Schmid"
"1381","Michael","","Sfyrakis"
"1382","Gerhard","","Weber"
"1383","Carol","","Wierzbicki"
"1384","Craig","","Rodkin"
"1385","Vicki","","Rosenzweig"
"1386","Betty","","Anselowitz"
"1387","Angelica","","Unson"
"1388","","","ACM Special Interest Group"
"1389","","","ACM SIGHCI"
"1390","A.","","Klose"
"1391","Philip","H.","Winne"
"1392","Thomas","","Kuhme"
"1393","Uue","","Malinowski"
"1394","Silvia","","Pfleger"
"1395","Jean-Paul","","Lefevre"
"1396","Peter","","Buneman"
"1397","M.","Tamer","Ozdu"
"1398","Alexandros","","Biliris"
"1399","Timos","","Sellis"
"1400","Jarice","","Hanson"
"1401","R.","","Bittleston"
"1402","Kenneth","","Owen"
"1403","B.","D.","Carroll"
"1404","J.","David","Irwin"
"1405","Richard","B.","Bunt"
"1406","Homer","H.","Johnson"
"1407","Michael","A.","Arbib"
"1408","A.","J.","Kfoury"
"1409","Michel","","Chirouze"
"1410","Jonathan","L.","Killin"
"1411","Lise","","Land"
"1412","Tim","","Mulhall"
"1413","Robert","M.","Taylor"
"1414","David","","Porter"
"1415","Jean","","Kerr"
"1416","Sue","","Whitehead"
"1417","Roberta","","Williams"
"1418","Tore","","Risch"
"1419","Bruce","","Christie"
"1420","K.","M.","Hussain"
"1421","Joost","","Breuker"
"1422","Jacobijn","","Sandberg"
"1423","John","Seely","Brown"
"1424","James","","Greeno"
"1425","William","","Bains"
"1426","Benedict","","du Boulay"
"1427","Magnus","","Florin"
"1428","J.","L.","Talmon"
"1429","","","ACM SIGCAPH"
"1430","Susan","M.","Hussey"
"1431","Marian","","Hall"
"1432","Sylvan","","Kornblum"
"1433","M.","","Jourdan"
"1434","Serge","","Abiteboul"
"1435","Eli","","Shamir"
"1436","Jock","","Mackinlay"
"1437","Joe","","Marks"
"1438","Edouard","","Sachot"
"1439","Jennifer","","Condon"
"1440","Rae","","Montor"
"1441","Aubrey","","Mckennell"
"1443","Michael","","Tobin"
"1444","Judie","","Barlow"
"1445","Margrit","","Beesley"
"1446","Rosemarie","","Brewer"
"1447","Mario","","Camporargo"
"1448","Nikos","","Karatzas"
"1449","Fiona","","Williams"
"1450","Minho","","Kang"
"1451","Jonghee","","Lee"
"1452","Johan","","de Kleer"
"1453","Klaus","","Boehm"
"1454","Maurice","","Geller"
"1455","John","","Baldock"
"1456","Bleddyn","","Davies"
"1457","Adalbert","","Evers"
"1458","Lennarth","","Johansson"
"1459","Martin","","Knapen"
"1460","Mats","","Thorslund"
"1461","Catherine","","Tunissen"
"1468","R.","C.V.","Macario"
"1469","John","","Whiteside"
"1470","Judith","S.","Olson"
"1471","John","","Bennett"
"1472","Gene","","Lynch"
"1473","Hugh","","Cline"
"1474","Bobby","","Martyna"
"1475","Wayne","","Zachary"
"1476","John","B.","Black"
"1477","Valerie","J.","Shute"
"1478","A.","","Whitefield"
"1482","D.","G.","Bouwhuis"
"1483","Tom","","Bosser"
"1484","G.","","d' Ydewalle"
"1485","Giuliana","","Dettori"
"1486","David","H.","Jonassen"
"1487","J.","Terry","Mayes"
"1488","Chappell","","Brown"
"1489","Richard","L.","Weaver II"
"1490","Daniel","","Thalmann"
"1491","Jon","","Slack"
"1492","Oliviero","","Stock"
"1493","G.","","Zanarini"
"1494","S.","H.","Banathy"
"1495","J.","R","Olson"
"1496","Gordon","","Plotkin"
"1497","A.","M.","Grenaidy"
"1498","S.","S.","Asfour"
"1499","Ruth","W.","Chabay"
"1500","M.","C.","Linn"
"1501","H.","","Mandl"
"1502","L.","","Verschaffel"
"1503","Rolf","","Lindner"
"1504","Ernst","G.","Schlechtendahl"
"1505","H.-W.","","Six"
"1506","Ken","","Freeman"
"1507","Andries","","van Dam"
"1508","John","F.","Hughes"
"1509","A.","","Lister"
"1510","R.","C.","Thomas"
"1511","John","D.","Perron"
"1512","John","","Shelley"
"1513","Nigel","","Gilbert"
"1514","David","","Frohlich"
"1515","William","","Manning"
"1516","Sharon","J.","Derry"
"1517","Roland","","Wagner"
"1518","Wolfging","","Zagler"
"1519","Robert","A.","Stern"
"1520","Erlend","","Stav"
"1521","Patrick","","Poom"
"1522","Peter","","Head"
"1523","Robert","","Zicari"
"1524","Steve","","Richardson"
"1525","Sara","","Kiesler"
"1526","Alan","K.","Mackworth"
"1527","Alain","","Colmerauer"
"1528","Stephen","V.","Smoliar"
"1529","Mark","J.","Stefik"
"1530","Clarence","","Ellis"
"1531","Rob","","Kling"
"1532","M.","","Jarke"
"1533","Stephen","","Glaister"
"1534","Richard","J.","Leblanc"
"1535","Corey","","Sandler"
"1536","Thomas","B.","Ward"
"1537","Steven","M.","Smith"
"1538","Jay","","Liebowitz"
"1539","Young","Moon","Chae"
"1540","Robert","","Kraut"
"1541","Colston","","Sanger"
"1542","P.","","Dufour"
"1543","David","R.","King"
"1544","Lynne","","Fyggans"
"1545","Lynne","","Feagans"
"1546","Carl-Johan","","Bruner"
"1547","Ralph","C.","Gonzalez"
"1548","Th.","","Ottmann"
"1549","Paul","","Curran"
"1550","Joseph","J.","Adamski"
"1551","Hugh","J.","Watson"
"1552","Thomas","","Wood"
"1553","Carlo","","Tasso"
"1554","Morten","","King"
"1555","Morten","","Kyng"
"1556","Mitsuo","","Nagamachi"
"1557","H.","G.","Maule"
"1558","J.","S.","Weiner"
"1560","Joost","","Lowyck"
"1561","Cynthia","","Solomon"
"1562","Laura","","Camuti"
"1563","Peter","","Holfelder"
"1564","Robert","C.","McArthur"
"1565","Joelle","","Coutaz"
"1566","William","","Manser"
"1567","Michael","","Shain"
"1568","Sylviane","","Granger"
"1569","Helen","","Swallow"
"1570","Paul","","Wintz"
"1571","Leslie","","Lundquist"
"1573","Sue","","Schuon"
"1574","Vic","","Finkelstein"
"1575","Sally","","French"
"1576","Mike","","Oliver"
"1577","Robert","","Keinath"
"1578","Guillermo","","Arango"
"1579","Stig","","Franzen"
"1580","Bill","","Watkins"
"1581","","","ISAAC"
"1582","","","ISEK"
"1583","","","IRV"
"1584","Robert","","Muetzelfeldt"
"1585","Thomas","H.","Wonnacott"
"1586","Bryan","","Lowes"
"1587","Leslie","","Davies"
"1588","Donald","L.","Kinser"
"1589","Richard","","Slaughter"
"1590","Jere","E.","Brophy"
"1591","Margaret","","Ellis"
"1592","Judith","","Male"
"1593","M.","","Corbett"
"1594","Jim","","Brodie"
"1595","Jan-Peter","","Stromgren"
"1596","Willis","J.","Tompkins"
"1597","Donald","","Christiansen"
"1598","Mahdi","","Abdelguerfi"
"1599","Simon","","Lavington"
"1600","Thomas","G.","Moyer"
"1601","Edwin","D.","Reilly, JR"
"1602","Fernando","C.","Colon Osorio"
"1603","H.","J.","Kroemer"
"1604","K.","E.","Kroemer-Elbert"
"1605","Vram","","Kouramajian"
"1606","Bernhard","","Thalheim"
"1607","Ernest","","Teniente"
"1608","Fausto","","Rabitti"
"1609","Fosca","","Gianntti"
"1611","Michele","","Missikoff"
"1612","Ettore","","Ricciardi"
"1613","Brian","A.","Isle"
"1614","Ginny","","Ju"
"1615","Christofer","G.","Koch"
"1616","Stephen","V.","Metz"
"1617","Robin","","Penner"
"1618","Li","","Wang"
"1619","John","","Ward"
"1620","D.R.","J.","Holmes"
"1621","B.","","Weerdmeester"
"1622","Mia","","Vereczkei"
"1623","M.","","Astis-Dato"
"1624","Lars Bo","","Steffensen"
"1625","Lars","","Malgrem-Hansen"
"1626","Leo","","Jensen"
"1627","Finn","","Gronskov"
"1628","Lars","H.","Jacobsen"
"1629","Henrik","","Zangenberg"
"1630","Michael","","Alexander"
"1631","V.","","Ousik"
"1632","V.","","Stepanov"
"1633","O.","","Shuina"
"1634","","","Lorenz"
"1635","Eneko","","Landaburu"
"1636","Carmo","","Moreno"
"1637","Renzo","","Andrich"
"1638","Harry","","Knops"
"1639","Liesbeth","","Pyfers"
"1640","Petra","","Roben"
"1641","Marti","","Parker"
"1642","Susan","","Forsberg"
"1643","Graham","","Johnson"
"1644","E. Nigel","","Corlett"
"1645","Eva","","Bjorck-Akesson"
"1646","D.","","Biehl"
"1647","U.","","Bozzo"
"1648","E.","","Economou"
"1649","N.","","Segal"
"1650","M.","","Wieviorka"
"1651","W.","","Zegveld"
"1652","William","","Latham"
"1653","Mark","","Chignell"
"1654","Gary","","Riley"
"1655","B.","","Cahour"
"1656","H.","","Chappel"
"1657","P.","","Chatellier"
"1658","S.","","Fox"
"1659","J.","","Cunningham"
"1660","S.","","Lambert"
"1661","J.","Y.","Quemeneur"
"1662","G.","","Wickler"
"1663","Alan","","Huyton"
"1664","Gabriele","","Vob"
"1665","Suzanne","","Easton"
"1666","Laks","V.S","Lakshmanan"
"1667","F.","","Sadri"
"1668","Jack","","Minker"
"1669","Arcot","","Rajasekar"
"1670","Bernhard","","Nebel"
"1671","Tariq","","Rahman"
"1672","Wiliam","S.","Harwin"
"1673","Stewart","W.","Wilson"
"1674","Allyson","","Cass"
"1675","J.","","Kelemen"
"1676","R.W.","A.","Scarr"
"1677","Daniela","","Weinberg"
"1678","E.","","Hillebrand"
"1679","J.","","Kingdon"
"1680","Jan","A.M.","Graafmans"
"1681","Ann","","Becherer"
"1682","Laura","","Brenner"
"1683","Gray","D.","Wayne"
"1684","Barry","","Joe"
"1685","Richard","","Bartels"
"1686","John","J.","Watkins"
"1687","G.A.","J.","Tops"
"1688","Geoffrey","","Bock"
"1689","Janet","","Whitcut"
"1690","Samuel","G.","Charlton"
"1691","Julie","","Wilkinson"
"1693","Peter","","Wright"
"1694","Lori","","Hood"
"1695","Klaus-Peter","","Faehnrich"
"1696","Miwako","","Doi"
"1697","Hiroshi","","Hamada"
"1698","Hirohiko","","Mori"
"1699","Katsuhiko","","Ogawa"
"1700","Susumu","","Saito"
"1701","Yoko","","Osaku"
"1702","Akira","","Takeuchi"
"1703","Margaret","","Galet"
"1704","Bryan","","Murray"
"1705","Colette","","Nicolle"
"1706","Peter","","Reid"
"1707","Nick","","Rousseau"
"1708","M.","J.","Ladeira"
"1710","Henry","","Korman"
"1711","Timothy","","Whalen"
"1712","Jenny","","Lam"
"1713","Ian","","Alexander"
"1714","Robert","C.","Williges"
"1715","D.","","Gilmore"
"1716","Henning","B.","Andersen"
"1717","Niels","Ole","Bernsen"
"1718","Juri","","Gornostaev"
"1719","Glaus","","Unger"
"1720","Janet","","Finlay"
"1721","Gregory","","Abowd"
"1722","Russell","","Beale"
"1723","Manfred","","Tscheligi"
"1724","Robert","G.","Kinkade"
"1725","Michael","L.","Schneider"
"1726","Susan","","Dumais"
"1727","Robert","","Mack"
"1728","Linn","","Marks"
"1729","Mary","Beth","Rosson"
"1730","Victoria","","Bellotti"
"1731","Robin","","Jeffries"
"1732","Kevin","","Mullet"
"1733","Austin","","Henderson"
"1734","Ted","","White"
"1735","Ernest","J.","McCormic"
"1736","H.","W.","Hendrick"
"1737","Daniel","J.","Rosenberg"
"1738","Georgia","K.","Green"
"1739","Michael","S.","Wogalter"
"1740","Robert","D.","Sorkin"
"1741","T.R.G.","","Green"
"1743","Dave","","Farkas"
"1744","Catherine","","Green"
"1745","Jennifer","","Horner"
"1746","J.","A.","Goetz"
"1747","J.","","Haber"
"1748","L.","","Davenport"
"1749","C.","","Alberti"
"1750","Scott","","Raeburn"
"1751","Lesley","","Beddie"
"1752","Charles","K.","Nicholas"
"1753","Yelena","","Yesha"
"1754","Robert","J.","Benson"
"1755","H.","E.","Trainor"
"1756","Paul","W.J.","Ledington"
"1757","Isabella","","Gagliari"
"1758","Anna","","Rampini"
"1759","W.","","Lenski"
"1760","M.","M.","Richter"
"1761","Ben","R.","Konsynski"
"1762","Michael","J.","Ginzberg"
"1763","Randal","L.","Schultz"
"1764","Carol","Guercio","Traver"
"1765","Jane","Price","Laudon"
"1766","Frank","","Gregory"
"1767","Alan","","Brier"
"1768","Daniele","","Nardi"
"1769","Maria","","Simi"
"1770","Philip","","Klahr"
"1771","Jean","","Haigh"
"1772","H.P.","M.","Krammer"
"1773","J.J.G","","Van Merrienboer"
"1774","Bernhard","","Trefz"
"1775","Anthony","","Gordon"
"1776","Marc","","de Vries"
"1777","","","ACM SIGCSE/SIGCUE"
"1778","Frans","","Meijer"
"1779","J.","R.","Gallop"
"1780","D.","C.","Sutcliffe"
"1781","Nora","","Ferro"
"1782","Jim","","Cornway"
"1783","Ruth","","Loomis"
"1784","Sue","","Rood"
"1785","Barbara","","Wilcox"
"1786","John","","McDonell"
"1787","Heidi","","Rose"
"1788","Tomas","","Bellamy"
"1789","Carmen","","Edigo"
