"JournalID","Title","Publisher","Theme","StartMonth","EndMonth","Year","Volume","Number","CopiesNo","PhotocopiesNo","ISSN","Subscriber","Shelf","Language","Available"
"892","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Fading Channels and Equalization","4","null","1992","10","3","1","0","0733-8716","CS","G121","English","1"
"893","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Spread Spectrum","5","null","1992","10","4","1","0","0733-8716","CS","G121","English","1"
"894","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Speech and Image Coding","6","null","1992","10","5","1","0","0733-8716","CS","G121","English","1"
"895","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Advances in Satellite Communications Networking and Applications II","8","null","1992","10","6","1","0","0733-8716","CS","G121","English","1"
"896","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Medical Communications","9","null","1992","10","7","1","0","0733-8716","CS","G121","English","1"
"897","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Satellite Systems and Services for Travelers","10","null","1992","10","8","1","0","0733-8716","CS","G121","English","1"
"898","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","B-ISDN Applications and Economics","12","null","1992","10","9","1","0","0733-8716","CS","G121","English","1"
"899","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","High-Definition Television and Digital Video Communications","1","null","1993","11","1","1","0","0733-8716","CS","G121","English","1"
"900","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","High-Speed Computer/Network Interfaces","2","null","1993","11","2","1","0","0733-8716","CS","G121","English","1"
"901","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Computer-Aided Modeling, Analysis, and Design of Communication Links","4","null","1993","11","3","1","0","0733-8716","CS","G121","English","1"
"902","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Protocols for Gigabit Networks","5","null","1993","11","4","1","0","0733-8716","CS","G121","English","1"
"903","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Secure Communications","6","null","1993","11","5","1","0","0733-8716","CS","G121","English","1"
"904","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Wireless Personal Communications: PartI","8","null","1993","11","6","1","0","0733-8716","CS","G121","English","1"
"905","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Wireless Personal Communications: PartII","9","null","1993","11","7","1","0","0733-8716","CS","G121","English","1"
"906","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Networks in the Metropolitan Area","10","null","1993","11","8","1","0","0733-8716","CS","G121","English","1"
"907","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Networks Management and Control","12","null","1993","11","9","1","0","0733-8716","CS","G121","English","1"
"908","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Integrity of Public Telecommunication Networks","1","null","1994","12","1","1","0","0733-8716","CS","G121","English","1"
"909","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Quality of Telecommunications Services, Networks, and Products","2","null","1994","12","2","1","0","0733-8716","CS","G121","English","1"
"910","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Common Channel Signaling Networks: Performance, Engineering, Protocols, and Capacity Management","4","null","1994","12","3","1","0","0733-8716","CS","G121","English","1"
"911","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Code Division Multiple Access Networks I","5","null","1994","12","4","1","0","0733-8716","CS","G121","English","1"
"912","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Code Division Multiple Access Networks II","6","null","1994","12","5","1","0","0733-8716","CS","G121","English","1"
"913","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Special issue on Global Network Operations and Management","8","null","1994","12","6","1","0","0733-8716","CS","G121","English","1"
"914","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Telecommunications in Eastern Europe and Russia","9","null","1994","12","7","1","0","0733-8716","CS","G121","English","1"
"915","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Wireless and Mobile high-speed communication networks: Architecture, Modeling, and Analysis","10","null","1994","12","8","1","0","0733-8716","CS","G121","English","1"
"916","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Intelligent Signal Processing in Communications-Part I: Signal Processing Based on Adaptive, Neural Network, and Other Intelligent Processing Algorithms","12","null","1994","12","9","1","0","0733-8716","CS","G121","English","1"
"917","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Intelligent Signal Processing in Communications-Part II: Communication Theories and Systems with Intelligent Signal Processing","1","null","1995","13","1","1","0","0733-8716","CS","G121","English","1"
"918","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Papers: Channel Models and Power Control/Capacity/Performance Analysis and Modulation Techniques.","2","null","1995","13","2","1","0","0733-8716","CS","G121","English","1"
"919","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","High-Speed Point-to-Point Optical Communication Systes","4","null","1995","13","3","1","0","0733-8716","CS","G121","English","1"
"920","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","ATM LAN's: Implementations and experiences with an emerging technology","5","null","1995","13","4","1","0","0733-8716","CS","G121","English","1"
"921","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Applications Enabling the Large-Scale Development of Gigabit Networks/ Mobile and WirelessComputing Networks","6","null","1995","13","5","1","0","0733-8716","CS","G121","English","1"
"922","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Advances in the Fundamentals of Networking-Part I: Bridging fundamental theory and networking","8","null","1995","13","6","1","0","0733-8716","CS","G121","English","1"
"923","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Advances in the Fundamentals of Networking-Part II: Bridging Fundamental Theory and Networking","9","null","1995","13","7","1","0","0733-8716","CS","G121","English","1"
"924","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","The Global Internet","10","null","1995","13","8","1","0","0733-8716","CS","G121","English","1"
"925","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Copper Wire Access Technologies for High Performance Networks","12","null","1995","13","9","1","0","0733-8716","CS","G121","English","1"
"926","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Synchronization Issues in Multimedia Communications","1","null","1996","14","1","1","0","0733-8716","CS","G121","English","1"
"927","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Circuit Switching for Broadband ISDN and Beyond","2","null","1996","14","2","1","0","0733-8716","CS","G121","English","1"
"928","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Wireless Local Communications I","4","null","1996","14","3","1","0","0733-8716","CS","G121","English","1"
"929","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Wireless Local Communications II","5","null","1996","14","4","1","0","0733-8716","CS","G121","English","1"
"930","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Optical Networks","6","null","1996","14","5","1","0","0733-8716","CS","G121","English","1"
"931","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Integrated Video-Based Services for the Home","8","null","1996","14","6","1","0","0733-8716","CS","G121","English","1"
"932","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Distributed Multimedia Systems and Technology","9","null","1996","14","7","1","0","0733-8716","CS","G121","English","1"
"933","IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE","Code Division Multiple Access Networks III","10","null","1996","14","8","1","0","0733-8716","CS","G121","English","1"
"934","IEEE LCS (LightWave Communications Systems)","IEEE","SONET: A Network Management Viewpoint","11","null","1990","1","4","1","0","1045-9235","δείγμα","CS-LIB","English","1"
"1271","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Enabling Technology for knowledge-Based Systems Development","3","null","1991","3","1","1","0","1041-4347","CS","CS-LIB","English","1"
"1272","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Artificial Intelligence and Management","6","null","1991","3","2","1","0","1041-4347","CS","CS-LIB","English","1"
"1273","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","1. Reasoning Systems 2. Learning 3. Logic Programming 4. Active Databases 5. Database Views 6. Access Methods 7. Physical Database Design","9","null","1991","3","3","1","0","1041-4347","CS","CS-LIB","English","1"
"1274","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Deductive Reasoning, Learning Algorithms, Knowledge Base, Production Systems, Object-Oriented Model, Database Models.","12","null","1991","3","4","1","0","1041-4337","CS","CS-LIB","English","1"
"1275","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: View Integration 2. Relational Model 3. Database Language 4. Recursive Queries 5. Hashing Methods 6. Physical Database Design.","2","null","1992","4","1","1","0","1041-4347","CS","CS-LIB","English","1"
"1276","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Self-Organizing Knowledge and Data Representation in Distributed Environments","4","null","1992","4","2","1","0","1041-4347","CS","CS-LIB","English","1"
"1277","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","1. Image Data Representation 2. knowledge-Based Systems 3. Query Processing 4. Consensus Protocol 5. Signature Files","6","null","1992","4","3","1","0","1041-4347","CS","CS-LIB","English","1"
"1278","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Machine Learning/Rule-Based Systems/Logic Programming/Query Processing/Object-Oriented Languages and Tools","8","null","1992","4","4","1","0","1041-4347","CS","CS-LIB","English","1"
"1279","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","1. Notes on Concurrent Engineering 2. The Integration of Rule Systems and Database Systems 3. Knowledge Intensive Software Engineering Tools 4. Image Information Systems","10","null","1992","4","5","1","0","1041-4347","CS","CS-LIB","English","1"
"1280","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Main Memory Database Systems/knowledge-Based Systems/Data Replication Schemes","12","null","1992","4","6","1","0","1041-4347","CS","CS-LIB","English","1"
"1281","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Knowledge Acquisition/Machine Learning/Nonmonotonic Reasoning/Knowledge Base Management/Knowledge Processing Architectures","2","null","1993","5","1","1","0","1041-4347","CS","CS-LIB","English","1"
"1282","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Knowledge Representation, Knowledge-Based Systems, Expert Systems, Rule-Based Systems, Object-Oriented Systems, Data Dependencies, Database Semantics, Relational Models, Replicated Databases, Query Processing.","4","null","1993","5","2","1","0","1041-4347","CS","CS-LIB","English","1"
"1283","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Knowledge Acquisition/Rule-Based Systems/Logical Inference/Knowledge and Software Engineering/Database Models/Database Query Languages/Object-Oriented Models and Languages","6","null","1993","5","3","1","0","1041-4347","CS","CS-LIB","English","1"
"1284","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Multimedia Information Systems","8","null","1993","5","4","1","0","1041-4347","CS","CS-LIB","English","1"
"1285","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Knowledge Representation/Constraint Satisfaction/Knowledge Processing Architectures/Access Methods/Object-Oriented Databases/Recursive Queries/Query Languages/Transaction Processing/Concurrency Control","10","null","1993","5","5","1","0","1041-4347","CS","CS-LIB","English","1"
"1286","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Issue in Learning and Discovery in Knowledge-Based Databases","12","null","1993","5","6","1","0","1041-4347","CS","CS-LIB","English","1"
"1287","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Concise Papers: An Object-Oriented Query Evaluation Scheme for Logical Databases in Massively Parallel Environment","2","null","1994","6","1","1","0","1041-4347","CS","CS-LIB","English","1"
"1288","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Semantic Integrity, Machine Learning, Search Methods, Data Organization, File Organization, Database Views, Object-Oriented Databases, Statistical Database","4","null","1994","6","2","1","0","1041-4347","CS","CS-LIB","English","1"
"1289","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Uncertainty Reasoning, Search Methods, Nonmonotonic Logic Processing, Database Models, Object-Oriented Models, Data Organization, User Interface, Database Query Processing.","6","null","1994","6","3","1","0","1041-4347","CS","CS-LIB","English","1"
"1290","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Logic Inference, Logic Languages, Knowledge-Based Systems, Rule-Based Systems","8","null","1994","6","4","1","0","1041-4347","CS","CS-LIB","English","1"
"1291","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Search Methods, Rule-Based Processing, Rule-Based Systems","10","null","1994","6","5","1","0","1041-4347","CS","CS-LIB","English","1"
"1292","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Machine Learning, Uncertainty Reasoning, Expert Systems, Rule-Based Systems, Distributed Knowledge Processing, Database Integration, Query Processing, Temporal Databases, Replicated Databases","12","null","1994","6","6","1","0","1041-4347","CS","CS-LIB","English","1"
"1293","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Knowledge Representation, Uncertaintly Knowledge Management, Logic Programming, Logic Processing, Nonmonotonic Reasoning","2","null","1995","7","1","1","0","1041-4347","CS","CS-LIB","English","1"
"1294","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Regular Papers: Query Processing, Deductive Databases, Secure Databases, Statistical Databases, Distributed Database Allocation, Pattern Matching","4","null","1995","7","2","1","0","1041-4347","CS","G121","English","1"
"1295","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Papers: Mapping Datalog Program Execution to Networks of Processors / WFS+Branch and Bound = Stable Models","6","null","1995","7","3","1","0","1041-4347","CS","G121","English","1"
"1296","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Temporal and Real-Time Databases","8","null","1995","7","4","1","0","1041-4347","CS","G121","English","1"
"1297","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Regular Papers: Research Survey-Knowledge Representation/ Knowledge Base Management/ Knowledge Acquisition/ Knowledge Bases/ Machine Learning/ Concurrency Control/ Data Model","10","null","1995","7","5","1","0","1041-4347","CS","G121","English","1"
"1298","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Query Processing","12","null","1995","7","6","1","0","1041-4347","CS","G121","English","1"
"1299","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Issue on Secure Database Systems Technology","2","null","1996","8","1","1","0","1041-4347","CS","G121","English","1"
"1300","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Regular Papers: Research Surveys on Learning Networks/ Knowledge Discovery/ Logic Processing/ Database Optimization/ Imprecise Data/ Object-Oriented Database Systems/ Partitioned Databases/ Sorting Algorithms","4","null","1996","8","2","1","0","1041-4347","CS","G121","English","1"
"1301","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Survey on Methods for Handling Imperfect Information","6","null","1996","8","3","1","0","1041-4347","CS","G121","English","1"
"1302","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE Computer Society","Special Section on Digital Libraries","8","null","1996","8","4","1","0","1041-4347","CS","G121","English","1"
"1473","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","A Language-Based Approach to Protocol Implementation/Communication Architectures and Algorithms for Media Mixing in Multimedia Conferences","2","null","1993","1","1","1","0","1063-6692","CS","CS-LIB","English","1"
"1474","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers","4","null","1993","1","2","1","0","1063-6692","CS","CS-LIB","English","1"
"1475","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Multicast Routing for Multimedia Communication/Statistical Optimization of Dynamic Importance Sampling","6","null","1993","1","3","1","0","1063-6692","CS","CS-LIB","English","1"
"1476","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Network Architecture and Design, Communication Protocols, Network Software, Network Technologies, Network Services and Applications, Network Operations and Management","8","null","1993","1","4","1","0","1063-6692","CS","CS-LIB","English","1"
"1477","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Packing Coded Video Signals into ATM Cells/Competitive Routing in Multiuser Communication Networks","10","null","1993","1","5","1","0","1063-6692","CS","CS-LIB","English","1"
"1478","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers","12","null","1993","1","6","1","0","1063-6692","CS","CS-LIB","English","1"
"1479","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Papes: On the Self-Similar Nature of Ethernet Traffic , WeightedSum Codes for Error Detection and Their Comparison with Existing Codes.","2","null","1994","2","1","1","0","1063-6692","CS","CS-LIB","English","1"
"1480","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers","4","null","1994","2","2","1","0","1063-6692","CS","CS-LIB","English","1"
"1481","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Papers: Efficient Algorithm for Virtual Topology Design in Multihop Lightwave Networks","6","null","1994","2","3","1","0","1063-6692","CS","CS-LIB","English","1"
"1482","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Papers: Editorial Board Comings and Goings, Empirically Derived Analytic Models of Wide-Area TCP Connections","8","null","1994","2","4","1","0","1063-6692","CS","CS-LIB","English","1"
"1483","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: Editorial-Developing an Electronic Presence for the IEEE/ACM Transactions on Networking","10","null","1994","2","5","1","0","1063-6692","CS","CS-LIB","English","1"
"1484","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: A Modular Multirate Video Distribution System-Design and Dimensioning / Erlang Capacity and Uniform Approximations for Shared Unbuffered Resources","12","null","1994","2","6","1","0","1063-6692","CS","CS-LIB","English","1"
"1485","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: A New Distribution Network Based on Controlled Switching Elements and Its Applications","2","null","1995","3","1","1","0","1063-6692","CS","CS-LIB","English","1"
"1486","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: An Analysis of User Input to an X.500 White Pages Directory Service","4","null","1995","3","2","1","0","1063-6692","CS","G121","English","1"
"1487","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: Link-Sharing and Resource Management Models for Packet Networks","8","null","1995","3","4","1","0","1063-6692","CS","G121","English","1"
"1488","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: Routing and Wavelength Assignment in All-Optical Networks/ Resource Partitioning for Real-Time Communication","10","null","1995","3","5","1","0","1063-6692","CS","G121","English","1"
"1489","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions papers: On Call Processing Delay in High Speed Networks","12","null","1995","3","6","1","0","1063-6692","CS","G121","English","1"
"1490","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: The Tenet Real-Time Protocol Suite: Design, Implementation, and Experiences","2","null","1996","4","1","1","0","1063-6692","CS","G121","English","1"
"1491","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: Trading Packet Headers for Packet Processing/ The PIM Architecture for Wide-Area Multicast Routing","4","null","1996","4","2","1","0","1063-6692","CS","G121","English","1"
"1492","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Transactions Papers: What Are the Implications of Long-Range Dependence for VBR-Video Traffic Engineering?/ Performance Evaluation and Cache Analysis of an ILP Protocol Implementation","6","null","1996","4","3","1","0","1063-6692","CS","G121","English","1"
"1493","IEEE/ACM TRANSACTIONS ON NETWORKING","IEEE Computer Society / ACM","Papers: Efficient Network QoS Provisioning Based on per Node Traffic Shaping","8","null","1996","4","4","1","0","1063-6692","CS","G121","English","1"
"1494","IEEE/OSA Journal of Lightwave Technology","IEEE","Special issue on Multiwavelength Optical Technology and Networks","6","null","1996","14","6","1","0","0733-8724","δείγμα","G121","English","1"
"1495","INFORMATION SCIENCES APPLICATIONS","Elsevier Science","Papers: Highly available and reliable communication Protocols for Heterogeneous systems/ A Fuzzy Expert system approach for real-time monitoring of endemic Diseases","1","null","1995","3","1","1","0","1069-0115","δείγμα","G121","English","1"
"1496","Innovations in Information","National Information Forum","Sharing ideas on how to get information to disabled people: In this issue we have featured innovative travel information services, describing a cross-Europe motor route planning system devised by disabled people.","3","null","1994","0","2","1","0","","δείγμα","G122","English","1"
"1497","Innovations in Information","National Information Forum","Cruising the Super Highway/ Berlin without Barries/ The Cyberia espresso/ Quick Courts/ To boldly go","4","null","1995","0","5","1","0","","CS","G122","English","1"
"1498","Innovations in Information","National Information Forum","Getting around Paris with Information in 5 languages in image and text/ Viva Air takes no Chances blind passengers have instructions in braille","7","null","1995","0","6","1","0","","CS","G122","English","1"
"1499","Interacting with Computers","Elsevier Science B.V.","Editorial: A goal satisfied: rapid journal publication","3","null","1996","8","1","1","0","0953-5438","CS","G121","English","1"
"1500","Interacting with Computers","Elsevier Science B.V.","Special Section: Cognitive and Educational Aspects of Desktop Videoconferencing (Part 1)","6","null","1996","8","2","1","0","0953-5438","CS","G121","English","1"
"1501","Interacting with Computers","Elsevier Science B.V.","Special section: Cognitive and educational aspects of desktop videoconferencing (Part 2)","11","null","1996","8","3","1","0","0953-5438","CS","G121","English","1"
"1522","International Journal of Human Factors in Manufacturing","John Wiley & Sons","Special Issue: Human Factors in Automation: Implications for Manufacturing","13","null","1995","5","1","1","0","1045-2699","δείγμα","G122","English","1"
"1523","International Journal of Man-Machine Studies","Academic Press","An experimental evaluation of delimiters in a command language syntax, On the complexity of recursion in problem-solving, An experimental comparison of tabular and graphic data presentation.","6","null","1984","20","6","1","0","0020-7373","δείγμα","CS-LIB","English","1"
"1524","INTERNETWORKING","John Wiley & Sons","This journal provides a focus for original results of research in interconnection interoperability of computer networks and systems","12","null","1994","5","4","1","0","1049-8915","δείγμα","G122","English","1"
"1525","Journal of Intelligent & Fuzzy Systems","John Wiley & Sons","Applications in Engineering and Technology","15","null","1994","2","1","1","0","1064-1246","δείγμα","G122","English","1"
"1526","Journal of Medical Engineering & Technology","Taylor & Francis","An international bimonthly journal promoting the application of engineering and technology in medical research and clinical medicine.","1","4","1989","13","1","1","0","0309-1902","δείγμα","CS-LIB","English","1"
"1532","Journal of Robotic Systems","John Wiley & Sons","Papers: Joint Space Trajectory Planning for Flexible Manipulators","5","null","1995","12","5","1","0","0741-2223","δείγμα","G122","English","1"
"1533","Journal of the Association for Computing Machinery","ACM","Artificial Intelligence/Complexity of Algorithms/Logic in Compute Science/Machine Learning","5","null","1994","41","3","1","0","0004-5411","CS","G121","English","1"
"1534","Journal of the Association for Computing Machinery","ACM","Artificial Intelligence/Complexity of Algorithms/Computer System Modeling and Analysis/Data Structures and Analysis of Algorithms/Distributed Computing","7","null","1994","41","4","1","0","0004-5411","CS","G121","English","1"
"1535","Journal of the Association for Computing Machinery","ACM","Artificial Intelligence/Computer Architecture/Computer System Modeling and Analysis/Complexity of Algorithms/Complexity Theory/Data Structures and Analysis of Algorithms/Distributing Computing","9","null","1994","41","5","1","0","0004-5411","CS","G121","English","1"
"1536","Journal of the Association for Computing Machinery","ACM","Complexity of Algorithms / Computer System Modeling and Analysis / Data Structures and Analysis of Algorithms / Database Theory / Deductive Systems and Equational Reasoning / Distributed Computing","11","null","1994","41","6","1","0","0004-5411","CS","G121","English","1"
"1537","Journal of the Association for Computing Machinery","ACM","Artificial Intelligence / Computational Geometry / Computer Architecture / Distributed Computing / Parallel Computation / Programming Languages and Methodology","1","null","1995","42","1","1","0","0004-5411","CS","G121","English","1"
"1538","Journal of the Association for Computing Machinery","ACM","Papers on AI / Complexity of Algorithms / Database Theory / Distributed Computing / Formal Languages and Complexity Theory / Logic in Computer Science","3","null","1995","42","2","1","0","0004-5411","CS","G121","English","1"
"1539","Journal of the Association for Computing Machinery","ACM","Papers on AI/ Graph Theory and Combinatorial Structures/ Operations Research/ Parallel Computation/ Programming Languages and Methodology","5","null","1995","42","3","1","0","0004-5411","CS","G121","English","1"
"1540","Journal of the Association for Computing Machinery","ACM","Papers on Artificial Intelligence, Deductive Systems and Educational Reasoning, Graph Theory and Combinatorial Structures, Logic in Computer Science, Parallel Computation","7","null","1995","42","4","1","0","0004-5411","CS","G121","English","1"
"1541","Journal of the Association for Computing Machinery","ACM","Papers on Computer System Modeling and Analysis, Data Structures and Analysis of Algorithms, Deductive Systems and Educational Reasoning, Distributed Computing, Graph Theory and Combinational Structures, Operations Research.","9","null","1995","42","5","1","0","0004-5411","CS","G121","English","1"
"1542","Journal of the Association for Computing Machinery","ACM","Papers on Complexity of Algorithms, Computational Learning Theory, Cryptology, Deductive Systems and Educational Reasoning, Distributed Computing, Programming Languages and Methodology","11","null","1995","42","6","1","0","0004-5411","CS","G121","English","1"
"1548","Languages of Design","Elsevier Science","Formal languages and their use for the synthesis of words, images and sounds","12","null","1994","2","4","1","0","0927-3034","δείγμα","G121","English","1"
"1549","MACWORLD","Macworld Communications","CD-ROM Drives/Photo CD/Privacy/Routers/Desktop Calendars","7","null","1993","10","7","1","0","0741-8647","δείγμα","CS-LIB","English","1"
"1550","Medical Progress through Technology","Kluwer Academic Publishers","Signal Processing-Imaging Systems-Assist Systems-Sensors and Instrumentation-Computers","17","null","1988","14","1","1","0","0047-6552","δείγμα","CS-LIB","English","1"
"1551","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Writing 32-bit applications for all windows platforms","3","null","1994","3","2","1","0","","CS","G120A","English","1"
"1552","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Searching the Development Library/Converting a C app to C++/The Multimedia crystal ball","5","null","1994","3","3","1","0","","CS","G120A","English","1"
"1553","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","Converting VBX controls to OLE custom controls","7","null","1994","3","4","1","0","","CS","G120A","English","1"
"1554","MICROSOFT DEVELOPER NETWORK NEWS","Microsoft","The FoxPro client-server hunt/The state of OLE control /Going global with Visual C++ 2.0","9","null","1994","3","5","1","0","","CS","G120A","English","1"
