paper_id,title,abstract,description,topic,project,year,cnfj,link,soft_copy,hard_copy,full_paper,accepted,cond_accepted,submitted,und_submission,in_press,authors_ids
2ba46245-3272-579e-a2be-dc9a8074aed1,Demonstration of Virtual Prints (ViPs),FALSE,"Science and Technology Week of Teens, FORTH, Herkalion, Crete, Greece, 28 February - 9 March 2005.",Virtual prints,,2005,Demonstration of R&D Project Results at Major international or national exhibitions,,False,False,False,False,False,False,False,False,{}
6347e1b2-375a-5145-953e-12dc8a42b29f,Design assistance for user-adapted interaction,FALSE,"3rd Eurographics Workshop on Design, Specification and Verification Interaction Systems (DVS-IS '96), Namur, Belgium, 5-7 June 1996, pp.248-271. Vienna: Springer-Verlag.",Human-Computer Interaction,TIDE-ACCESS,1996,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@69c6161d,True,True,True,True,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
445729b1-5e75-5667-a554-b0d4686dada5,Design Criteria for a locally Programmable Aid for Expressive Communication,TRUE,"International Conference on the Role and Impact of Information Technology in the Assessment  and Rehabilitation of Individuals with Communication Disorder, Thessaloniki, Greece, 5-9 September 1990, 7 pages.",Communication Aids,,1990,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@2e1792e7,True,True,False,True,False,False,False,False,"{1ebbd000-cb3c-516f-877f-d736ac20d284,58ab64cb-4629-5b8d-98fe-bc4802df2130,0c8cd36a-8f68-58a5-be01-a224443372a4,4200f8dd-4390-5cf6-bd9a-290490723721,9be9c6a1-c4a1-5679-8684-c82b37d8d138,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
6165091e-f510-5ea4-81d0-6edebdf3a5ef,"Design for ""all"" in the Information Society",FALSE,"Ημερίδα ΕΕΤΤ & ΠΙ: Προετοιμασία των Πολιτών για την Κοινωνία της Πληροφορίας, 15 Ιανουαρίου 2000, Αθήνα.",Information Society,,2000,Invited Talks,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
6aa75563-8e5f-5e42-8189-cc76be5703ff,Design for All in HCI,FALSE,"European Telematics: Advancing the Information Society Conference, Session ""Human-Computer Interfaces - Imagining the Interfaces of the Future"", Barcelona, Spain, 4-7 February 1998.",Human-Computer Interaction,TIDE-ACCESS,1998,Invited Talks,net.ucanaccess.jdbc.UcanaccessBlob@1ee29c84,True,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
101d63c0-87ff-58dc-abea-10905da3a870,Design for All in the TIDE ACCESS project,FALSE,"In I. Placencia Porrero & E. Ballabio (Eds) Improving the Quality of Life for the European Citizen. Technology for Inclusive Design and Equality - Proceedings of the 3rd TIDE Congress, Helsinki, Finland, 23-25 June 1998. Amsterdam: IOS Press, Vol. 4, Assistive Technology Research Series.",User Interface Design,TIDE-ACCESS,1998,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@60baef24,True,True,True,True,False,False,False,False,"{316d020d-907b-5d2d-b861-7530f249d704,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
722485c9-e490-56ad-9407-2604f1963050,Design representations and Development support for User Interface Adaptation,FALSE,"1st ERCIM Workshop ""Towards User Interfaces for All: Current efforts and Future trends"", Heraklion, Crete, Greece, 30-31 October 1995, 23 pages.",User Interfaces,TIDE-ACCESS,1995,Proceedings of international workshops (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@14bae047,True,True,True,False,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
13523b49-77c9-5b71-9204-a39cb885d68b,Designing an Inclusive Information Society: Towards Universal Access through Research &Technological Development,FALSE,"e-Inclusion Ministerial Symposium ""Towards an Inclusive Information Society in Europe"", Heraklion, Crete, Greece, 11-12 April 2003.",eInclusion,,2003,Invited Talks,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
0c0215a7-326f-5edb-aab1-165e90132b0b,Designing for Accessibility: Reflections on the use of Human Factors Design Guidelines,FALSE,"In S. Howardf, J. Hammond & G. Lindgaard (Eds.), Proceedings of the 6th International Conference on Human-Computer Interaction (INTERACT '97), Workshop on Guidelines for the design of HVI for People with Disabilities, Sidney, Australia, 14-18 July 1997, 3 pages. London: Chapman & Hall.",Accessibility,,1997,Invited papers in international conferences,,False,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
4453e5e1-5350-5585-bad7-4340a68c87a4,Designing for all in the Information Society: Challenges towards universal access in the information age,FALSE,"ERCIM ICST Research Report, November 1999, 38 pages. Available at: http://www.ics.forth.gr/proj/at-hci/files/ICST_Report.pdf.",User Interface Design,,1999,White Papers,net.ucanaccess.jdbc.UcanaccessBlob@3e134896,True,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
90cd6e94-d11a-5028-a5f0-ce78eb98dd64,Designing for All in the information Society: Challenges Towards Usniversal Access in the Information Age,FALSE,"ERCIM, 10th Anniversary Event, Amsterdam, 4-5 November 1999.",Information Society,,1999,Invited Talks,,False,False,False,False,False,False,False,False,{}
d3371319-26ad-5a3c-8f0a-728d4e18bf0e,Designing for All in the Information Society,FALSE,"AAATE Seminaron ""Assistive Technology (AT) and Mainstream Technology (MST) in debate"", Hoensbroek, The Netherlands, 22-23 November 2002.",Design for All,,2002,Invited Talks,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
afbe646c-a63f-5545-8228-73a6215f12e9,Designing for All in the Information Society,FALSE,"Workshop on e-Inclusion of People with Disabilities in the Information Society: Universal Access and Assistive Technologies"", co-organised by HELEXPO and ESAEA in the context of ALTEREXPO 2003, Thessaloniki, Greece, 22 November 2003.",Design for All,,2003,Invited Talks,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
c0b8e35f-b418-569f-a6d6-9cc44d48c8d5,"Designing for All: Methods, Tools, and Practice",FALSE,"Tutorial no. 24 in the 11th International Conference on Human-Computer Interaction, Las Vegas, Nevada, USA, 22-27 July 2005.",Design for All,,2005,Tutorials presented at major international conferences,net.ucanaccess.jdbc.UcanaccessBlob@7e8a46b7,True,False,False,True,False,False,False,False,"{583922dc-cbd2-50e0-ba2d-488830df4218,1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
c4852e0f-b0ec-5790-b95e-9574ed6f3a72,Designing for Interaction Quality in Health Telematics,FALSE,"I. Iakovidis, S. Maglavera, A. Trakatellis (Eds), ""User Acceptance of Health Telematics Applications-Looking for Convincing Cases"",Amsterdam: IOS Press, 12 pages. (ISBN 90-5199-415-X)",Human-Computer Interaction,,1998,Authored chapters in books and encyclopaedias,net.ucanaccess.jdbc.UcanaccessBlob@65327f5,True,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
49792f13-8fea-5b09-ac98-f04b7ef28e89,Designing the User Interface of an Interactive Learning Environment for Children,FALSE,"In C. Stephanidis (Ed.), Proceedings of the ERCIM WG UI4ALL one-day joint workshop with i3 Spring Days 2000 on ""Interactive Learning Environments for Children"", Athens, Greece, 3 March (22 pages).",User Interfaces,,2000,Proceedings of international workshops (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@35c09b94,True,True,True,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,470abcd5-f78c-52e7-97ec-5abb62bbf9e0,596d4cdd-5433-5b20-86eb-72f539bc3673}"
1f889852-b92e-5132-8a8f-21b02f3bd0fe,Designing User Interfaces for all users: Contributions from applied ergonomics and human factors,TRUE,"1st International Conference on Applied Ergonomics (ICAE' 96), Istambul, Turkey, 21-24 May 1996, pp.137-142. West Lafayette: USA Publishing.",User Interface Design,,1996,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@c68a5f8,True,True,False,True,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
a85b0560-6edc-5bef-88d8-39f1d375b48d,Designing User Interfaces for All,TRUE,"13th Annual Conference ""Technology and persons with Disabilities"" (CSUN '98), Los Angeles, USA, 17-21 March 1998, 5 pages. Available: http://www.dinf.org/csun_98/csun98.htm.",User Interface Design,,1998,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@6f012914,True,True,False,True,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
f8473358-dac7-5d89-b771-f91dd54594ad,Designing user-adapted interfaces: The unified design method for transformable interactions,FALSE,"ACM Conference on Designing Interactive System: Processes, Practices, Methods and Techniques (DIS '97), Amsterdam, The Netherlands, 18-20 August 1997, pp.323-334. New York: ACM Press.",User Interface Design,TIDE-ACCESS,1997,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@3eba57a7,True,True,True,True,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,f6068d1e-3e51-5540-8a43-b62a3b23fc45,596d4cdd-5433-5b20-86eb-72f539bc3673,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
c350cfbf-bc5f-5e1c-911a-caa775e10863,Designing with varying design parameters: The unified design process.,FALSE,"In proceedings of the Workshop no 14. ""Universal Design: Towards universal access in the info society"", organised in the context of the ACM Conference on Human Factors in Computing Systems (CHI 2001), Seattle, Washington, 31 March-5 April 2001. Available at http://ics.forth.gr/hci/files/ch12001/savidis.pdf",User Interface Design,,2001,,net.ucanaccess.jdbc.UcanaccessBlob@60921b21,True,True,False,False,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
dea509f7-dd9a-51c8-a5fa-2a758f3d2119,Developing Adaptive Interfaces for the Web,FALSE,"In R. Proctor & K. Vu (eds). Handbook of Human Factors in Web Design (pp. 251-266). Mahwah, N.J: Lawrence Erlbaum Associates, Inc.",Accessibility/Web,,2005,Authored chapters in books and encyclopaedias,net.ucanaccess.jdbc.UcanaccessBlob@278f8425,True,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,596d4cdd-5433-5b20-86eb-72f539bc3673,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
db8a0c35-500b-590f-a96f-bc052114d453,Developing Alternative Metaphors for Special B-ISDN Services,TRUE,"In A. Clarke, M. Camporargo, & N. Karatzas (Eds), Bringing Telecommunication Services to the People - Proceedings of the 3rd International Conference on Intelligence in Broadband Services and Networks (IS&N '95), Heraklion, Crete, Greece, 16-19 October 1995, pp. 504-505. Berlin: Springer-Verlag.",Metaphors,RACE,1995,Poster presentations in international conferences,net.ucanaccess.jdbc.UcanaccessBlob@2234078,True,True,False,True,False,False,False,False,"{bce4d877-4006-5ad7-82a1-af9550fd01be,58ab64cb-4629-5b8d-98fe-bc4802df2130,9b45f6cb-4e59-55bc-aab7-0675cbeca2f5}"
adb40e36-2e15-5799-af6d-d60becb0ca45,Developing an Accessible Information Society,FALSE,"2nd International Congress on Electronic Media and Citizenship in Information Society, Helsinki, Finland, 6-9 January 1999.",Information Society,,1999,Invited papers in international conferences,net.ucanaccess.jdbc.UcanaccessBlob@45f24169,True,True,False,True,False,False,False,False,"{316d020d-907b-5d2d-b861-7530f249d704,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
031ee5e6-7941-57b3-8f74-20f8d02d29b9,Developing Dual User Interfaces for Integrating Blind and Sighted Users: the HOMER UIMS,FALSE,"1995 ACM Conference on Human Factors in Computing Systems (CHI' 95), Denver, Colorado, 7-11 May 1995, pp. 106-113. New York: ACM Press.",User Interface Design,,1995,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@6b410923,True,True,True,True,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
8850a858-d18d-5cba-91b5-4a5a443a11dc,Developing User Interfaces for All,FALSE,"Proceedings of the ACCESS Consortium Workshop on Unifitied Access to Computer Systems by people with Disabilities, London, U.K, 1 October 1996, 6 pages. London: RNIB.",User Interfaces,TIDE-ACCESS,1996,Invited papers in international conferences,,False,True,False,True,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
410213c6-a3e6-58e5-a33c-561ee6a8c066,Developing Web Browsers Accessible to All: Supporting User-Adapted Interaction,FALSE,"In G. Anogiannakis, C. Buhler & M. Soede (Eds), Proceedings of the 4th European Conference for the Advancement of Assistive Technology (AAATE '97), Porto Carras, Greece, 29 September - 2 october 1997, pp. 233-237. Amsterdam: IOS Press.",Web Browsers,ACTS-AVANTI,1997,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@5bb8f9e2,True,True,True,True,False,False,False,False,"{7fe27dbb-8775-5ba0-a4bd-15dc260a2c3d,596d4cdd-5433-5b20-86eb-72f539bc3673,58ab64cb-4629-5b8d-98fe-bc4802df2130,5b799e33-d58b-5ef7-ba1a-17a2735fda9d,8f3d7ed3-44db-5786-b30c-98ac89336589,ca475e93-f502-5980-96a9-31e882116d7f,b37cff04-5fd7-5dd8-9478-f1fc24be9191,9b45f6cb-4e59-55bc-aab7-0675cbeca2f5,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
082fd2f6-4e80-5e15-9862-79b7038af44b,Development environments for universal access: the windows porting of the I-GET UIMS with a comprehensive test-suiteof interactive applications,FALSE,"(2003, February) ICS-FORTH / TR 319, Heraklion, Crete, Greece (114 pages). [On-line]. Available at: ftp//ftp.ics.forth.gr/tech-reports/2003/2003.TR.319.Dev_Env_Universal_access.pdf.gz",Universal Access,,2003,ICS-FORTH Technical Reports,net.ucanaccess.jdbc.UcanaccessBlob@1917d90f,True,True,False,False,False,False,False,False,"{df23cbd8-7b4e-5fd4-aa30-21609e859b9a,9deeb245-6359-510a-b7a0-581ae9230dc2,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
25988b52-8a2b-51c0-a198-00ca593fa055,Development of Software and Telematics Services for People with Disabilities,FALSE,"In M. Psilla, K. Mavrigiannaki, A. Vazeou and O. Stasinopoulou (Eds) People with disabilities in Third Degree Education (pp.213-224). Athens, Greece: Kritiki Publishing",Assistive Technology,,2003,Authored chapters in books and encyclopaedias,net.ucanaccess.jdbc.UcanaccessBlob@5b3f3ba0,True,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
14b5ce92-e6a5-5f2d-aafc-752e218d6356,Development of the tools for Workpackage 1,FALSE,"TIDE TP1001 ACCESS Project, Progress Report no 3, June 1995, 36 pages",UIMS,TIDE-ACCESS,1995,Project  Deliverables,,False,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
0f277443-54af-5a3a-b1b2-591bffbb9e14,Development of the tools for Workpackage I,FALSE,"TIDE TP1001 ACCESS Project, Progresse Report No 1, August 1994, 41 pages.",UIMS,TIDE-ACCESS,1994,Project  Deliverables,,False,True,False,False,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
59b17a91-b567-500e-8671-6b827c98964a,Development Requirements for Iimplementing Unified User Interfaces,FALSE,"In C. Stephanidis (Ed.), User Interfaces for All - Concepts, Methods, and Tools (pp. 441-468). Mahwah, NJ: Lawrence Erlbaum Associates (ISBN 0-8058-2967-9, 760 pages).",User Interfaces,,2001,Edited and co-authored books,net.ucanaccess.jdbc.UcanaccessBlob@201aa8c1,True,True,False,False,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
b26d9c89-ba0a-556f-b10e-c8338d1fa101,Development Tools for Dynamic Environment-Adapted Mobile Interfaces,FALSE,"ERCIM News 54, Special Theme: Applications and Service Platforms for the Mobile User, July 2003, pp. 42-43.",User Interfaces,,2003,Editorials and articles in ERCIM News,net.ucanaccess.jdbc.UcanaccessBlob@27068a50,True,True,False,False,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
1b94d8ac-8664-5768-92e8-e631762e18e6,Digital Libraries of Learner-Adapted Courseware,TRUE,"In T. Catarci, S. Christodoulakis, & A. Del. Bimbo (Eds), Proceedings of the 7th EU Network of Excellence DELOS on Audio-Visual Content and Information Visualisation in Digital Libraries (AVIVDiLib'05), Cortona (Tuscany), Italy, 4-6 May 2005, pp. 87-90.",Digital Libraries,,2005,Poster presentations in international conferences,net.ucanaccess.jdbc.UcanaccessBlob@16fe9c29,True,True,False,True,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,583922dc-cbd2-50e0-ba2d-488830df4218,d887dc74-9189-50bb-8463-4ea525578f73,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
37bfa389-693b-5faa-887f-a9bc6a907ec7,Direct Accessibility for People with Disabilities,FALSE,"Workshop on Software Accessibility, 3rd TIDE Congress, Helsinki, Finland, 23-25 June 1998",Accessibility,,1998,Invited Talks,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
a002714c-2dc8-5df3-a51b-a5e603e60d2b,Distance Learning,FALSE,"Workshop in the Framework of IFIGENIA Project; venue: ICS-FORTH, 30 Nοεμβρίου 1998.",,,1998,Seminars,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
e447920f-f8bb-548e-981e-aaf1f562bed8,Distributed Interface Bits: Dynamic Dialogue Composition from Ambient Computing Resources,FALSE,"Personal and Ubiquitous Computing, 9(3), 142-168. [Abstract on-line]: Available at: http://www.springerlink.com/index/10.1007/s00779-004-0327-2",Ambient Intelligence Environments,,2005,International Journals,net.ucanaccess.jdbc.UcanaccessBlob@a567e72,True,True,True,True,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
41fc4012-9fe0-50d5-905a-8d1650892473,Diversity in Large Information Spaces: User Interface Software in Technology Issues,FALSE,"Panel session ""Federated scientific data repositories for the environment towards global scaleable management of environmental information: How useful will they be? What is their potential impact? Shall we save the environment?"", Crete, 21-23 September.",Information Technology,,1998,Papers in panel sessions in international conferences,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
8838a410-5f78-5a9f-a177-8254ab31ee83,Diversity in Large Information Spaces:User Interface Software and Technology Issues,FALSE,"In panel session ""Federated scientific data repositories for the environment towards global scaleable management of environmental information: How useful will they be? What is their potential impact? Shall we save the environment?, 2nd European Conference on Research and Advanced Technology for Digital Libraries (ECDL '98), 21-23/9/98, Heraklion, Crete..",,,1998,Presentations in panel sessions of international conferences,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
35fd4394-00c2-581a-842e-1dab06736713,Draft Report on Foressen Products,FALSE,"TIDE TP1001 ACCESS Project, Deliverable 4.2.1, August 1994, 30 pages",UIMS,TIDE-ACCESS,1994,Project  Deliverables,,False,True,False,False,False,False,False,False,"{5f860534-9b8b-5535-a763-82d9bc83e6c7,8ffa94f1-3aee-5b69-9c01-0972ae6428d8,58ab64cb-4629-5b8d-98fe-bc4802df2130,cac2aecf-82bc-5e24-9d1f-7a7f858c2baa,b66d05e9-39ee-5d1b-94e0-f7d8cbbd5a55,3818a920-96b7-5b4e-9bac-6d74433fa7c4,ce41d3b0-c6c0-5f38-9a85-3ec9ac1fd158,f6068d1e-3e51-5540-8a43-b62a3b23fc45,2cff1a9e-7bc2-5192-9688-3c7f786d6aa8}"
1a2854ce-fde3-5bae-9141-024b39fef472,Draft report on G-DISPEC,FALSE,"TIDE TP1001 ACCESS Project, Deliverable D.1.3.1, June 1995, 45 pages.",UIMS,TIDE-ACCESS,1995,Project  Deliverables,,False,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
2365b498-8f42-5a68-8cee-e7b9d3ae459a,Draft report on standardisation guidelines for the accessibility of Web-based applications and services by people with disabilities,FALSE,"TAP DE 4105 Project, Deliverable 4.2, July 1999, 21 pages.",Standards/Guidelines,TIDE-WAI,1999,Project  Deliverables,,False,True,False,False,False,False,False,False,"{316d020d-907b-5d2d-b861-7530f249d704,596d4cdd-5433-5b20-86eb-72f539bc3673,58ab64cb-4629-5b8d-98fe-bc4802df2130,ca475e93-f502-5980-96a9-31e882116d7f,1fa2748b-0592-5c6a-a13f-6fe06cca75d7,f6068d1e-3e51-5540-8a43-b62a3b23fc45}"
452ade75-9a88-5107-bbb6-640b351154bb,Draft report on the demonstrator in the framework of multimedia UIMS,FALSE,"TIDE-GUIB II Deliverable No 13.1, GUIB Consortium, May 1994, 32 pages.",UIMS,TIDE-GUIB II,1994,Project  Deliverables,,False,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
241c06cb-30ed-591c-921c-13dd87bb05d8,Draft Report on the I-GET Tool,FALSE,"TIDE TP1001 ACCESS Project, Deliverable D.1.4.2, June 1996, 47 pages.",UIMS,TIDE-ACCESS,1996,Project  Deliverables,,False,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
9b21160e-9d64-5e45-b198-7e0c37aa07e9,Draft Report on the implementation of the PIM tool,FALSE,"TIDE TP 1001 ACCESS Project, Deliverable D.1.1.1, March 1995, 37 pages.",UIMS,TIDE-ACCESS,1995,Project  Deliverables,,False,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
b40ce747-acfd-5bd0-a5b3-24ff7b8a62e1,"Draft Report on the Specification of  formal descriptions of user characteristics and dialogue design for speech-motor and language cognitive impaired users, PART B = Dialogue Design",FALSE,"TIDE TP1001 ACCESS Project, Deliverable D.2.2, March 1995, 51 pages",UIMS,TIDE-ACCESS,1995,Project  Deliverables,,False,True,False,False,False,False,False,False,"{bce4d877-4006-5ad7-82a1-af9550fd01be,596d4cdd-5433-5b20-86eb-72f539bc3673,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
b1695d20-395f-51a9-82ac-6d7843c78945,"Draft Report on the Specification of formal descriptions of user characteristics and dialogue design for speech-motor and language-cognitive impaired users, PART A = User Caharacteristics",FALSE,"TIDE TP1001 ACCESS Project, Deliverable D.2.2, March 1995, 14 pages",UIMS,TIDE-ACCESS,1995,Project  Deliverables,,False,True,False,False,False,False,False,False,"{5f860534-9b8b-5535-a763-82d9bc83e6c7,596d4cdd-5433-5b20-86eb-72f539bc3673,58ab64cb-4629-5b8d-98fe-bc4802df2130,bce4d877-4006-5ad7-82a1-af9550fd01be,f6068d1e-3e51-5540-8a43-b62a3b23fc45}"
24b2cd67-9ea1-5fb9-a4cb-72da63f22f3a,Draft Report on the USE-IT tool,FALSE,"TIDE TP 1001 ACCESS Project, Deliverable D.1.2.1, March 1995, 37 pages",UIMS,TIDE-ACCESS,1995,Project  Deliverables,,False,True,False,False,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
4b2db359-32d2-51d4-8b93-9889910f8031,Draft Report on the X-Windows demonstrator,FALSE,"TIDE-GUIB II Deliverable No. 15.1, GUIB II Consortium, November 1993, 21 pages",Graphical User Interfaces,TIDE-GUIB II,1993,Project  Deliverables,,False,True,False,False,False,False,False,False,"{3ae912ed-641c-5e18-ae79-dce4342d5017,a62ceac7-5bbd-52db-a885-8a32644a62ad,8663e22b-b8eb-5721-9d92-f1c456ed3563,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
011c679e-9fd7-5af2-9bfb-7f14de0ad3ea,Dynamic deployment of environment devices for ambient interactions,FALSE,"Workshop on ""Bringing Knowledge Management tools to the emerging world of Ambient Intelligence Infrastructures"", Brussels, 14-15 October 2004.",Ambient Intelligence Environments,,2004,Invited Talks,,False,False,False,False,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
5884d4a4-4b77-508e-825d-5a658cc30816,Dynamic Deployment of Remote Graphical Toolkits over bluetooth from Wearable Devices,TRUE,"In C. Stephanidis, (Ed.), Universal Access in HCI: Exploring New Interaction Environments - Volume 7 of the Proceedings of the 11th International Conference on Human-Computer Interaction (HCI International 2005), Las vegas, Nevada, USA, 22-27 July, Mahwah, New Jersey: Lawrence Erlbaum Associates. [CD-ROM].",Wearable systems,,2005,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@5c20ffa8,True,True,False,True,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
c17d8772-43da-5d45-82f3-719e158b100e,Dynamic environment-adapted mobile interfaces: The Voyager Toolkit,TRUE,"In C. Stephanidis (Ed.), Universal Access in HCI: Inclusive Design in the Information Society - Volume 4 of the Proceedings of the 10th International Conference on Human-Computer Interaction (HCI International 2003), Crete, Greece, 22-27 June (pp. 489 - 493). Mahwah, New Jersey: Lawrence Erlabum Associates (ISBN: 0-8058-4933-5).",User Interfaces,,2003,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@6ad6fa53,True,True,False,True,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
e8a3a47c-94bb-5643-9fb6-5b348eecc508,e-Inclusion: Towards an Information Society for All,FALSE,"Athens University of Economics and Business, Athens, Greece, 26 June 2002.",eInclusion,,2002,Invited Talks,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
d804d91c-73d5-519c-ba4d-9036be529f26,Economics and Management of Innovation,FALSE,"In C. Stephanidis (Ed.), User Interfaces for All - Concepts, Methods, and Tools (pp. 609-632). Mahwah, NJ: Lawrence Erlbaum Associates (ISBN 0-8058-2967-9, 760 pages).",Innovation,,2001,Edited and co-authored books,net.ucanaccess.jdbc.UcanaccessBlob@54da32dc,True,True,False,False,False,False,False,False,"{2e2038a7-d2b8-53c6-814a-0127cf2a9c4e,f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
dcdcd2c1-fe3e-543e-b5c7-04d9d9310491,Editorial: Disabled and Elderly people in the Information Society,FALSE,"ERCIM NEWS, no 28, Special Issue on Information Technology empowering Disabled and Elderly People, January 1997, pp 4-5.",Information Society,,1997,Editorials and articles in ERCIM News,net.ucanaccess.jdbc.UcanaccessBlob@6a933be2,True,True,False,True,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
