BookTopicID,TopicID,BookID,TopicName
3249,29,1020,Expert Systems
3250,63,1021,Virtual Reality
3251,15,1022,User Interfaces
3252,23,1023,Computer Graphics
3253,79,1024,ESPRIT/HUFIT
3254,116,1025,Telecommunications
3255,78,1026,Hypertext
3256,51,1027,Internet/WEB Design
3257,26,1028,Computer Science
3258,22,1029,Educational Technology
3259,49,1030,Statistics
3260,15,1031,User Interfaces
3261,26,1032,Computer Science
3262,16,1033,CEC Programs
3263,48,1034,RACE
3264,48,1035,RACE
3265,49,1036,Statistics
3266,5,1037,Information Systems
3267,5,1038,Information Systems
3268,14,1039,Disability
3269,26,1040,Computer Science
3270,28,1041,Programming Language C
3271,75,1042,Databases
3272,104,1043,Management
3273,104,1044,Management
3274,22,1045,Educational Technology
3275,22,1046,Educational Technology
3276,251,1047,Work Groups
3277,61,1048,Psychology
3278,27,1049,IBM PC
3279,27,1050,IBM PC
3280,27,1051,IBM PC
3281,157,1052,ICAP Directory
3282,157,1053,ICAP Directory
3283,157,1054,ICAP Directory
3284,157,1055,ICAP Directory
3285,157,1056,ICAP Directory
3286,12,1057,Technical Aids
3287,12,1058,Technical Aids
3288,12,1059,Technical Aids
3289,150,1060,Image Processing
3290,72,1061,Rehabilitation Technology
3291,89,1062,Networks
3292,89,1063,Networks
3293,34,1064,Software Engineering
3294,34,1065,Software Engineering
3295,43,1066,Directory
3296,37,1067,TIDE COST
3297,9,1068,General Purpose
3298,89,1069,Networks
3299,20,1070,Sun Systems
3300,20,1071,Sun Systems
3301,20,1072,Sun Systems
3302,20,1073,Sun Systems
3303,20,1074,Sun Systems
3304,20,1075,Sun Systems
3305,20,1076,Sun Systems
3306,20,1077,Sun Systems
3307,20,1078,Sun Systems
3308,20,1079,Sun Systems
3309,20,1080,Sun Systems
3310,20,1081,Sun Systems
3311,26,1082,Computer Science
3312,27,1083,IBM PC
3313,63,1084,Virtual Reality
3314,72,1085,Rehabilitation Technology
3315,103,1086,Ergonomics
3316,80,1087,Usability
3317,49,1088,Statistics
3318,72,1089,Rehabilitation Technology
3319,29,1090,Expert Systems
3320,29,1091,Expert Systems
3321,23,1092,Computer Graphics
3322,26,1093,Computer Science
3323,72,1094,Rehabilitation Technology
3324,53,1095,Logic Programming
3325,76,1096,Dictionaries
3326,76,1097,Dictionaries
3327,29,1098,Expert Systems
3328,89,1099,Networks
3329,34,1100,Software Engineering
3330,34,1101,Software Engineering
3331,57,1102,X-Windows
3332,57,1103,X-Windows
3333,12,1104,Technical Aids
3334,10,1105,Human-Computer Interaction
3335,110,1106,DESQview/X
3336,110,1107,DESQview/X
3337,110,1108,DESQview/X
3338,22,1109,Educational Technology
3339,22,1110,Educational Technology
3340,10,1111,Human-Computer Interaction
3341,22,1112,Educational Technology
3342,57,1113,X-Windows
3343,42,1114,Artificial Intelligence
3344,257,1115,Lecture Notes in Artificial Intelligence
3345,14,1116,Disability
3346,137,1117,Rehabilitation Engineering
3347,71,1118,Marketing
3348,42,1119,Artificial Intelligence
3349,23,1120,Computer Graphics
3350,63,1121,Virtual Reality
3351,29,1122,Expert Systems
3352,34,1123,Software Engineering
3353,7,1124,Human Factors
3354,116,1125,Telecommunications
3355,61,1126,Psychology
3356,92,1127,Lecture Notes in Computer Science
3357,10,1128,Human-Computer Interaction
3358,158,1129,Software Management
3359,103,1130,Ergonomics
3360,9,1131,General Purpose
3361,34,1132,Software Engineering
3362,10,1133,Human-Computer Interaction
3363,10,1134,Human-Computer Interaction
3364,148,1135,Visual Systems
3365,22,1136,Educational Technology
3366,23,1137,Computer Graphics
3367,15,1138,User Interfaces
3368,127,1139,DRIVE
3369,21,1140,Assistive Technology
3370,148,1141,Visual Systems
3371,83,1142,Communication Aids
3372,104,1143,Management
3373,86,1144,Systems Analysis
3374,89,1145,Networks
3375,14,1146,Disability
3376,196,1147,Programming Languages
3377,261,1148,UNIX Programming
3378,104,1149,Management
3379,104,1150,Management
3380,104,1151,Management
3381,104,1152,Management
3382,104,1153,Management
3383,25,1154,Robotics
3384,31,1155,Object-Oriented Programming
3385,216,1156,Internet
3386,75,1157,Databases
3387,14,1158,Disability
3388,26,1159,Computer Science
3389,7,1160,Human Factors
3390,10,1161,Human-Computer Interaction
3391,22,1162,Educational Technology
3392,42,1163,Artificial Intelligence
3393,152,1165,Systems Design
3394,83,1166,Communication Aids
3395,61,1167,Psychology
3396,61,1168,Psychology
3397,41,1169,Multimedia Systems
3398,14,1170,Disability
3399,14,1171,Disability
3400,38,1172,Natural Language
3401,29,1173,Expert Systems
3402,103,1174,Ergonomics
3403,10,1175,Human-Computer Interaction
3404,57,1176,X-Windows
3405,15,1177,User Interfaces
3406,10,1178,Human-Computer Interaction
3407,30,1179,Innovation
3408,41,1180,Multimedia Systems
3409,10,1181,Human-Computer Interaction
3410,79,1182,ESPRIT/HUFIT
3411,79,1183,ESPRIT/HUFIT
3412,29,1184,Expert Systems
3413,22,1185,Educational Technology
3414,257,1186,Lecture Notes in Artificial Intelligence
3415,10,1187,Human-Computer Interaction
3416,46,1188,ESPRIT
3417,71,1189,Marketing
3418,108,1190,Economics
3419,86,1191,Systems Analysis
3420,86,1192,Systems Analysis
3421,30,1193,Innovation
3422,103,1194,Ergonomics
3423,42,1195,Artificial Intelligence
3424,161,1196,Mathematics
3425,116,1197,Telecommunications
3426,7,1198,Human Factors
3427,89,1199,Networks
3428,92,1200,Lecture Notes in Computer Science
3429,14,1201,Disability
3430,42,1202,Artificial Intelligence
3431,22,1203,Educational Technology
3432,22,1204,Educational Technology
3433,78,1205,Hypertext
3434,22,1206,Educational Technology
3435,140,1207,Health Care
3436,22,1208,Educational Technology
3437,257,1209,Lecture Notes in Artificial Intelligence
3438,9,1210,General Purpose
3439,250,1211,Multimedia Programming
3440,29,1212,Expert Systems
3441,15,1213,User Interfaces
3442,22,1214,Educational Technology
3444,10,1216,Human-Computer Interaction
3445,63,1217,Virtual Reality
3446,22,1218,Educational Technology
3447,53,1219,Logic Programming
3448,23,1220,Computer Graphics
3449,90,1221,Information Technology
3450,10,1222,Human-Computer Interaction
3451,10,1223,Human-Computer Interaction
3452,10,1224,Human-Computer Interaction
3453,42,1225,Artificial Intelligence
3454,42,1226,Artificial Intelligence
3455,108,1227,Economics
3456,53,1228,Logic Programming
3457,10,1229,Human-Computer Interaction
3458,116,1230,Telecommunications
3459,29,1231,Expert Systems
3460,29,1232,Expert Systems
3461,68,1233,Multimedia
3462,14,1234,Disability
3463,22,1235,Educational Technology
3464,26,1236,Computer Science
3465,81,1237,Modeling
3466,5,1238,Information Systems
3467,14,1239,Disability
3468,22,1240,Educational Technology
3469,29,1241,Expert Systems
3470,137,1242,Rehabilitation Engineering
3471,23,1243,Computer Graphics
3472,137,1244,Rehabilitation Engineering
3473,26,1245,Computer Science
3474,86,1246,Systems Analysis
3475,15,1247,User Interfaces
3476,42,1248,Artificial Intelligence
3477,10,1249,Human-Computer Interaction
3478,14,1250,Disability
3479,14,1251,Disability
3480,61,1252,Psychology
3481,26,1253,Computer Science
3482,196,1254,Programming Languages
3483,92,1255,Lecture Notes in Computer Science
3484,53,1256,Logic Programming
3485,10,1257,Human-Computer Interaction
3486,76,1258,Dictionaries
3487,70,1259,Human Performance
3488,92,1260,Lecture Notes in Computer Science
3489,5,1261,Information Systems
3490,30,1262,Innovation
3491,103,1263,Ergonomics
3492,103,1264,Ergonomics
3493,103,1265,Ergonomics
3494,5,1266,Information Systems
3495,5,1267,Information Systems
3496,10,1268,Human-Computer Interaction
3497,16,1269,CEC Programs
3498,12,1270,Technical Aids
3499,12,1271,Technical Aids
3500,51,1272,Internet/WEB Design
3501,89,1273,Networks
3502,34,1274,Software Engineering
3503,134,1275,Business
3504,63,1276,Virtual Reality
3505,75,1277,Databases
3506,10,1278,Human-Computer Interaction
3507,164,1279,Authorware
3508,164,1280,Authorware
3509,164,1281,Authorware
3510,10,1282,Human-Computer Interaction
3511,255,1283,Agents
3512,140,1284,Health Care
3513,14,1285,Disability
3514,15,1286,User Interfaces
3515,63,1287,Virtual Reality
3516,8,1288,Ergonomics Course
3517,6,1289,Catalogs
3518,6,1290,Catalogs
3519,6,1291,Catalogs
3520,6,1292,Catalogs
3521,6,1293,Catalogs
3522,103,1294,Ergonomics
3523,9,1295,General Purpose
3524,53,1296,Logic Programming
3525,90,1297,Information Technology
3526,14,1298,Disability
3527,22,1299,Educational Technology
3528,89,1300,Networks
3529,49,1301,Statistics
3530,10,1302,Human-Computer Interaction
3531,15,1303,User Interfaces
3532,207,1304,Computer Supported Cooperative Work
3533,15,1305,User Interfaces
3534,15,1306,User Interfaces
3535,15,1307,User Interfaces
3536,15,1308,User Interfaces
3537,15,1309,User Interfaces
3538,14,1310,Disability
3539,15,1311,User Interfaces
3540,49,1312,Statistics
3541,23,1313,Computer Graphics
3542,23,1314,Computer Graphics
3543,22,1315,Educational Technology
3544,152,1316,Systems Design
3545,152,1317,Systems Design
3546,152,1318,Systems Design
3547,76,1319,Dictionaries
3548,61,1320,Psychology
3549,257,1321,Lecture Notes in Artificial Intelligence
3550,42,1322,Artificial Intelligence
3551,14,1323,Disability
3552,90,1324,Information Technology
3553,22,1325,Educational Technology
3554,257,1326,Lecture Notes in Artificial Intelligence
3555,10,1327,Human-Computer Interaction
3556,42,1328,Artificial Intelligence
3557,110,1329,DESQview/X
3558,6,1330,Catalogs
3559,83,1331,Communication Aids
3560,15,1332,User Interfaces
3561,165,1333,Backup
3562,165,1334,Backup
3563,78,1335,Hypertext
3564,78,1336,Hypertext
3565,83,1337,Communication Aids
3566,42,1338,Artificial Intelligence
3567,51,1339,Internet/WEB Design
3568,22,1340,Educational Technology
3569,78,1341,Hypertext
3570,76,1342,Dictionaries
3571,9,1343,General Purpose
3572,41,1344,Multimedia Systems
3573,81,1345,Modeling
3574,83,1346,Communication Aids
3575,19,1347,Sociology
3576,6,1348,Catalogs
3577,49,1349,Statistics
3578,81,1350,Modeling
3579,68,1351,Multimedia
3580,14,1352,Disability
3581,7,1353,Human Factors
3582,7,1354,Human Factors
3583,49,1355,Statistics
3584,104,1356,Management
3585,31,1357,Object-Oriented Programming
3586,42,1358,Artificial Intelligence
3587,42,1359,Artificial Intelligence
3588,9,1360,General Purpose
3589,104,1361,Management
3590,168,1362,Modem
3591,39,1363,Microsoft Office
3592,39,1364,Microsoft Office
3593,169,1365,Microsoft Visual C
3594,100,1366,MS-Windows
3595,128,1367,MS-DOS
3596,170,1368,Microsoft Windows
3597,27,1369,IBM PC
3598,100,1370,MS-Windows
3599,171,1371,Microsoft MASM
3600,171,1372,Microsoft MASM
3601,171,1373,Microsoft MASM
3602,171,1374,Microsoft MASM
3603,131,1375,Mouse
3604,131,1376,Mouse
3605,131,1377,Mouse
3606,196,1378,Programming Languages
3607,131,1379,Mouse
3608,131,1380,Mouse
3609,131,1381,Mouse
3610,128,1382,MS-DOS
3611,128,1383,MS-DOS
3612,128,1384,MS-DOS
3613,128,1385,MS-DOS
3614,100,1386,MS-Windows
3615,100,1387,MS-Windows
3616,173,1388,Microsoft Visual C++
3617,173,1389,Microsoft Visual C++
3618,173,1390,Microsoft Visual C++
3619,173,1391,Microsoft Visual C++
3620,173,1392,Microsoft Visual C++
3621,100,1393,MS-Windows
3622,39,1394,Microsoft Office
3623,39,1395,Microsoft Office
3624,39,1396,Microsoft Office
3625,39,1397,Microsoft Office
3626,39,1398,Microsoft Office
3627,39,1399,Microsoft Office
3628,174,1400,Microsoft Visual Basic
3629,174,1401,Microsoft Visual Basic
3630,169,1402,Microsoft Visual C
3631,173,1403,Microsoft Visual C++
3632,100,1404,MS-Windows
3633,175,1405,Microsoft Windows NT
3634,175,1406,Microsoft Windows NT
3635,100,1407,MS-Windows
3636,100,1408,MS-Windows
3637,100,1409,MS-Windows
3638,100,1410,MS-Windows
3639,100,1411,MS-Windows
3640,100,1412,MS-Windows
3641,100,1413,MS-Windows
3642,39,1414,Microsoft Office
3643,128,1415,MS-DOS
3644,128,1416,MS-DOS
3645,250,1417,Multimedia Programming
3646,250,1418,Multimedia Programming
3647,250,1419,Multimedia Programming
3648,100,1420,MS-Windows
3649,174,1421,Microsoft Visual Basic
3650,174,1422,Microsoft Visual Basic
3651,143,1423,Windows Programming
3652,143,1424,Windows Programming
3653,143,1425,Windows Programming
3654,143,1426,Windows Programming
3655,143,1427,Windows Programming
3656,143,1428,Windows Programming
3657,22,1429,Educational Technology
3658,22,1430,Educational Technology
3659,14,1431,Disability
3660,49,1432,Statistics
3661,86,1433,Systems Analysis
3662,89,1434,Networks
3663,116,1435,Telecommunications
3664,89,1436,Networks
3665,89,1437,Networks
3666,116,1438,Telecommunications
3667,9,1439,General Purpose
3668,26,1440,Computer Science
3669,103,1441,Ergonomics
3670,123,1442,DELTA
3671,42,1443,Artificial Intelligence
3672,26,1444,Computer Science
3673,59,1445,Software Development
3674,123,1446,DELTA
3675,134,1447,Business
3676,92,1448,Lecture Notes in Computer Science
3677,37,1449,TIDE COST
3678,10,1450,Human-Computer Interaction
3679,10,1451,Human-Computer Interaction
3680,22,1452,Educational Technology
3681,14,1453,Disability
3682,140,1454,Health Care
3683,25,1455,Robotics
3684,42,1456,Artificial Intelligence
3685,116,1457,Telecommunications
3686,24,1458,Knowledge-Based Systems
3687,14,1459,Disability
3688,134,1460,Business
3689,26,1461,Computer Science
3690,81,1462,Modeling
3691,250,1463,Multimedia Programming
3692,177,1464,S/W Documentation
3693,63,1465,Virtual Reality
3694,42,1466,Artificial Intelligence
3695,53,1467,Logic Programming
3696,14,1468,Disability
3697,72,1469,Rehabilitation Technology
3698,104,1470,Management
3699,10,1471,Human-Computer Interaction
3700,72,1472,Rehabilitation Technology
3701,63,1473,Virtual Reality
3702,22,1474,Educational Technology
3703,29,1475,Expert Systems
3704,15,1476,User Interfaces
3705,15,1477,User Interfaces
3706,15,1478,User Interfaces
3707,250,1479,Multimedia Programming
3709,75,1481,Databases
3710,54,1482,Vocational Training
3711,26,1483,Computer Science
3712,9,1484,General Purpose
3713,42,1485,Artificial Intelligence
3714,22,1486,Educational Technology
3715,22,1487,Educational Technology
3716,15,1488,User Interfaces
3717,27,1489,IBM PC
3718,89,1490,Networks
3719,42,1491,Artificial Intelligence
3720,9,1492,General Purpose
3721,106,1493,Visualization
3722,49,1494,Statistics
3723,23,1495,Computer Graphics
3724,7,1496,Human Factors
3725,22,1497,Educational Technology
3726,10,1498,Human-Computer Interaction
3727,15,1499,User Interfaces
3728,15,1500,User Interfaces
3729,15,1501,User Interfaces
3730,78,1502,Hypertext
3731,80,1503,Usability
3732,15,1504,User Interfaces
3733,116,1505,Telecommunications
3734,116,1506,Telecommunications
3735,61,1507,Psychology
3736,10,1508,Human-Computer Interaction
3737,10,1509,Human-Computer Interaction
3738,7,1510,Human Factors
3739,25,1511,Robotics
3740,103,1512,Ergonomics
3741,92,1513,Lecture Notes in Computer Science
3742,128,1514,MS-DOS
3743,83,1515,Communication Aids
3744,89,1516,Networks
3745,24,1517,Knowledge-Based Systems
3746,29,1518,Expert Systems
3747,30,1519,Innovation
3748,7,1520,Human Factors
3749,23,1521,Computer Graphics
3750,42,1522,Artificial Intelligence
3751,141,1523,Telematics
3752,42,1524,Artificial Intelligence
3753,22,1525,Educational Technology
3754,89,1526,Networks
3755,9,1527,General Purpose
3756,10,1528,Human-Computer Interaction
3757,104,1529,Management
3758,103,1532,Ergonomics
3759,75,1533,Databases
3760,53,1534,Logic Programming
3761,83,1535,Communication Aids
3762,14,1536,Disability
3763,77,1537,Hypermedia
3764,47,1538,Graphics Programming
3765,79,1539,ESPRIT/HUFIT
3766,15,1540,User Interfaces
3767,15,1541,User Interfaces
3768,83,1542,Communication Aids
3769,8,1543,Ergonomics Course
3770,7,1544,Human Factors
3771,37,1545,TIDE COST
3772,42,1546,Artificial Intelligence
3773,113,1547,Microcomputers
3774,113,1548,Microcomputers
3775,5,1549,Information Systems
3776,14,1550,Disability
3777,76,1551,Dictionaries
3778,76,1552,Dictionaries
3779,76,1553,Dictionaries
3780,76,1554,Dictionaries
3781,76,1555,Dictionaries
3782,3,1556,Communications
3783,75,1558,Databases
3784,89,1559,Networks
3785,143,1560,Windows Programming
3786,31,1561,Object-Oriented Programming
3787,116,1562,Telecommunications
3788,86,1563,Systems Analysis
3789,104,1564,Management
3790,63,1565,Virtual Reality
3791,51,1566,Internet/WEB Design
3792,75,1567,Databases
3793,257,1568,Lecture Notes in Artificial Intelligence
3794,146,1569,Braille
3795,22,1570,Educational Technology
3796,23,1571,Computer Graphics
3797,7,1572,Human Factors
3798,108,1573,Economics
3799,76,1574,Dictionaries
3800,29,1576,Expert Systems
3801,75,1577,Databases
3803,42,1579,Artificial Intelligence
3804,76,1580,Dictionaries
3805,23,1581,Computer Graphics
3806,29,1582,Expert Systems
3807,103,1583,Ergonomics
3808,113,1584,Microcomputers
3809,26,1585,Computer Science
3810,14,1586,Disability
3811,14,1587,Disability
3812,14,1588,Disability
3813,12,1589,Technical Aids
3814,21,1590,Assistive Technology
3815,89,1591,Networks
3816,40,1592,Computational Linguistics
3817,116,1593,Telecommunications
3818,14,1594,Disability
3819,116,1595,Telecommunications
3820,116,1596,Telecommunications
3821,53,1597,Logic Programming
3822,7,1598,Human Factors
3823,15,1599,User Interfaces
3824,140,1600,Health Care
3825,23,1601,Computer Graphics
3826,15,1602,User Interfaces
3827,257,1603,Lecture Notes in Artificial Intelligence
3828,34,1604,Software Engineering
3829,79,1605,ESPRIT/HUFIT
3830,75,1606,Databases
3831,10,1607,Human-Computer Interaction
3832,63,1608,Virtual Reality
3833,10,1609,Human-Computer Interaction
3834,90,1610,Information Technology
3835,28,1611,Programming Language C
3837,179,1613,RTLink/Plus
3838,112,1614,H/W Documentation
3839,14,1615,Disability
3840,142,1616,Cognitive Science
3841,22,1617,Educational Technology
3842,181,1618,Voice Processing
3843,75,1619,Databases
3844,80,1620,Usability
3845,10,1621,Human-Computer Interaction
3846,72,1622,Rehabilitation Technology
3847,72,1623,Rehabilitation Technology
3848,72,1624,Rehabilitation Technology
3849,72,1625,Rehabilitation Technology
3850,72,1626,Rehabilitation Technology
3851,28,1627,Programming Language C
3852,9,1628,General Purpose
3853,103,1629,Ergonomics
3854,34,1630,Software Engineering
3855,208,1631,Microprocessors
3856,89,1632,Networks
3857,85,1633,Prolog
3858,85,1634,Prolog
3859,85,1635,Prolog
3860,85,1636,Prolog
3861,85,1637,Prolog
3862,257,1638,Lecture Notes in Artificial Intelligence
3863,100,1639,MS-Windows
3864,181,1640,Voice Processing
3865,48,1641,RACE
3866,48,1642,RACE
3867,48,1643,RACE
3868,48,1644,RACE
3869,48,1645,RACE
3870,48,1646,RACE
3871,48,1647,RACE
3872,48,1648,RACE
3873,48,1649,RACE
3874,48,1650,RACE
3875,48,1651,RACE
3876,48,1652,RACE
3877,48,1653,RACE
3878,48,1654,RACE
3879,48,1655,RACE
3880,48,1656,RACE
3881,168,1657,Modem
3882,78,1658,Hypertext
3883,113,1659,Microcomputers
3884,9,1660,General Purpose
3885,42,1661,Artificial Intelligence
3886,25,1662,Robotics
3887,26,1663,Computer Science
3888,26,1664,Computer Science
3889,257,1665,Lecture Notes in Artificial Intelligence
3890,89,1666,Networks
3891,10,1667,Human-Computer Interaction
3892,10,1668,Human-Computer Interaction
3893,61,1669,Psychology
3894,61,1670,Psychology
3895,42,1671,Artificial Intelligence
3896,34,1672,Software Engineering
3897,22,1673,Educational Technology
3898,14,1674,Disability
3899,43,1675,Directory
3900,21,1676,Assistive Technology
3901,72,1677,Rehabilitation Technology
3902,54,1678,Vocational Training
3903,21,1679,Assistive Technology
3904,29,1680,Expert Systems
3905,8,1681,Ergonomics Course
3906,42,1682,Artificial Intelligence
3907,42,1683,Artificial Intelligence
3908,83,1684,Communication Aids
3909,83,1685,Communication Aids
3910,23,1686,Computer Graphics
3911,23,1687,Computer Graphics
3912,22,1688,Educational Technology
3913,22,1689,Educational Technology
3914,42,1690,Artificial Intelligence
3915,33,1691,Speech Recognition
3916,22,1692,Educational Technology
3917,15,1693,User Interfaces
3918,10,1694,Human-Computer Interaction
3919,81,1695,Modeling
3920,37,1696,TIDE COST
3921,81,1697,Modeling
3922,53,1698,Logic Programming
3923,12,1699,Technical Aids
3924,19,1700,Sociology
3925,103,1701,Ergonomics
3926,14,1702,Disability
3927,142,1703,Cognitive Science
3930,116,1706,Telecommunications
3931,116,1707,Telecommunications
3932,12,1708,Technical Aids
3933,76,1709,Dictionaries
3934,119,1710,BICEPS
3935,71,1711,Marketing
3936,46,1712,ESPRIT
3937,46,1713,ESPRIT
3938,46,1714,ESPRIT
3939,46,1715,ESPRIT
3940,15,1716,User Interfaces
3941,12,1717,Technical Aids
3942,14,1718,Disability
3943,71,1719,Marketing
3944,68,1720,Multimedia
3945,108,1721,Economics
3946,26,1722,Computer Science
3947,14,1723,Disability
3948,42,1724,Artificial Intelligence
3949,42,1725,Artificial Intelligence
3950,42,1726,Artificial Intelligence
3951,26,1727,Computer Science
3952,34,1728,Software Engineering
3953,182,1729,TIDE/COST
3954,30,1730,Innovation
3955,42,1731,Artificial Intelligence
3956,9,1732,General Purpose
3957,7,1733,Human Factors
3958,31,1734,Object-Oriented Programming
3959,14,1735,Disability
3960,14,1736,Disability
3961,14,1737,Disability
3962,71,1738,Marketing
3963,108,1739,Economics
3964,5,1740,Information Systems
3965,58,1741,ERCIM
3966,10,1742,Human-Computer Interaction
3967,10,1743,Human-Computer Interaction
3968,7,1744,Human Factors
3969,34,1745,Software Engineering
3970,10,1746,Human-Computer Interaction
3971,10,1747,Human-Computer Interaction
3972,7,1748,Human Factors
3973,14,1749,Disability
3974,14,1750,Disability
3975,14,1751,Disability
3976,51,1752,Internet/WEB Design
3977,54,1753,Vocational Training
3978,184,1754,SAS Software
3979,184,1755,SAS Software
3980,184,1756,SAS Software
3981,184,1757,SAS Software
3982,184,1758,SAS Software
3984,184,1760,SAS Software
3985,184,1761,SAS Software
3986,184,1762,SAS Software
3987,184,1763,SAS Software
3988,184,1764,SAS Software
3989,184,1765,SAS Software
3990,184,1766,SAS Software
3991,184,1767,SAS Software
3992,184,1768,SAS Software
3993,184,1769,SAS Software
3994,184,1770,SAS Software
3995,184,1771,SAS Software
3996,184,1772,SAS Software
3997,184,1773,SAS Software
3998,184,1774,SAS Software
3999,184,1775,SAS Software
4000,184,1776,SAS Software
4001,184,1777,SAS Software
4002,82,1778,AIM
4003,14,1779,Disability
4004,15,1780,User Interfaces
4005,22,1781,Educational Technology
4007,22,1783,Educational Technology
4008,23,1784,Computer Graphics
4009,42,1785,Artificial Intelligence
4010,57,1786,X-Windows
4011,181,1787,Voice Processing
4012,92,1788,Lecture Notes in Computer Science
4013,15,1789,User Interfaces
4014,21,1790,Assistive Technology
4015,12,1791,Technical Aids
4016,10,1792,Human-Computer Interaction
4017,42,1793,Artificial Intelligence
4018,89,1794,Networks
4019,22,1795,Educational Technology
4020,26,1796,Computer Science
4021,5,1797,Information Systems
4022,5,1798,Information Systems
4023,185,1799,WorldToolKit for Windows
4024,185,1800,WorldToolKit for Windows
4025,185,1801,WorldToolKit for Windows
4026,185,1802,WorldToolKit for Windows
4027,185,1803,WorldToolKit for Windows
4028,112,1804,H/W Documentation
4029,42,1805,Artificial Intelligence
4030,10,1806,Human-Computer Interaction
4031,10,1807,Human-Computer Interaction
4032,7,1808,Human Factors
4033,207,1809,Computer Supported Cooperative Work
4034,48,1810,RACE
4035,86,1811,Systems Analysis
4036,22,1812,Educational Technology
4037,70,1813,Human Performance
4038,25,1814,Robotics
4039,10,1815,Human-Computer Interaction
4040,26,1816,Computer Science
4041,10,1817,Human-Computer Interaction
4042,10,1818,Human-Computer Interaction
4043,78,1819,Hypertext
4044,10,1820,Human-Computer Interaction
4045,42,1821,Artificial Intelligence
4046,80,1822,Usability
4047,103,1823,Ergonomics
4049,14,1825,Disability
4050,24,1826,Knowledge-Based Systems
4051,34,1827,Software Engineering
4052,42,1828,Artificial Intelligence
4053,78,1829,Hypertext
4054,90,1830,Information Technology
4055,257,1831,Lecture Notes in Artificial Intelligence
4056,22,1832,Educational Technology
4057,22,1833,Educational Technology
4058,48,1834,RACE
4059,108,1835,Economics
4060,42,1836,Artificial Intelligence
4061,89,1837,Networks
4062,10,1838,Human-Computer Interaction
4063,57,1839,X-Windows
4064,10,1840,Human-Computer Interaction
4065,10,1841,Human-Computer Interaction
4066,103,1842,Ergonomics
4067,9,1843,General Purpose
4068,26,1844,Computer Science
4069,61,1845,Psychology
4070,34,1846,Software Engineering
4071,34,1847,Software Engineering
4072,22,1848,Educational Technology
4073,137,1849,Rehabilitation Engineering
4074,89,1850,Networks
4075,112,1851,H/W Documentation
4076,110,1852,DESQview/X
4077,187,1853,Speech Recognition Systems
4078,187,1854,Speech Recognition Systems
4079,187,1855,Speech Recognition Systems
4080,187,1856,Speech Recognition Systems
4081,26,1857,Computer Science
4082,23,1858,Computer Graphics
4083,23,1859,Computer Graphics
4084,10,1860,Human-Computer Interaction
4085,5,1861,Information Systems
4086,89,1862,Networks
4087,89,1863,Networks
4088,78,1864,Hypertext
4089,10,1865,Human-Computer Interaction
4090,7,1866,Human Factors
4091,85,1867,Prolog
4092,85,1868,Prolog
4093,85,1869,Prolog
4094,21,1870,Assistive Technology
4095,72,1871,Rehabilitation Technology
4096,9,1872,General Purpose
4097,61,1873,Psychology
4098,116,1874,Telecommunications
4099,42,1875,Artificial Intelligence
4100,37,1876,TIDE COST
4101,15,1877,User Interfaces
4102,101,1878,Pattern Recognition
4103,83,1879,Communication Aids
4105,26,1881,Computer Science
4106,51,1882,Internet/WEB Design
4107,47,1883,Graphics Programming
4108,9,1884,General Purpose
4109,80,1885,Usability
4110,161,1886,Mathematics
4111,5,1887,Information Systems
4112,113,1888,Microcomputers
4113,78,1889,Hypertext
4114,113,1890,Microcomputers
4115,26,1891,Computer Science
4116,14,1892,Disability
4117,15,1893,User Interfaces
4118,15,1894,User Interfaces
4119,31,1895,Object-Oriented Programming
4120,27,1896,IBM PC
4121,20,1897,Sun Systems
4122,20,1898,Sun Systems
4123,20,1899,Sun Systems
4124,20,1900,Sun Systems
4125,20,1901,Sun Systems
4126,20,1902,Sun Systems
4127,20,1903,Sun Systems
4128,20,1904,Sun Systems
4129,20,1905,Sun Systems
4130,20,1906,Sun Systems
4131,20,1907,Sun Systems
4132,20,1908,Sun Systems
4133,20,1909,Sun Systems
4134,20,1910,Sun Systems
4135,20,1911,Sun Systems
4136,20,1912,Sun Systems
4137,20,1913,Sun Systems
4138,20,1914,Sun Systems
4139,20,1915,Sun Systems
4140,20,1916,Sun Systems
4141,20,1917,Sun Systems
4142,20,1918,Sun Systems
4143,20,1919,Sun Systems
4144,20,1920,Sun Systems
4145,20,1921,Sun Systems
4146,20,1922,Sun Systems
4147,20,1923,Sun Systems
4148,20,1924,Sun Systems
4149,20,1925,Sun Systems
4150,20,1926,Sun Systems
4151,20,1927,Sun Systems
4152,20,1928,Sun Systems
4153,20,1929,Sun Systems
4154,20,1930,Sun Systems
4155,20,1931,Sun Systems
4156,20,1932,Sun Systems
4157,20,1933,Sun Systems
4158,20,1934,Sun Systems
4159,20,1935,Sun Systems
4160,20,1936,Sun Systems
4161,20,1937,Sun Systems
4162,20,1938,Sun Systems
4163,20,1939,Sun Systems
4164,20,1940,Sun Systems
4165,20,1941,Sun Systems
4166,20,1942,Sun Systems
4167,20,1943,Sun Systems
4168,20,1944,Sun Systems
4169,20,1945,Sun Systems
4170,20,1946,Sun Systems
4171,20,1947,Sun Systems
4172,20,1948,Sun Systems
4173,20,1949,Sun Systems
4174,20,1950,Sun Systems
4175,20,1951,Sun Systems
4176,20,1952,Sun Systems
4177,20,1953,Sun Systems
4178,20,1954,Sun Systems
4179,20,1955,Sun Systems
