BookID,Category,CopiesNo,CoverType,FotocopiesNo,ISBN,Includes,Origin,PublicationYear,Publisher,Shelf,Theme,Title
3808,proceedings,1,paperback,0,,,,2913,springer,,"proceedings of the 15th international conference hci international 2013, las vegas, nv, usa, july 2013 lncs 8008, part v.",human-computer interaction: towards intelligent and implicit interaction
3809,book,1,hardbound,0,9781447165170,,cs,2009,springer,ami,it is a reference book for the basics of haptic interaction and exisiting haptic systems and methods as well as an excellent source of information for technical questions arising in the design process of systems nad components.,engineering haptic devices: aq beginner's guide (second edition)
3810,book,1,hardbound,0,9781447165323,,cs,2014,springer,ami,it focuses on the cognitive mechanisms underlying the use of multiple sources of information in softness perception.,multisensory softness: perceived compliance from multiple sources of information
3811,book,1,hardbound,0,9783319155937,,cs,2015,springer,ami,it presents prerspectives regarding the great impact pen and tablet technolgiy can have on classrooms and education,the impact of pen and touch technolgy on education
3812,book,1,hardbound,0,978144716445,,cs,2014,springer,ami,it explores how current technology and the use of offthe-shelf technologies can be exploited to achieve more innovative and affordable ways to harness the entertaiment power of creating.,entertaining the whole world
3813,book,1,paperback,0,9783319062044,,cs,2014,springer,ami,"this is the first book to explore the exciting new field of augmented reality art and its enabling technologies,",augmented reality art: from an emerging technology to a novel creative medium
3814,book,1,paperback,0,9781447166382,,cs,2014,springer,ami,"it provides detailed guidance on writing and presentations and a comprehensive introduction to researtch methods, the how to of being a successful scientist.",writing for computer science (third edition)
3815,book,1,paperback,0,9781441965905,,cs,2010,springer,ami,this book is a guide to writing and giving presentationsfor non-native speakers of english of all disciplines.,english for presentations at international conferences
3816,book,1,paperback,0,9783319042855,,cs,2014,springer,ami,,how to write a better thesis (third edition)
3817,book,1,paperback,0,9786155270192,memory stick,,2015,ios press,ami,"proceedings of 13th european conference of the association for the advancement of assistive technology in europe (aaate 2015), budapest, hungary, 9-12 september 2015. (final program and book of abstracts)",aaate 2015: advancing assistive technology and eaccessibility for people with disabilities and the aging population
3818,book,1,hardbound,0,9781447155348,,cs,2013,springer,ami,thiw book presents the state-of-the-art in the application of digital technologies to heritage studies.,visual heritage in the digital age
3819,book,1,hardbound,0,9783319045092,,cs,2014,springer,,"this book draws on research methods from other disciplines such as interaction design, human-computer interaction and practice based research.",interactive experience in the digital age: evaluating new art practice
3820,book,1,hardbound,0,9781447129899,,cs,2013,springer,,"topics discussed include interactive music systems, digital and virtual musical instruments, theories, methodologies and technologies for music interaction.",music and human-computer interaction
3821,book,1,hardbound,0,9781447163916,,cs,2014,springer,ami,this field is interdisciplinaty and encapsulates a significant breadth of knowledge from neuroscience to engineering.,advances in physiological computing
3822,book,1,hardbound,0,9781447153696,,cs,2013,springer,ami,,understanding learning in virtual words
3823,book,1,hardbound,0,9781447154440,,cs,2013,springer,ami,,"new trends in interaction, virtual reality and modeling"
3824,book,1,hardbound,0,9781447154983,,cs,2013,springer,,,distributed user interfaces: usability and collaboration
3825,book,2,hardbound,0,9781447156031,,cs,2014,springer,,one copy is paperback,paersonality capture and emulation
3826,book,1,,0,,,,2013,springer,,,
3827,book,1,hardbound,0,9781447153009,,cs,2013,springer,,,semantic models for adaptive interactive systems
3828,book,1,hardbound,0,9781447147831,,cs,2013,springer,,,"eye gaze in intelligent user interfaces: gaze-bazed analyses, models and applications"
3829,book,1,hardbound,0,9781447154051,,cs,2013,springer,,,electronic visualisation in arts and culture
3830,book,1,paperback,0,9783319061146,,cs,2014,springer,,,semantic acquisition games: harnessing manpower for creating semantics
3831,book,1,hardbound,0,9783319054902,,cs,2014,springer,,,human-centered social analytics
3832,book,1,hardbound,0,9783319056557,,cs,2014,springer,,,innovative practices in teachning information sciences and technology: experience reports and reflections
3833,book,1,hardbound,0,9781461488057,,cs,2013,springer,,,handbook of human computation
3834,book,1,hardbound,0,97814614,,cs,2014,springer,,,handbook of human centric visualisation
3835,book,1,hardbound,0,978146145307,,cs,2013,springer,,,facebook nation: total information awareness
3836,book,1,hardbound,0,9781447147688,,cs,2013,springer,ami,,game analytics: maximizing the value of player data
3837,book,1,hardbound,0,9783642538506,,cs,2014,springer,,,object-oriented user interfaces for personalised mobile learning
3838,book,1,hardbound,0,9781447148401,,cs,2013,springer,,,"reproduction of tactical textures: transducers, mechanics and signal encoding"
3839,proceedings,1,hardbound,0,9783642551420,,cs,2013,,,"proceedings of the 9th ifip wg 5.5. international summer workshop on multimodal interfaces , enterface 2013, lisbon, portugal, july 5 - aust 9, 2013.",innovative and creative deveopments in multimodal interaction systems
3840,book,1,hardbound,0,9781447152033,,cs,2013,springer,ami,,multi-finger haptic interaction
3841,book,1,hardbound,0,9783642365799,,cs,2013,springer,,,learning c# by programming games
3842,book,1,hardbound,0,9783319000251,,cs,2014,springer,,,"opening science: the evolving guide on how the internet is changing research, collaboration and scholarly publishing"
3843,book,1,paperback,0,9783642358692,,cs,2013,springer,ami,"proceedings of the 1st interantional workshop on cultural heritage and the temples of anglor chair of global art history, heidelberg university, 2-5 may 2010.","""archaeologizing"" hertage? trancultural entaglementsbetween loacal social practices and global virtual realities"
3844,book,1,paperback,0,9783642379185,,cs,2013,springer,ami,special issue of the journal of transactions on entertainment,transactions on entertainment x
3845,book,1,paperback,0,9783642373459,,cs,2013,springer,ami,,your virtual butler: the making-of
3846,book,1,hardbound,0,9783642367656,,cs,2013,springer,,,tv-anytime: paving the way for personalized tv
3847,book,1,hardbound,0,9789462390171,,cs,2013,atlantis press,ami,,human aspects in ambient intelligence: contemporary challenges and solutions
3848,book,1,hardbound,0,9789814021890,,cs,2013,springer,ami,,3d immersive and interactive learning
3849,book,1,hardbound,0,9789814585682,,cs,2014,springer,,,human computer interaction using hand gestures
3850,book,1,hardbound,0,9783319058094,,cs,2014,springer,,,an evaluation framework for multimodal interaction: disseminating quality aspects and modality choice
3851,,1,,0,,,,,,,,u
3852,book,1,hardbound,0,9783319026800,,cs,2014,springer,,,"quality of experience: advanced concepts, applications and methods"
3853,book,1,hardbound,0,9789814560955,,cs,2014,springer,,this book is about user interfaces to applications that have been designed for social and physical interaction.,playful user interfaces: interfaces that invite social and physical interaction
3854,book,1,hardbound,0,9789814560313,,cs,2014,springer,,,"simpuations, serious games and their applications"
3855,book,1,hardbound,0,9789814560252,,cs,2014,springer,,,trends and applications of serious gaming and social media
3856,booklet,1,paperback,0,9783319052290,,cs,2014,springer,ami,,activating the tools of social media for innovative collaboration in the enterprise
3857,booklet,1,paperback,0,,,cs,2014,springer,ami,,grand challenges in technology enhanced learning: outcomes of the 3rd alpine rendez-vouz
3858,booklet,1,paperback,0,9783642360824,,cs,2013,springer,,,brain-computer interface research: a state-of-the-art summary
3859,booklet,1,paperback,0,9788847052468,,cs,2013,springer,ami,,wearing empodied emotions: a practice based design research on wearable technology
3860,booklet,1,paperback,0,9781461492716,,cs,2014,springer,ami,,twitter data analytics
3861,booklet,1,paperback,0,9781447153962,,cs,2014,springer,ami,,experience with technology: dynamics of user experiencewith mobile media services
3862,booklet,1,paperback,0,9781447155850,,cs,2013,springer,,,data security breaches and privacy in europe
3863,,1,,0,,,,,s,,,
3864,book,1,hardbound,0,97814475150817,,cs,2013,springer,ami,,a multimodal end-2-end approach to accessible computing
3865,proceedings,1,paperback,0,9783319209005,,cs,2015,springer,ami,"proceedings of the 17th international conference hci international 2015, los angeles, cs, usa, 2-7 august 2015, part i.",human-computer interaction: design and evaluation
3866,proceedings,1,paperback,0,9783319209159,,cs,2015,springer,ami,"proceedings of the 17th international conference hci international 2015, los angeles, cs, usa, 2-7 august 2015, part ii.",human-computer interaction: interaction technologies
3867,proceedings,1,paperback,0,978331921005,,cs,2015,springer,ami,"proceedings of the 17th international conference hci international 2015, los angeles, cs, usa, 2-7 august 2015, part iii.",human-computer interaction: users and contexts
3868,proceedings,1,paperback,0,9783319206110,,cs,2015,springer,ami,"proceedings of the 17th international conference hci international 2015, los angeles, cs, usa, 2-7 august 2015, part i.",human interface and the management information: information and knowledge design
3869,proceedings,1,paperback,0,9783319206172,,cs,2015,springer,ami,"proceedings of the 17th international conference hci international 2015, los angeles, cs, usa, 2-7 august 2015, part ii.",human interface and the management information: information and knowledge in context
3870,proceedings,1,paperback,0,978331920885,,cs,2015,springer,ami,"proceedings of the 4th international conference duxu 2015, held as part of hci international 2015, los angeles, cs, usa, 2-7 august 2015, part i.","design, user experience and usability: design discourse"
3871,proceedings,1,paperback,0,9783319208978,,cs,2015,springer,ami,"proceedings of the 4th international conference duxu 2015, held as part of hci international 2015, los angeles, cs, usa, 2-7 august 2015, part ii.","design, user expereince, and usability: user and interactions"
3872,proceedings,1,paperback,0,9783319208886,,cs,2015,springer,ami,"proceedings of the 4th international conference duxu 2015, held as part of hci international 2015, los angeles, cs, usa, 2-7 august 2015, part iii.",
3873,book,1,paperback,0,1447156055,,cs,2014,springer,ami,,personality capture and emulation
3874,book,1,hardbound,0,9789814560313,,cs,2014,springer,ami,this book presents the state of the art technology to seroius games which is driven extensive by applications and research in simulation.,"simulations, serious games and their applications"
3875,proceedings,1,paperback,0,9783319208886,,cs,2015,springer,ami,"proceedings of the 4th international conference duxu 2015 held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015, part iii.","design, user expereince, and usability: interactive experience design"
3876,proceedings,1,paperback,0,9783319293720,,cs,2015,springer,ami,"proceedings of the 12th international conference epce 2015 held as part of hci international 2015, los angeles, ca, usa august 2-7, 2015.",engineering psychology and cognitive ergonomics 2015
3877,proceedings,1,paperback,0,9783319213798,,cs,2015,springer,ami,"posters extended abstracts , hci international 2015 los angeles ca, usa august 2-7, 2015.","hci international 2015 - poster's extended abstracts, part i"
3878,proceedings,1,paperback,0,9783319213628,,cs,2015,springer,ami,"posters extended abstracts , hci international 2015 los angeles ca, usa august 2-7, 2015.","hci international 2015 - poster's extended abstracts, part ii"
3879,proceedings,1,paperback,0,9783319206776,,cs,2015,springer,ami,"proceedings of the 9th international conference uahci 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part i.",universal access and assistive technology: access to today's technologies
3880,proceedings,1,paperback,0,9783319206806,,cs,2015,springer,ami,"proceedings of the 9th international conference uahci 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part ii.",universal access and assistive technology: access to interaction
3881,proceedings,1,paperback,0,9783319206837,,cs,2015,springer,ami,"proceedings of the 9th international conference uahci 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part iii.","universal access and assistive technology: access to learning, health and well-being"
3882,proceedings,1,paperback,0,,,cs,2015,springer,ami,"proceedings of the 9th international conference uahci 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part iv.",universal access and assistive technology: access to human environment and culture
3883,proceedings,1,paperback,0,9783319210667,,cs,2015,springer,ami,"proceedings of the 7th international conference vamr 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings.","virtual, augmented and mixed reality"
3884,proceedings,1,paperback,0,9783319209067,,cs,2015,springer,ami,"proceedings of the 7th international conference ccd 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part i.","cross-cultural design: methods, practice and impact"
3885,proceedings,1,paperback,0,9783319209333,,cs,2015,springer,ami,"proceedings of the 7th international conference ccd 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part ii.","cross-cultural design: applications in mobile interaction, education, health, transport and cultural heritage"
3886,proceedings,1,paperback,0,9783319208039,,cs,2015,springer,ami,"proceedings of the 3rd international conference dapi 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings.","distributed , ambient, and pervasive interactions 2015"
3887,proceedings,1,paperback,0,9783319203751,,cs,2015,springer,ami,"proceedings of the 3rd international conference has 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings.","human aspects of information security, privacy and trust 2015"
3888,proceedings,1,paperback,0,9783319208947,,cs,2015,springer,ami,"proceedings of the 2nd international conference hcib 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings.",
3889,proceedings,1,paperback,0,9783319206080,,cs,2015,springer,ami,"proceedings of the 2nd international conference lct 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings.",
3890,proceedings,1,paperback,0,9783319208916,,cs,2015,springer,ami,"proceedings of the 1st international conference itap2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part i.",human aspects of it for the aged population: design for aging
3891,proceedings,1,paperback,0,9783319209128,,cs,2015,springer,ami,"proceedings of the 1st international conference itap2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part ii.",human aspects of it for the aged population: design for everyday life
3892,proceedings,1,paperback,0,9783319210728,,cs,2015,springer,ami,"proceedings of the 6th international conference dhm 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part i.","digital human modeling: applications in health, safety, ergonomics and risk management: human modeling"
3893,proceedings,1,paperback,0,9783319210698,,cs,2015,springer,ami,"proceedings of the 6th international conference dhm 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings, part ii.","digital human modeling: applications in health, safety, ergonomics and risk management: ergonomics and health"
3894,proceedings,1,paperback,0,9783319208152,,cs,2015,springer,ami,"proceedings of the 9th international conference ac 2015, held as part of hci international 2015, los angeles, ca, usa, august 2-7, 2015 proceedings.",foundations of augmented cognition 2015
3895,book,1,paperback,0,9780415676809,,cs,2016,routledge,ami,this book examines the impact of innovation on both economic theory and the real world.,innovation and technology: business and economics approaches
3896,book,1,hardbound,0,9781493903771,,cs,2014,springer,ami,"this book brings together new and traditional research methods in human-computer interaction (interviews and observations, ethnography, grounded theory and analysis of digital traces of behaviour).",ways of knowing hci
3897,book,1,hardbound,0,9780134380384,,cs,2016,pearson,ami,"this book is thw 6th edition of a book since 1986 (1992, 1998, 2005, 2010).",designing the user interface strategies for effective human-computer interaction (6th edition)
3898,proceedings,1,paperback,0,9783319389423,,cs,2016,springer,ami,"proceedings of the second international conference itap 2016, held as part of hci international 2016, toronto, on, canada 17-22 july 2016, 9754.","human aspects of it for the aged population: design for aging, part 1"
3899,proceedings,1,paperback,0,9783319399485,,cs,2016,springer,ami,"proceedings of the second international conference itap 2016, held as part of hci international 2016, toronto, on, canada 17-22 july 2016, 9755.","human aspects of it for the aged population: healthy and active aging, part 2"
3900,proceedings,1,paperback,0,9783319402499,,cs,2016,springer,ami,"proceedings of the 10th international conference uahci 2016, held as part of hci international 2016, toronto, on, canada 17-22 july 2016, 9737.","universal access in human-computer interaction: methods, techniques and besat practices, part 1"
3901,proceedings,1,paperback,0,9783319402437,,cs,2016,springer,ami,"proceedings of the 10th international conference uahci 2016, held as part of hci international 2016, toronto, on, canada 17-22 july 2016, 9738.","universal access in human-computer interaction: interaction techniques and environments, part 2"
3902,proceedings,1,paperback,0,9783319402376,,cs,2016,springer,ami,"proceedings of the 10th international conference uahci 2016, held as part of hci international 2016, toronto, on, canada 17-22 july 2016, 9739.","universal access in human-computer interaction: users and context diversity, part 3"
3903,proceedings,1,paperback,0,978331`9395098,,cs,2016,springer,ami,"18th international conference hci international 2016, toronto, on, canada 17-22 july 2016, 9731.","human-computer interaction: theory, design, development and practice, part 1"
3904,proceedings,1,paperback,0,9783319395159,,cs,2016,springer,ami,"proceedings of the 18th international conference hci international 2016, toronto, on, canada 17-22 july 2016, 9732.","human-computer interaction: interaction platforms and techniques, part 2"
3905,proceedings,1,paperback,0,9783319395128,,cs,2016,springer,ami,"proceedings of the 18th international conference hci international 2016, toronto, on, canada 17-22 july 2016, 9733.","human-computer interaction: novel user experiences, part 3"
3906,proceedings,1,paperback,0,9783319399546,,cs,2016,springer,ami,"proceedings of the 10th international conference ac 2016, held as part of hci international 2016, torinto, on, canada, july 17-22 2016, part 1","foundations of augmented cognition: neuroergonomics and operational neuroscience, part 1"
3907,proceedings,1,paperback,0,978331939951,,cs,2016,springer,ami,"proceedings of the 10th international conference ac 2016, held as part of hci international 2016, torinto, on, canada, july 17-22 2016, part 2.","foundations of augmented cognition: neuroergonomics and operational neuroscience, part 2"
3908,proceedings,1,paperback,0,9783319404080,,cs,2016,springer,ami,"proceedings of the 5th international conference, duxu 2016, held as part of hci international 2016, toronto, canada, july 17-22, 2016, part 1","design, user experience, and usability: design thinking and methods, part 1"
3909,proceedings,1,paperback,0,9783319403540,,cs,2016,springer,ami,"proceedings of the 5th international conference, duxu 2016, held as part of hci international 2016, toronto, canada, july 17-22, 2016, part 2","design, user experience and usability: novel user experiences, part 2"
3910,proceedings,1,paperback,0,9783319404059,,cs,2016,springer,ami,"proceedings of the 5th international conference, duxu 2016, held as part of hci international 2016, toronto, canada, july 17-22, 2016, part 3","design, user experience and usability: technological contexts"
3911,proceedings,1,paperback,0,9783319399096,,cs,2016,springer,ami,"proceedings of the 8th international conference, scsm 2016, held as part of hci international 2016, toronto, canada, july 17-22, 2016, 9742.",social computing and social media
3912,proceedings,1,paperback,0,9783319402468,,cs,2016,springer,ami,"proceedings of the 8th international conference, scsm 2016, held as part of hci international 2016, toronto, canada, july 17-22, 2016, 9745.",digital human modeling
3913,proceedings,1,paperback,0,9783319389065,,cs,2016,springer,ami,"proceedings of the 8th international conference, vamr 2016,as part of hci international 2016, toronto, canada, july 17-22 2016, 9740","virtual, augmented and mixed reality"
3914,proceedings,1,paperback,0,9783319400921,,cs,2016,springer,ami,"proceedings of the 8th international conference, ccd 2016, as part of hci international 2016, toronto, canada, july 17-22 2016, 9741",cross-cultural design
3915,proceedings,1,paperback,0,9783319398617,,cs,2016,springer,ami,"proceedings of the 4th international conference, dapi 2016,  as part of hci international 2016, toronto, canada, july 17-22 2016, 9749.","distributed , ambient, and pervasive interactions"
3916,proceedings,1,paperback,0,9783319403488,,cs,2016,springer,ami,"proceedings of the 18th international conference hci international 2016, toronto, canada, july 17-22 2016, 9734","human interface and the management of information: information, design and interaction, part 1"
3917,proceedings,1,paperback,0,9783319403960,,cs,2016,spriber,ami,"proceedings of the 18th international conference hci international 2016, toronto, canada, july 17-22 2016, 9735","human interface and the management of information: information, design and interaction, part 2"
3918,presentation,1,paperback,0,9783319400297,,cs,2016,spriber,ami,"proceedings of the 13th international conference epce 2016, held as part of hci international 2016, toronto, on, canada, jyly 17-222016, 9736.",engineering psychology and cognitive ergonomics
3919,proceedings,1,paperback,0,9783319394824,,cs,2016,springer,ami,"proceedings of the third international conference lct2016, held as part of hci international 2016, toronto, on, canada, ju;y 17-22 2016, 9753",learning cand collaboration technologies
3920,proceedings,1,paperback,0,9793319393803,,cs,2016,springer,ami,"proceedings of the 4th international conference has 2016, held as part of hci international 2016, toronto, on, canada, july 17-22 2016, 9750","human aspects of information security, privacy and trust"
3921,proceedings,1,paperback,0,9783319393957,,cs,2016,springer,ami,"proceedings of the third international conference hcibgo 2016, held as part of hci international 2016, toronto, on, canada, july 17-22 2016, 9751, part 1.","hci in business, government and organisationsq ecommerce and innovation, parf 1"
3922,proceedings,1,paperback,0,9783319393988,,cs,2016,springer,ami,"proceedings of the third international conference hcibgo 2016, held as part of hci international 2016, toronto, on, canada, july 17-22 2016, 9752, part 2.","hci in business, government and organisationsq ecommerce and innovation, parf 2"
3923,proceedings,1,paperback,0,9783319405476,,cs,2016,springer,ami,"proceedings of the 18th international conference hci international 2016, toronto, canada, july, 17-22 2016, 617","hci international 2016 - posters' extended abstracts, part i"
3924,proceedings,1,paperback,0,9783319405414,,cs,2016,spriber,ami,"proceedings of the 18th international conference hci international 2016, toronto, canada, july, 17-22 2016, 618.","hci international 2016 - posters' extended abstracts, part ii"
3925,book,1,paperback/spiral,0,9781680831986,,cs,2016,now,ami,a guide to methods and a broad reviews with a focus on human-computer interaction. it provides the reader with a framework of commonly understood terms associated with experiential constructs and physiological signals.,the psychopysiology primer
3926,proceedings,1,paperback,0,9783319569963,data stick,ami,2017,springer,,"proceedings of the 13th european conference, ami 2017, malaga, spain, april 26-28.",ambient intelligence
3927,book,1,hardbound,0,9783319496061,,cs,2017,spriber,,,mixed reality and gamification for cultural heritage
3928,book,1,hardbound,0,9781482239027,,ics/hci,2017,crc press,,"this book compines the new concept of user engineering and covers the divrsity of users, along with the business processthat includes the deosign and the user's experience processes.",theory of user engineering
3929,book,2,paperback,0,9781447151333,,cs,2014,springer,ami,what system designers need to know about people.,foundations for designing user-centered systems
3930,book,1,hardbound,0,9789811025846,,cs,2017,springer,ami,,"dialogues with social robots: enablements, analyses, and evaluation"
3931,book,1,hardbound,0,9783319334486,,cs,2016,springer,ami,,perspectives on hci research with teenagers
3932,book,1,hardbound,0,9781447172765,,cs,2016,springer,ami,,instictive computing
3933,book,1,hardbound,0,9789811019616,,cs,2017,springer,ami,,playable cities
3934,book,1,hardbound,0,978331915686,,cs,2015,,ami,building hci design and model-driven software engineering,patterns of hci design and hci design of patterns
3935,book,2,hardbound,0,9783319556659,,cs,2017,springer,ami,,hci for children with disabilities
3936,book,1,hardbound,0,9783319430768,,cs,2016,spriber,ami,,being really virtual: immersive natives and the future of virual reality
3937,book,1,hardbound,0,978331930269,,cs,2016,springer,ami,,tangible interactive systems: grasping the real world with computers
3938,book,1,paperback,0,9783319565019,,cs,2017,,ami,information technology and tension between religion and science.,dynamic secularization
3939,book,1,hardbound,0,978331933019,,cs,2016,springer,ami,,virtual sociocul;tural convergence
3940,book,2,hardbound,0,9783319062020,,cs,2014,springer,ami,,augmented reality art: from an emerging technology to a novel creative medium
3941,book,2,hardbound,0,9789811043420,,cs,2017,springer,ami,this book introduces readers to the current status of smart learning in china by providing extensive and accurate data from different contexts of smart learning.,smart learning in smart cities
3942,book,2,hardbound,0,9783319155937,,cs,2015,springer,ami,,the impact of pen and touch technolgy on education
3943,book,1,hardbound,0,9783319494470,,cs,2017,springer,ami,,automotive user interfaces: creating interactive experiences in the car
3944,book,1,hardbound,0,9783319321639,,cs,2016,springer,ami,,integrating user-centred design in agile development
3945,book,1,paperback,0,9783319408910,,cs,2016,springer,ami,,metadata: shaping knowledge from antiquity to the semantic web
3946,book,1,hardbound,0,9780199758839,,cs,2016,oxford science publications,ami,achieving breakthrough collaborations,the news abcs of research
3947,tutorial,1,spiral,0,,,,2017,hci international 2017,,"tutorial notes, hci international 2017, 9-14 july 2017, vancouver canada",t06: designing digital technology for an aging population
3948,tutorial,1,spiral,0,,,,2017,hci international 2017,,"totorial notes, hci international 2017, 9-14 july 2017, vancouver, canada",t10: human-computer interaction and cyber-security
3949,book,1,paperback,0,9783319556260,,cs,2017,springer,ami,this book describes a structured sketching methodology to help you create alternative design ideas and sketch them on paper.,five design-sheets: creative design and sketching for computing and visualisation
3950,book,1,paperback,0,978331933004,,cs,2016,springer,ami,,"research and development in art, design and creativity"
3951,book,1,paperback,0,9783319540801,,cs,2017,springer,ami,,"research and development in the academy, creative industries and applications"
3952,book,1,paperback,0,9783319407081,,cs,2016,springer,ami,,exploiting the use of eye gaze controlled interfaces in automotive environments
3953,book,1,paperback,0,9783319270234,,cs,2016,springer,ami,,distributed computing and monitoring technologies for older patients
3954,book,2,paperback,0,9783319565316,,cs,2017,springer,ami,,building an intuitive multimodal interface for a smart home: hunting the snark
3955,proceedings,1,paperback,0,9783319586960,,cs,2017,springer,,"proceedings of the 5th international conference, dapi 2017, part of hcii2017, vancouver, canada, 9-14 july 2017.","distributed, ambient and pervasive interactions, lncs 10291"
3956,proceedings,1,paperback,0,9783319584591,,cs,2017,springer,,"proceedings of the 5th international conference has 2017, part of hcii2017, vancouver, canada, 9-14 july 2017.","human asoects of information security, privacy and trust, lncs 10292"
3957,proceedings,1,paperback,0,9783319584805,,cs,2017,springer,,"proceedings of the 4th international conference hcibgo 2017, part of hcii2017, vancouver canada, 9-14 july 2017.","hci in business, government and organisations: interacting with information systems, parf 1, lncs 10293"
3958,proceedings,1,paperback,0,9783319584836,,cs,2017,,,"proceedings of the 4th international conference hcibgo 2017, part of hcii2017, vancouver canada, 9-14 july 2017.","hci in business, government and organisations: supporting business, parf 2, lncs 10294"
3959,proceedings,1,paperback,0,9783319580708,,cs,2017,springer,,"prroceedings of the 19th international conference hci i2017, vancouver, canada, 9-14 july 2017, part i.","human-computer interaction: user interface design, development and multimodality, lncs 10271"
3960,proceedings,1,paperback,0,,,cs,2017,spriber,,"prroceedings of the 19th international conference hci i2017, vancouver, canada, 9-14 july 2017, part ii.","human-computer interaction: interaction contexts, lncs 10272"
3961,proceedings,1,paperback,0,9783319585208,,cs,2017,springer,,"prroceedings of the 19th international conference hci i2017, vancouver, canada, 9-14 july 2017, part i.","human interface and the management of information: information and knowledge design, lncs 10273"
3962,proceedings,1,paperback,0,9783319585239,,cs,2017,springer,,"prroceedings of the 19th international conference hci i2017, vancouver, canada, 9-14 july 2017, part ii.","human interface and the management of information: supporting leraning, decision-making and collaboration,  lncs 10274"
3963,proceedings,1,paperback,0,9783319584713,,cs,2017,springer,,"prroceedings of the 14th international conference epce 2017, part of hci i2017, vancouver, canada, 9-14 july 2017, part i.","engineering psychology and cognitive ergonomics: performance, emotion and situation awareness, lnai 10275"
3964,proceedings,1,paperback,0,,,cs,2017,spriber,,"prroceedings of the 14th international conference epce 2017, part of hci i2017, vancouver, canada, 9-14 july 2017, part ii.","engineering psychology and cognitive ergonomics: cognition and design, lnai 10276"
3965,proceedings,1,paperback,0,978331`9579863,,cs,2017,,,"prroceedings of the 9th international conference vamr 2017, part of hci i2017, vancouver, canada, 9-14 july 2017i.","virtual, augmented and mixed reality, lncs 10280"
3966,proceedings,1,paperback,0,9783319586991,,cs,2017,springer,,"prroceedings of the 11th international conference uahci 2017, part of hci i2017, vancouver, canada, 9-14 july 2017, part iii.","universal access and assistive technology: human and technological environments, lncs 10279"
3967,proceedings,1,paperback,0,9783319587028,,cs,2017,springer,,"prroceedings of the 11th international conference uahci 2017, part of hci i2017, vancouver, canada, 9-14 july 2017, part ii.","universal access in human-computer interaction: designing novel interactions, lncs 10278"
3968,proceedings,1,paperback,0,9783319587059,,cs,2017,springer,,"prroceedings of the 11th international conference uahci 2017, part of hci i2017, vancouver, canada, 9-14 july 2017, part i.","universal access in human-computer interaction: design and development approaches and methods, lncs 10277"
3969,proceedings,1,paperback,0,9783319579306,,cs,2017,springer,,"proceedings of the 9th international conference, ccd 2017, part of hcii2017, vancouver. canada, 9-14 july 2017.","cross-cultural design, lncs 10281"
3970,proceedings,1,paperback,0,9783319585581,,cs,2017,springer,,"proceedings of the 9th international conference, scsm 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part i.","social computing and social media: human behavior, lncs 10282"
3971,proceedings,1,paperback,0,9783319585611,,cs,2017,springer,,"proceedings of the 9th international conference, scsm 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part ii.","social computing and social media: applications and analytics, lncs 10283"
3972,proceedings,1,paperback,0,9783319586274,,cs,2017,springer,,"proceedings of the 11th international conference, ac 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part i.","augmented cognition: neurocognition and machine learning, lnai 10284"
3973,proceedings,1,paperback,0,978331958624-3,,cs,2017,springer,,"proceedings of the 11th international conference, ac 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part ii.","augmented cognition: neurocognition and machine learning, lnai 10284"
3974,proceedings,1,paperback,0,9783319584621,,cs,2017,springer,,"proceedings of the 8th international conference, dhm 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part i.","digital human modeling: applications in health, safety, ergonomics and risk management: ergonomics and design, lncs 10286"
3975,proceedings,1,paperback,0,9783319584652,,cs,2017,springer,,"proceedings of the 8th international conference, dhm 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part ii.","digiital human modeling: applications in health, safey, ergonomics, and risk management: health and safey, lncs 10287"
