Abstract,Accepted,CnfJ,CondAccepted,Description,FullPaper,HardCopy,InPress,Link,PaperID,Project,SoftCopy,Submitted,Title,Topic,UndSubmission,Year
false,false,project  deliverables,false,"this document constitutes is4all deliverable d.1.1. due in month 6 (ist programme, programme no: ist-1999-14101, is4all - information society for al). the report outlines the project-internal and -external process of ensuring high quality of deliverables and outcomes.",false,true,false,,582,is4all,false,false,report on quality assurance process,,false,2001
false,false,project  deliverables,false,"project deliverable d.2.1 (ist programme, is4all - information society for all. this document describes two main aspects of the data collection exercise in the context of the project, namely: (a) the project's data collection plan which details what is to be collected and (b) the data collection instruments which wiill help partners collect designated data. april 2001.",false,true,false,,583,is4all,false,false,report on data collection plan & instruments,,false,2001
false,false,project  deliverables,false,"project deliverable d.1.15. ist-1999-14101, is4all- information society for all. this document contains: (a) the is4all project presentation according to the ec guidelines for contract preparation; and (b) materials which are to be used by project partners to raise awareness about the aims and objectives of the project. march 2001.",false,true,false,,584,is4all,false,false,project presentation,,false,2001
false,false,position papers in international conferences and workshops,false,"in the proceedings of i3 spring days workshop at porto, portugal, april 23-24 2001, pp.113 - 115.",true,true,false,,585,,false,false,continuous interaction through user interface adaptation: the avanti scenario,browsers,false,2001
false,false,project  deliverables,false,"παραδοτέο 3.2, έργο ναυτιλος, επετ ιι, μέτρο 2.3, δεκέμβριος 2000 (39)",false,true,false,,586,επετ ιι-ναυτιλος,false,false,αναφορά στην υλοποίηση και επίδειξη του λειτουργικού κορμού του συστήματος,,false,2000
false,false,project  deliverables,false,"παραδοτέο 5.2, έργο ναυτιλος, επετ ιι, μετρο 2.3, δεκέμβριος 2000, (14)",false,true,false,,587,επετ ιι-ναυτιλος,false,false,αναφορά και επίδειξη της εγκατάστασης του συστήματος,,false,2000
false,false,project  deliverables,false,"παραδοτέο 3.1, έργο ναυτιλος, επετ ιι, δεκέμβριος 2000, (38)",false,true,false,,588,επετ ιι-ναυτιλος,false,false,αναφορά στην υλοποίηση και επίδειξη της ενοποιημένης διεπιφάνειας χρήσης και της ολοκλήρωσης της εφαρμογής,browsers,false,2000
false,false,project  deliverables,false,"παραδοτέο 4.2, έργο ναυτιλος, επετ ιι, δεκέμβριος 2000 (48)",false,true,false,,589,επετ ιι-ναυτιλος,false,false,αναφορά στην αξιολόγηση του ενοποιημένου συστήματος πλοήγησης στον παγκόσμιο ιστό,browsers,false,2000
false,false,project  deliverables,false,"παραδοτέο 2.5.1, έργο διαλεξικο - ανάπτυξη λεξικολογικής βάσης δεδομένων για την ελληνική γλώσσα οργανωμένη σε σημασιολογικά συσχετισμένα σύνολα, σελ.3, ιούνιος 2001.",false,true,false,,590,διαλεξικο,false,false,εφαρμογή όργάνωσης περιεχομένου σε cd,,false,2001
false,false,project  deliverables,false,"συμμετοχή του ιπ στο παραδοτέο 2.6.1 του έργου διαλεξικο, επετ ιι, 27 σελίδες, ιούνιος 2001.",false,true,false,,591,διαλεξικο,false,false,τεχνική αναφορά για την λειτουργία του διαλεξικο στο διαδίκτυο,,false,2001
false,false,project  deliverables,false,"παραδοτέο 2.3.1 του έργου διαλεξικο, επετ ιι, σελ.22, ιούνιος 2001.",false,true,false,,592,διαλεξικο,false,false,δοκιμαστική λειτουργία και αξιολόγηση της εφαρμογής πρόσβασης στη λβδ μέσω του παγκόσμιου ιστού,,false,2001
false,false,ics-forth technical reports,false,"ics-forth / tr 335, heraklion, crete, greece (88 pages). [on-line]. avalable at: ftp://ftp.ics.forth.gr/tech-reports/2004/2004.tr335_webpro_web-based_project_administration_system.pdf",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@75f2099,594,,true,false,webpro: an easy-to-use accessible web based project administration system,accessibility,false,2003
false,false,ics-forth technical reports,false,"this report describes the functionality and interactive facilities of mentor, a tool that has been developed in order to facilitate the process of designing unified user interfaces by providing an appropriate interaction environment and editing facilities for all the phases involved. available at: http://www.ics.forth.gr/publications. ics-forth / tr 335, heraklion, crete, greece (57 pages). [on-line] available at: ftp.ics.forth.gr/tech-reports/2004/2004.tr341_mentor_automatic_interface_adaptation.pdf",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@1c12f3ee,595,,true,false,mentor: an interactive design environment for automatic user interface adaptation,user interface design,false,2004
false,false,ics-forth technical reports,false,"voyager: a programming framework for making interactive applications with dynamically composed user interfaces, consisting of remote input / output elements hosted by environment devices. ics-forth / tr 331, heraklion, crete, greece (43 pages). [on-line]. available at: ftp.ics.forth.gr/tech-reports/2003/2003.tr331.interacting_disappearing_computer_voyager_development_framework.pdf",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@6d467c87,596,2wear,true,false,interacting with the disappearing computer: evaluation of the voyager development framework,ubiquitous computing,false,2003
false,false,editorials and articles in ercim news,false,"ercim news 46, special theme: human-computer interaction, july 2001, pp.  56-58",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@29182679,597,,true,false,"anyone, anywhere access to community-oriented services",accessibility,false,2001
false,false,editorials and articles in ercim news,false,"ercim news 46, special theme: human-computer interaction, july 2001, pp.  14-15",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@57bd802b,598,,true,false,interface development toolkits for non-visual and switch-based interaction,user interfaces,false,2001
false,false,editorials and articles in ercim news,false,"ercim news 46, special theme: human-computer interaction, july 2001, pp. 11-12",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5cbb84b1,599,,true,false,is4all: an analytical insight into universal access,universal access,false,2001
false,false,editorials and articles in ercim news,false,"ercim news 46, special theme: human-computer interaction, july 2001, pp. 8-9.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@2c779e5,600,,true,false,human computer interaction,human-computer interaction,false,2001
false,false,editorials and articles in ercim news,false,"ercim news 47, october 2001, pp. 42.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@6a84bc2a,601,,true,false,1st international conference on universal access in human computer interaction,universal access,false,2001
false,false,editorials and articles in ercim news,false,"ercim news 47, october 2001, pp.10-11.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5183d589,602,,true,false,ambient intelligence in the context of universal access,universal access,false,2001
false,false,editorials and articles in ercim news,false,"ercim news 51, special theme:semantic web, october 2002, pp. 49-50.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@511d5d04,603,,true,false,consensus creation on universal access in health telematics,health telematics,false,2002
false,false,editorials and articles in ercim news,false,"ercim news 52, special theme: embedded systems, january 2003, pp.16-17.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@682c1e93,604,,true,false,wearable systems for every day use,wearable systems,false,2003
false,false,editorials and articles in ercim news,false,"ercim news 54, special theme: applications and service platforms for the mobile user, july 2003, pp. 42-43.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@27068a50,605,,true,false,development tools for dynamic environment-adapted mobile interfaces,user interfaces,false,2003
false,false,editorials and articles in ercim news,false,"editorial, ercim news 55, october 2003, pp. 43.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@68e62ca4,606,,true,false,hci international 2003,human-computer interaction,false,2003
false,false,editorials and articles in ercim news,false,"ercim news 57, special theme: games technology, april 2004, pp. 16-17.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5328a9c1,607,,true,false,games with wireless dynamically changing input/output units.,games,false,2004
false,false,editorials and articles in ercim news,false,"ercim news 57, special theme: games technology, april 2004, pp. 35-36.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5b78fdb1,608,,true,false,an accessible two-player multi-modal board game,games,false,2004
false,false,editorials and articles in ercim news,false,"ercim news 57, april 2004, pp. 54-55.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@48bfb884,609,intuition,true,false,virtual prints: a novel interaction concept for virtual environments,virtual prints,false,2004
false,false,editorials and articles in ercim news,false,"ercim news 58, july 2004, pp. 61-63.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@11653e3b,610,,true,false,automated user interface software engineering with a pattern reflecting programming language,user interface design,false,2004
false,false,editorials and articles in ercim news,false,"ercim news 59, pp. 5",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@715fb77,611,,true,false,"8th ercim workshop "" user interfaces for all""",user interfaces,false,2004
false,false,editorials and articles in ercim news,false,"ercim news 61, april 2005, pp. 53-54.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@1b9c1b51,612,,true,false,argo: a system for accessible navigation in the world wide web,browsers,false,2005
true,true,poster presentations in international conferences,false,"in proceedings of the 6th workshop ""research and technology in health telematics"", organized by the ioannina biomedical research institute, forth, ioannina, 1-3 march 2002.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@2e52fb3e,613,,true,false,universal access in health telematics,health telematics,false,2002
true,true,poster presentations in international conferences,false,"in t. catarci, s. christodoulakis, & a. del. bimbo (eds), proceedings of the 7th eu network of excellence delos on audio-visual content and information visualisation in digital libraries (avivdilib'05), cortona (tuscany), italy, 4-6 may 2005, pp. 87-90.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@16fe9c29,614,,true,false,digital libraries of learner-adapted courseware,digital libraries,false,2005
false,false,invited papers in international conferences,false,"in meijer, c., & watkins, a. (eds), proceedings of the international conference ""special needs education: european perspectives"", brussels, belgium, 25-26 october 2001 [on-line]. available at: http://www.european-agency.org/publications/agency_publications/ereports/ere5.html",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@3e9803c2,615,,true,false,information society technologies and special needs education,information society,false,2001
false,false,invited papers in international conferences,false,"in proceedings of the 4th european working conference on electronic health care records (eurorec '01), aix-en-provence, france, 5-6 november 2001 [on-line]. available at: http://is4all.ics.forth.gr/files/eurorec.pdf",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@4525d1d3,616,,true,false,is4all: a working group promoting universal design in health telematics,health telematics,false,2001
false,false,invited papers in international conferences,false,"in h. luckak, a.e. cacir (eds). proceedings of the 6th international scientific conference on work with display units (wwdu 2002), berchtesgagen, germany, 22-25 may 2002 (pp. 71-76). berlin: ergonomic institut fur arbeits-und sozialforchungsellschaft.mbh",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@7c974942,617,,true,false,promoting universal access in health telematics,health telematics,false,2002
false,false,position papers in international conferences and workshops,false,"proceedings of the 2nd workshop ""new information and tele-communication technologies to support distance learning"", organised by hermes - new technologies  for distance education, rhodes, 16-17 june 2001",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@1eea9d2d,618,hermes,true,false,self-adaptation of educational software,educational software,false,2001
false,false,,false,"in proceedings of the workshop no 14. ""universal design: towards universal access in the info society"", organised in the context of the acm conference on human factors in computing systems (chi 2001), seattle, washington, 31 march-5 april 2001. available at http://ics.forth.gr/hci/files/ch12001/savidis.pdf",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@60921b21,619,,true,false,designing with varying design parameters: the unified design process.,user interface design,false,2001
false,false,position papers in international conferences and workshops,false,"in proceedings of the workshop no. 14 ""universal design: towards universal access in the info society"", organised in the context of the acm conference on human factors in computing systems (chi 2001), seattle, washington, 31 march-5 april 2001. available at http://ics.forth.gr/hci/files/ch12001/akoumianakis.pdf",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@bd2f5a9,620,,true,false,universal design in hci: a critical review of current research and practice,universal design,false,2001
false,false,position papers in international conferences and workshops,false,"in proceedings of the workshop no.14 ""universal design: towards universal access in the info society"", organised in the context of the acm conference on human factors in computing systems (chi 2001), seattle, washington, 31 march-5 april 2001. available at http://ics.forth.gr/hci/files/ch12001/stephanidis.pdf",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@4d4960c8,621,,true,false,universal access in the information society - a retrospective of recent activities,universal access,false,2001
false,false,position papers in international conferences and workshops,false,"in proceedings of the workshop on multiple user interfaces over the nternet: engineering and applications trends (in conjunction with hci-ihm'2001), lille, france, 10-14 september 2001. [on-line]. available at: http://www.cs.concordia.ca/~seffah/ihm2001/papers/zarikas.pdf",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@7808fb9,622,,true,false,an architecture for a self-adapting information system for tourists,information systems,false,2001
false,false,position papers in international conferences and workshops,false,"in proceedings of the workshop on ""selecting best practice research methods for hci: beyond fashion statements"", in the context of hci international 2003, crete, 22-27 june 2003.",true,true,false,,623,,true,false,towards a code for universal access design,universal access,false,2003
false,true,international journals,false,"universal access in the information society, 1 (1), 40-55 (managing editor: reinhard oppermann, gmd, germany).",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@773bd77b,627,,true,false,"universal access in the information society: methods, tools and interaction technologies",universal access,false,2001
false,true,international journals,false,"universal access in the information society, special issue on ""continuous interaction in future computing systems"", 1(4), 274-287.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@6b580b88,628,,true,false,continuity of interaction in nomadic interfaces through migration and dynamic utilisation of i/o resources,user interface design,false,2002
false,true,,false,"international journal of human computer interaction, 14(1), 25-92.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@6d91790b,629,,true,false,"content preparation and management for web design: eliciting, structuring, searching, and displaying information",web design,false,2002
false,true,international journals,false,"international journal of human-computer interaction, 14(1), 93-130.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@6e6fce47,630,,true,false,intranets and organizational learning: a research and development agenda,intranets,false,2002
false,true,international journals,false,"journal of telemedicine and telecare, 8(2), 81-90. [on-line] available at: http://www.catchword.com/cgi-bin/linker?ini=rsm&reqidx=/cw/rsm/1357633x/v8n2/s3/p81",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@47c64cfe,631,,true,false,user satisfaction with home telecare based on broadband communication,health care,false,2002
false,true,international journals,false,"ibm systems journal, special issue on accessibility, 44(3), 605-619. [on-line]. available at: http://www.research.ibm.com/journal/sj/443/emiliani.pdf",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@6ce90bc5,632,,true,false,universal access to ambient intelligence environments: opportunities and challenges for people with disabilities,ambient intelligence environments,false,2005
false,true,international journals,false,"personal and ubiquitous computing, 9(3), 142-168. [abstract on-line]: available at: http://www.springerlink.com/index/10.1007/s00779-004-0327-2",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@a567e72,633,,true,false,distributed interface bits: dynamic dialogue composition from ambient computing resources,ambient intelligence environments,false,2005
false,true,international journals,false,"international journal of human-computer interaction, 18(1), 85-103.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@1a5b8489,634,,true,false,building consensus in hci design: integrated activity-oriented design environments,user interface design,false,2005
false,true,international journals,false,"universal access in the information society, 3(3), 165-193. (managing editor: alfred kopsa, university of california, irvine, usa).",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@6f8f8a80,635,,true,false,unified user interface development: software engineering of universally accessible interactions,user interfaces,false,2004
false,true,international journals,false,"international journal of interacting with computers, 16(2), 243-270.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@4b1c0397,636,,true,false,unified user interface design: designing universally accessible interactions,user interfaces,false,2004
false,true,,false,"behaviour & information technology, 22(4), 227-244.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@72805168,637,,true,false,blending scenarios of use and informal argumentation to facilitate universal access: experience with the universal access assessment workshop method,universal access,false,2003
false,true,international journals,false,"upgrade - the european online magazine for the it professional, special number on hci (guest co-editors: maria paloma diaz perez, gustavo rossi), iv (1). [on-line]. available at: http://www.upgrade-cepis.org/issues/2003/1/up4-1stephanidis.pdf",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@34b9fc7d,638,,true,false,towards universal access in the disappearing computer environment,universal access,false,2003
false,true,international journals,false,"ergonomics, 46 (1), 88-113",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@27f1bbe0,639,,true,false,multiple metaphor environments: designing for diversity,metaphors,false,2003
false,true,international journals,false,"behaviour & information technology, 22(4), 227-244.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@cda0432,640,,true,false,blending scenarios of use and informal argumentation to facilitate universal access: experience with the universal access assessment workshop method,universal access,false,2003
false,true,international journals,false,"international journal of human computer interaction, 14(1), 25-92.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@7c211fd0,641,,true,false,"content preparation and management for web design: eliciting, structuring, searching and displaying information",web design,false,2002
false,true,proceedings of international conferences (full-paper reviewed),false,"in k. miesenberger, j. klaus, & w. zangler (eds), proceedings of the 8th international conference on computers helping people with special needs (icchp 2002), linz, austria, 15-20 july 2002 (pp. 8-10). berlin: springer.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@7004e3d,642,,true,false,universal access to information society technologies: opportunities for people with disabilities,universal access,false,2002
false,true,proceedings of international conferences (full-paper reviewed),false,"in a. pruski & h. knops (eds), ""assistive technology: from virtuality to reality"", proceedings of the 8th international conference for the advancement of assistive technology in europe (aaate 2005), lille - france, 6-9 september (pp. 767-771). amsterdam, the netherlands: ios press.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@2d84cb86,643,equal-proklisi,true,false,expert-based assessment of the argo web browser for people with disability,web browsers,false,2005
false,false,proceedings of international workshops (full-paper reviewed),false,"in c. stephanidis (ed.), proceedings of the 2nd ercim workshop ""user interfaces for all"", prague, czech republic, 7-8 november (9 pages).",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@71a3a190,644,,true,false,agent classes for managing dialogue control specification complexity,agents,false,1996
false,false,proceedings of international workshops (full-paper reviewed),false,"in g.j. doherty, m. massink & m.d. wilson (eds), continuity in future computing systems, proceedings of the scientific workshop on ""tools for working with guidelines"" (tfwwg 2000), biarritz, france, 7-8 october (pp. 87-97). london: springer-verlag",true,true,false,,645,,false,false,continuous interaction through user interface adaptation: the avanti scenario,user interface design,false,2001
false,false,proceedings of international workshops (full-paper reviewed),false,"in s. weibelzahl, d. chin & g. weber (eds.), proceedings of the workshop on empirical evaluations of adaptive systems, held in the context of the 8th international conference on user modeling (um'2001), sonthofen, germany, 13-17 july (pp. 9-24). freiburg: pedagogical university of freiburg.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@588ffeb,646,,true,false,a modular approach to the evaluation of adaptive user interfaces,user interfaces,false,2001
false,false,proceedings of international workshops (full-paper reviewed),false,"in proceedings of the 8th eurographics workshop on virtual environments, barcelona, spain, 30-31 may.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@7c28c1,647,view,true,false,virtual prints: leaving trails in virtual environments,virtual prints,false,2002
false,false,proceedings of international workshops (full-paper reviewed),false,"in m.m. bekker, p. markopoulos, & m. kersten-tsikalnika (eds.) proceedings of the international workshop ""interaction design and children"", eindhoven, the netherlands, 28-29 august (pp. 11-28). the netherlands: shaker publishing.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@baf1bb3,648,,true,false,interaction design of a collaborative application for children,human-computer interaction,false,2002
false,false,proceedings of international workshops (full-paper reviewed),false,"in n. carbonell, & c. stephanidis (eds), universal access: theoretical perspectives, practice and experience - proceedings of the 7th ercim workshop ""user interfaces for all"", paris (chanitilly), france, 24-25 october (pp. 474-485). berlin: lecture notes on computer science series of springer (lncs 2615, isbn 3-540-00855-1).",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@67ec8477,649,,true,false,user interface design for pdas: lessons and experience with the ward-in-hand prototype,user interface design,false,2003
false,false,proceedings of international workshops (full-paper reviewed),false,"in n. carbonell, & c. stephanidis (eds), universal access: theoretical perspectives, practice and experience - proceedings of the 7th ercim workshop ""user interfaces for all"", paris (chanitilly), france, 24-25 october (pp. 118-128). berlin: lecture notes on computer science series of springer (lncs 2615, isbn 3-540-00855-1).",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@25d958c6,650,,true,false,scenario-based argumentation for universal access,universal access,false,2003
false,false,authored chapters in books and encyclopaedias,false,"in j. dong, p. fu & g. salvendy (eds.), human-computer interaction: user centered design and evaluation (in english and chinese), pp. 111-130. china: tsingua press.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@4482469c,651,,false,false,universal access in hci,universal access,false,2003
false,false,editorials in books - proceedings,false,"paris (chantilly), france, 24-15 october, pp. v-vii.",false,true,false,,652,,false,false,"7th ercim workshop ""user interfaces for all""",user interfaces,false,2002
false,false,editorials in books - proceedings,false,"vienna, austria, 28-29 june, pp. v-vi.",false,true,false,,653,,false,false,"8th ercim workshop ""user interfaces for all""",user interfaces,false,2004
false,false,authored chapters in books and encyclopaedias,false,"in j. jacko & a. sears (eds), the human-computer interaction handbook - fundamentals, evolving technologies and emerging applications (pp. 1069-1089). mahwah, new jersey: lawrence erlbaum associates",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@3703bf3c,654,,true,false,unified user interface development,user interface design,false,2003
false,false,authored chapters in books and encyclopaedias,false,"in m. psilla, k. mavrigiannaki, a, vazeou and o. stasinopoulou (eds) people with disabilities in third degree education (pp. 249-255). athens, greece: kritiki publishing",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@34cf5a97,655,,true,false,"ensuring access, transportation and residence of disabled people within the buildings of the university of crete",accessibility,false,2003
false,false,authored chapters in books and encyclopaedias,false,"in m. psilla, k. mavrigiannaki, a. vazeou and o. stasinopoulou (eds) people with disabilities in third degree education (pp.213-224). athens, greece: kritiki publishing",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5b3f3ba0,656,,true,false,development of software and telematics services for people with disabilities,assistive technology,false,2003
false,false,authored chapters in books and encyclopaedias,false,"in a. seffah & h. javahery (eds), multiple user interfaces: cross-platform applications and context-aware interfaces (pp. 69-92). chichester, uk: john wiley & sons, ltd.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@ddf20fd,657,,true,false,the palio framework for adaptive information services,adaptive services,false,2004
false,false,authored chapters in books and encyclopaedias,false,"in r. proctor & k. vu (eds). handbook of human factors in web design (pp. 251-266). mahwah, n.j: lawrence erlbaum associates, inc.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@278f8425,658,,true,false,developing adaptive interfaces for the web,accessibility/web,false,2005
false,false,authored chapters in books and encyclopaedias,false,"in r. proctor & k. vu (eds). handbook of human factors in web design (pp. 239-250). mahwah, nj: lawrence erlbaum associates, inc.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@695a69a1,659,,true,false,a design code of practice for universal access: methods and techniques,universal access,false,
false,false,authored chapters in books and encyclopaedias,false,"in s.y chen & g.d. magoulas (eds), adaptable and adaptive hypermedia systems (pp.80-102). london, uk: irm press (an imprint of idea group, inc).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@4b1abd11,660,,true,false,a generic adaptation framework for web-based hypermedia systems,hypermedia systems,false,2005
false,false,distinguished lectures,false,"distinguished speaker series 2000-2001, institute for software research, university of california, irvine, usa, 23 march [on-line abstract]. available at: http://www.isr.uci.edu/events/dist-speakers00-01/stephanidis01.html.",false,true,false,,661,,false,false,"universal access in the information society: achievements, challenges and promises",universal access,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in proceedings of the 1st panhellenic conference on didactics of mathematics and informatics in education, university of ioannina, october 1993.",false,true,false,,662,,false,false,basic arithmetics and the education of disabled people,educational software,false,1993
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 760-764). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@3f36b447,663,,true,false,adaptation of interactive courseware,adaptive services,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 622-626). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@6443b128,664,,true,false,accessibility guidelines: current status and future prospects in standardisation,accessibility,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 411-415). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5eeedb60,665,,true,false,continuity through user interface adaptation: a perspective on universal access,universal access,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 127-131). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@40021799,666,,true,false,decision-theoretic approaches to user interface adaptation: implications on universal access,user interface design,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 91-95). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@4a1c0752,667,,true,false,avanti: a universally accessible web browser,accessibility/web,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 91-95). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@332f25c8,668,,true,false,is4all: promoting universal design in healthcare telematics,health telematics,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: towards an information society for all-volume 3 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 8-12). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3609-8).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@1b32cd16,669,,true,false,re-thinking hci in terms of universal design,universal design,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in m. j. smith & g. salvendy (eds.), systems, social and internationalization design aspects of human-computer interaction-volume 2 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 301-305). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3608-x).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@4bdcaf36,670,,true,false,computational environments for organisational learning,computational environments,false,2001
false,true,proceedings of international conferences and workshops (abstract reviewed),false,"in m. j. smih, g salvendy, d. harris & r.j. koubek (eds.), usability evaluation and interface design: cognitive engineering, intelligent agents and vitual reality - volume 1 of the proceedings of the 9th international conference on human-computer interaction (hci international 2001), new orleans, louisiana, usa, 5-10 august (pp. 1390-1393). mahwah, new jersey: lawrence erlbaum associates (isbn: 0-8058-3607-1).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@61d01788,671,,true,false,enabling universal access - minimum requirements for content preparation,universal access,false,2001
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"in c. stephanidis (ed.), universal access in hci: inclusive design in the information society - volume 4 of the proceedings of the 10th international conference on human-computer interaction (hci international 2003), crete, greece, 22-27 june (pp. 1168 - 1172). mahwah, new jersey: lawrence erlabum associates (isbn: 0-8058-4933-5).",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@2b9b7f1f,672,,true,false,"the integrated electronic health record: accessibility, usability, and security issues",health telematics,false,2003
