Copies,EndMonth,ISSN,NewsletterID,Number,Photocopies,Publisher,Shelf,StartMonth,Subscriber,Theme,Title,Volume,Year
1,,,342,2,0,acm,g121,9,cs,special issue on digital libraries,siglink newsletter,4,1995
1,,,343,3,0,acm,g121,12,cs,papers: on magic features in (spatial) metaphors/ using an information reduction model in hypertext virtual node,siglink newsletter,4,1995
1,,,344,1,0,acm,g121,2,cs,special issue on hypermedia for people with disabilities,siglink newsletter,5,1996
1,,,345,2,0,acm,g121,6,cs,special issue on hypertext '96 conference (hypermedia research and the www workshop),siglink newsletter,5,1996
1,,,346,3,0,acm,g121,4,cs,special issue: the 1993 european conference on computer-supported collaborative work (ecscw'93),sigois bulletin,14,1994
1,,,347,1,0,acm,g121,8,cs,special issue: the 1993 workshop on digital libraries,sigois bulletin,15,1994
1,,,348,2,0,acm,g121,12,cs,special issue: workshop write-ups and positions papers from cscw'94,sigois bulletin,15,1994
1,,,349,3,0,acm,g121,4,cs,special issue: workshop write-ups and positions papers from cscw'94. συνοδεύεται από ένα ειδικό τεύχος (membership directory),sigois bulletin,15,1995
1,,,350,1,0,acm,g121,8,cs,special issue: business process reengineering,sigois bulletin,16,1995
1,,,351,2,0,acm,g121,12,cs,special issue: digital libraries,sigois bulletin,16,1995
1,,,352,1,0,acm,g121,4,cs,special issue: groupware for self-organizing units,sigois bulletin,17,1996
1,,,353,2,0,acm,g121,8,cs,report on the office systems research association's organizational and end-user information systems model curriculum,sigois bulletin,17,1996
1,,,354,,0,ieee computer society / tcse,cs-lib,1,cs,software reliability engineering & reverse engineering newsletters,software engineering technical committee,,1992
1,,,355,3,0,ieee computer society / tcse,cs-lib,1,cs,"software engineering education news/calendar of tcse conferences, workshops, symposia/quantitative methods",software engineering technical committee,11,1993
1,,,356,2,0,ieee computer society / tcse,g122,13,cs,includings newsletters on : reverse engineering/ quantitative methods/ software process/ software engineering education,software engineering technical council,14,1996
1,,,357,3,0,ieee computer society / tcse,g122,15,cs,software engineering standards report/ conferences and workshops,software engineering technical council,14,1996
1,,10712437,358,,0,ieee smc,cs-lib,9,cs,smc'93 conference,"systems, man, and cybernetics society",,1993
1,,089601425,359,3,0,ieee standards department,g122,10,cs,the industry applications society's silver anniversary,the ieee standards bearer,4,1990
1,,089601425,360,1,0,ieee standards department,g122,4,cs,canadian standards system,the ieee standards bearer,5,1991
1,,089601425,361,2,0,ieee standards department,g122,10,cs,us manufacturers and ec '92,the ieee standards bearer,5,1991
1,,089601425,362,1,0,ieee standards department,g122,4,cs,abet standards under development/ieee standards board actions,the ieee standards bearer,6,1992
1,,089601425,363,2,0,ieee standards department,g122,7,cs,ieee adopts iso/iec directives/ieee standards board actions,the ieee standards bearer,6,1992
0,,,364,28,1,isaac,g122,2,cs,european communmity embraces collaborative research in advanced communications,the isaac bulletin,,1992
0,,,365,29,1,isaac,g122,5,cs,isaac information directory/aac courses in hugary/aac software archive/isaac'92,the isaac bulletin,,1992
0,,,366,32,1,isaac,g122,2,cs,isaac goals & objectives for 1993-1996/report on the isaac executive committee meeting/educational opportunities,the isaac bulletin,,1993
1,,,367,32,0,isaac,g122,2,cs,report on the isaac executive committee meeting/isaac ec report/isaac uk newsletter goes worldwide/isaac goals and objectives from 1993-1996,the isaac bulletin,,1993
1,,,368,33,0,isaac,g122,5,cs,proposals requested/isaac chapters celebrate/isaac 1994-maastricht/isaac corporate members/upcomming articles in aac/isaac meetings,the isaac bulletin,,1993
1,,,369,35,0,isaac,g122,11,cs,workshop on pc for aac/aac for patients in intensive care units,the isaac bulletin,,1993
1,,,370,36,0,isaac,g122,2,cs,isaac'94 announcement/educational opportunities,the isaac bulletin,,1994
1,,,371,37,0,isaac,g122,5,cs,hungary's first aac center: helping communication methodological center,the isaac bulletin,,1994
1,,,372,38,0,isaac,g122,8,cs,"isaac executive committee meets, finalizes proposals",the isaac bulletin,,1994
1,,,373,39,0,isaac,g122,11,cs,report on executive committee meeting at biennial conference,the isaac bulletin,,1994
1,5,,374,40,0,isaac,g122,2,cs,"involvement in international aac developments, isaac '93-94 committees, educational opportunities, isaac meetings",the isaac bulletin,,1995
1,,,375,43,0,isaac,g122,2,cs,selecting graphics symbols/ communication outlook/ emerging countries/ educational opportunities,the isaac bulletin,,1996
1,,,376,44,0,isaac,g122,5,cs,modifying communication symbols for persons with visual impairment,the isaac bulletin,,1996
1,,,377,45,0,isaac,g122,8,cs,impact of augmentative and alternative communication on natural speech production: clinicians' perspectives,the isaac bulletin,,1996
1,,,378,,0,isaac,g122,14,cs,"a list of isaac members as july 12, 1996",the isaac membership directory,,1996
1,,,379,1,0,urm(r.1077)&esp(r.1091),g121 box:,12,δείγμα,a newsletter for usage projects in race,the user,0,1989
1,,,380,6,0,dti (department of trade and industry),g122,13,δείγμα,"in this issue: a business case for improving usability, usability with the proteo development system, improving interfaces effectiveness",usability now!,,1991/92
1,,,381,1,0,husat,g122,15,δείγμα,tide info: what is tide all about?/ user progress/ interface: high technology and social work,user talk,,1994
1,14,,382,3,0,husat,g122,14,δείγμα,feature: gerontechnology/ elderly women in europe/ interface: frankfurt revisited/ computer whiz-kid in norway,user talk,,1994
1,,,383,4,0,husat,g122,13,δείγμα,feature: the european institute for design and disability,user talk,,1994/5
1,,,384,5,0,husat,g122,15,δείγμα,feature: a view of the tide congress/ methods: cad based research at brunel/ tide project info: user analysis in scalp/ comment: human factors in at design,user talk,,1995
1,14,,385,6,0,husat,g122,14,δείγμα,user progress: benefits of userfit/ methods: capturing complementary data/ feature: home from home automation/ tide project: teleworking with twin,user talk,,1995
1,,09039821,386,4,0,dansk teknologicenter for handicappede,cs-lib,10,δείγμα,computerstottet billedkommunikation/computer som skrivetelefon,via datch,,1988
1,,,387,1,0,dg xiii,race-lib,4,cs,a common approach to satellite communications,xiii magazine news review,,1991
1,,,388,3,0,dg xiii,race-lib,10,cs,dgxiii at telecom '91,xiii magazine news review,,1991
1,,,389,4,0,dg xiii,race-lib,12,cs,xiii magazine online at echo,xiii magazine news review,,1991
2,,,390,1,0,dg xiii,race-lib,3,cs,dgxiii at cebit '92,xiii magazine news review,,1992
1,,,391,2,0,dg xiii,race-lib,5,cs,networking in the '90s,xiii magazine news review,,1992
1,,,392,3,0,dg xiii,race-lib,7,cs,single ec telecoms licence proposed,xiii magazine news review,,1992
1,,,393,4,0,dg xiii,race-lib,10,cs,the 1992 esprit conference and exhibition,xiii magazine news review,,1992
1,,,394,5,0,dg xiii,race-lib,12,cs,communications serving europe's future: race at cebit,xiii magazine news review,,1992
1,,,395,1,0,dg xiii,race-lib,5,cs,restructuring of dgxiii/european commission outlines plans for telecommunications services,xiii magazine news review,,1993
2,,,396,2,0,dg xiii,race-lib,9,cs,council conclusions: increased european rtd cooperation.,xiii magazine news review,,1993
1,,,397,11,0,acm,γ122,11,cs,commentary experience the future of computing at acm97 expo,acmmembernet,39,1996
1,,,398,3,0,acm,g121,12,cs,reports: cscw '96 workshops,sigois bulletin,17,1996
1,0,10254013,400,12,0,european commission,g121,1,cs,eu research programmes and related activities,cordis focus supplement,,1997
1,0,10226559,401,77,0,european commission,g121,12,cs,telematics for libraries,cordis focus,,1996
1,,10226559,402,78,0,european commission,g121,1,cs,promoting multimedia content in europe,cordis focus,,1997
1,0,10712437,403,4,0,ieee,g122,12,cs,"systems, man & cybernetics society",ieee smc newsletter,,1996
1,0,10534830,404,2,0,acm,g121,4,cs,anytime algorithms/deliberation scheduling,sigart bulletin,7,1996
1,0,,405,45,0,isaac,g122,11,cs,biennial conference,the isaac bulletin,,1996
1,0,10226559,407,79,0,european commission,g121,1,cs,dutch presidency home page,cordis focus,,1997
1,2,01615718,408,1,0,ieee,g121,1,cs,the beginning of pcs,ieee professional communication society,41,1997
1,0,10226559,409,80,0,european commission,g121,2,cs,"research, education and training policies",cordis focus,,1997
1,0,,410,1,0,"the institute of electrical and electronics enginneers, inc",g123,1,cs,bordogna: 1997 president-elect,the institute,21,1997
1,0,10534830,411,3,0,acm,g121,7,cs,article: the casual markov condition: fact or artifact / book review on genetic programming / artificial intelligence / case-based reasoning,sigart bulletin,7,1996
1,0,,412,12,0,"the institute of electrical and electronics enginneers, inc",g123,12,cs,technical societies set web debut for publications,the institute,20,1996
1,0,0097-8930,413,1,0,acm siggraph,g121,2,cs,focus: entertaining the future,siggraph computer graphics,31,1997
1,0,07366906,414,1,0,acm,g121,1,cs,special celebration issue: 50 years of acm - a look forward,sigchi bulletin,29,1997
1,0,10226559,415,81,0,european commission,g121,2,cs,preparing the fifth rtd framework programme - an inside view,cordis focus,,1997
1,0,1066212x,416,4,0,ieee,g122,13,cs,aucoin receives r&d 100 award,engineering management,46,1996
1,0,,417,122,0,iee,g122,3,cs,marconi archive sale to fund teacher training scheme,iee news,,1997
1,0,,418,2,0,acm,γ122,2,cs,member value plus keeps on growing / acm committee on the status of women in computing moves ahead with new projects / new acm transactions on information and system security will begin publictaion / acm plus five leading computing societies met to discuss international cooperation.,acmmembernet,40,1997
1,4,01615718,422,2,0,ieee,g121,3,cs,the dumbing of america,ieee professional communication society,41,1997
1,0,,423,2,0,"the institute of electrical and electronics enginneers, inc",g123,2,cs,"when it comes to internets, one just isn't enough",the institute,21,1997
1,0,10712437,424,1,0,ieee,g122,3,cs,computational cybernetics and simulation,ieee smc newsletter,,1997
1,0,,426,3,0,"the institute of electrical and electronics enginneers, inc",g122,3,cs,students planning the future,the institute,21,1997
1,0,10913556,427,1,0,acm,g122,4,cs,special issue enterprise modelling: case studies and business process re-engineering,siggroup bulletin,18,1997
1,0,03080684,428,123a,0,iee,120a,4,cs,maths modellers / software engineers / voice processing / asic designers / digital tv / multimedia / network planning engineers / c / c++ / ada / gsm research,iee news/iee recruitment,,1997
1,0,12683701,429,8,0,inria,g121,3,cs,strategy: new directions,inedit,,1997
1,0,,430,46,0,isaac,g122,2,cs,learning to listen with my eyes,the isaac bulletin,,1997
1,0,,431,1,0,ieee education society,g121,4,cs,needha president's message,the interface,,1997
1,0,03080684,433,124a,0,iee,120a,5,cs,,iee news/iee recruitment,,1997
1,,10226559,439,82,0,european commission,g121,3,cs,the davignon report: a five-year assessment of the community's rtd framework programmes,cordis focus,,1997
1,,10226559,440,83,0,european commission,g121,3,cs,commission confirms opposition to research on cloning humans,cordis focus,,1997
1,,10226559,441,84,0,european commission,g121,4,cs,renewable energy sources / sme participation in the fourth framework programme,cordis focus,,1997
1,,10226559,442,85,0,european commission,g121,4,cs,commission adopts proposal for fifth rtd framework programme,cordis focus,,1997
1,,10226559,443,86,0,european commission,g121,5,cs,european initiative on electronic commerce / information and communication technology,cordis focus,,1997
1,,10226559,444,87,0,european commission,g121,5,cs,european telework week 1997,cordis focus,,1997
1,,10226559,446,12,0,european commission,g121,1,cs,rtd results supplement,cordis focus rtd results,,1997
1,,10226559,448,13,0,european commission,g121,4,cs,rtd results supplement,cordis focus rtd results,,1997
1,0,,449,4,0,"the institute of electrical and electronics enginneers, inc",g123,4,cs,going up or going down? member stats show two-way traffic,the institute,21,1997
1,,0097-8930,450,2,0,acm siggraph,g121,5,cs,focus: next generation visual displays,siggraph computer graphics,31,1997
1,0,1066212x,451,1,0,ieee,g122,15,cs,board focus for 1997: conferences and education,engineering management,47,1997
1,5,01615718,452,3,0,ieee,g121,0,cs,highlights of march 1997 adcom meeting,ieee professional communication society,41,1997
1,0,10226559,453,88,0,european commission,g121,6,cs,research minister debate fifth framework programme,cordis focus,,1997
1,0,,454,5,0,acm,γ122,5,cs,beyond calculation: the next 50 years of computing / award winners are honoured at 1997 acm awards ceremony / acm executive committee will meet in stockholm,acmmembernet,40,1997
1,0,,455,118,0,ieee,g121,5,cs,continuing education,ieee region 8 news,,1997
1,0,07366906,456,2,0,acm,g121,4,cs,"columns: from the chairs: global, international, wolrd wide, national, regional and local / world-wide chi: the internet and chi in australasia / forums for improving hci education / standards: hci standards in the united states / visual interaction design: beyond the interface metaphor / local sigs: the social design of local sig / computers and kids / students: the evolution of cscw. paper: a semiotic framework for multi-user interfaces",sigchi bulletin,29,1997
1,0,03080684,457,125,0,iee,120a,6,cs,children forecast bright future for engineering,iee news/iee recruitment,,1997
1,0,,459,6,0,"the institute of electrical and electronics enginneers, inc",g122,6,cs,warning: too much info hazardous to your health,the institute,21,1997
1,0,,460,5,0,"the institute of electrical and electronics enginneers, inc",g122,5,cs,home is where the ..job is,the institute,21,1997
1,0,10226559,461,89,0,european commission,g121,6,cs,building pan-european transport networks,cordis focus,,1997
1,0,10226559,462,90,0,european commission,g121,6,cs,21st century: the communications age,cordis focus,,1997
1,0,10712437,464,2,0,ieee,g122,6,cs,"systems, man & cybernetics society",ieee smc newsletter,,1997
1,8,01615718,465,4,0,ieee,g121,7,cs,pcs and scholarly publishing,ieee professional communication society,41,1997
1,,10226559,466,91,0,european commission,g121,7,cs,luxembourg presidency rtd information service,cordis focus,,1997
1,0,10226559,468,92,0,european commission,g121,8,cs,a step forward in our understanding of the living world,cordis focus,,1997
1,0,,469,3,0,acm,g121,10,cs,standards / humanities / trip reports / papers: beyond the plane: spatial hypertext in a virtual reality world,siglink newsletter,5,1996
1,0,0097-8930,470,3,0,acm siggraph,g121,8,cs,focus: computer graphics education,siggraph computer graphics,31,1997
1,0,,471,3,0,acm,g121,8,cs,"special issue enterprise modelling: notations and frameworks, ontologies and logics and tools and techniques/ reports: computer supported cooperative work (cscw) '96 conference workshops",sigois bulletin,18,1997
1,0,,472,,0,human factors and ergonomics society,,8,cs,contents: chair's column (elections) / cstg nominations / new cstg description for hfes 1997 directory / business meeting ground braking and successful / people news / 1997 annual meeting fare / cstg-ctg symposium summary / homenet quiz answers / books: reviews of new and notable works / inter-society colour council / have you seen this internet special report?,computer systems technical group bulletin,,1997
1,10,08822476,473,5,0,resna,g124,9,cs,in this issue: international news / sig & psg reports / diy workbench,resna news,9,1997
1,0,10226559,474,93,0,european commission,g121,9,cs,"commission proposal for fifth framework programme budget / technology transfer, information flows and collaboration (an analysis of the community innovation survey)",cordis focus,,1997
1,0,,475,119,0,ieee,g121,8,cs,from the director: gold / scoop / a more prominent  region 8 / the may region 8 committee meeting / students,ieee region 8 news,,1997
1,0,,476,2,0,ieee education society,g121,8,cs,in memorian mac elwyn van valkenburg,the interface,,1997
1,0,10534830,477,4,0,acm,g121,10,cs,"in this issue: communications / featured articles: an efficient algorithm for managing partial orders in planning / complexity, ontology and the causal markov assumption / book reviews: biological neural networks in invertebrate robotics / thinking between the lines / design and implementation of intelligent manufacturing systems / logic programming: proceedings of the 11th international conference on logic programming",sigart bulletin,7,1996
1,0,07366906,478,3,0,acm,g121,7,cs,"columns: from the chairs: sigchi leadership / education: the sigchi educational resourse development group / standards: standards for multimedia, accessibility , and the informationa infrastructure / visual interaction design : design as a cultural activity / computers and kids: kids are not ""adults -in -waiting"" / students: how to get a phd and have a life, too. papers: human-computer-human  interaction: trust in cscw / a critical examination of separable user interface management systems: constructs for individualisation",sigchi bulletin,29,1997
1,0,,479,9,0,acm,γ122,9,cs,commentary: digital libraries present new challenges: an interview with bill arms / industrial advisory grroup meets in silicon valley,acmmembernet,40,1997
1,0,10226559,480,14,0,european commission,g121,9,cs,contents: industry / information technology / energy / biological sciences / protecting man and his environment / agricultural and marine resources and products / measurements and standards / physical and exact sciences,cordis focus rtd results,,1997
1,0,,481,59,0,acm,g121,9,cs,assets 98,sigcaph newsletter,,1997
2,0,,482,4,0,index braille printer company,,10,cs,the index 4x4 professional,newsletter,,1997
1,0,,483,,0,socintec,δείγμα,9,ψς,editorial from spri / uk workshops,adasoft,,1997
1,0,10712437,484,3,0,ieee,g122,9,cs,"1997 ieee international conference on systems, man, and cybernetics, hyatt orlando, florida, usa, october 12-15 / the 1998 ieee president elect-election",ieee smc newsletter,,1997
1,0,03080684,485,128a,0,iee,,10,cs,,iee news/iee recruitment,,1997
1,0,10226559,487,96,0,european commission,g121,10,cs,commissioner cresson hosts discussion with young europeans,cordis focus,,1997
1,0,10226559,488,15,0,european commission,g121,10,cs,"special edition: conference on industrial technologies, europe's research at the service of its people. contents: towrds a better living and working environment / the factory of the future / new perspectives in aeronautics",cordis focus rtd results,,1997
1,10,01615718,489,5,0,ieee,g121,9,cs,the history of pcs conferences: celebrating 40 years 1957-1997,ieee professional communication society,41,1997
1,0,10226559,821,97,0,european commission,g121,11,cs,the future of nuclear fusion research in europe,cordis focus,,1997
1,12,01615718,822,6,0,ieee,g121,11,cs,building on 40 years of success-planning for our future,ieee professional communication society,41,1997
1,0,10226559,823,98,0,european commission,g121,11,cs,esearch council - 10 november 1997 (another step closer to the fifth framwork programme,cordis focus,,1997
1,0,10226559,824,95,0,european commission,g121,10,cs,the luxembourg presidency;s research agenda,cordis focus,,1997
1,0,,825,3,0,acm,g121,12,cs,computer supported cooperative work (cscw) '96 conference workshop introducing groupware in organisations: what leds to successes and failures?,sigois bulletin,18,1997
1,0,09081755,826,1,0,danish centre for technical aids for rehabilitation and education,g122,5,cs,activities at the danish centre/ news from denmark/ profile of the danish centre,newsletter danish centre,,1997
1,0,09081755,827,2,0,danish centre for technical aids for rehabilitation and education,g122,12,cs,activities at the danish centre/ news from denmark/ profile of the danish centre,newsletter danish centre,,1997
1,0,,828,120,0,ieee,g121,11,cs,use of the voluntary contributions funds in region 8,ieee region 8 news,,1997
1,0,10226559,829,99,0,european commission,g121,12,cs,convergence: creating the future / the european information technology prize 1997,cordis focus,,1997
1,0,,830,12,0,acm,γ122,12,cs,"commentary: ben shneiderman discusses acm's policy98 conference / digital library open house extended to december 31, 1997",acmmembernet,40,1997
1,0,07366906,831,4,0,acm,g121,10,cs,columns: reflections on chi 97 / world wide chi: the sigchi international advisory task force / standards: information technology standards in iso /iec jtc 1/ education: hci education and chi 97 / visual interaction  design perspective,sigchi bulletin,29,1997
1,0,10712437,832,4,0,ieee,g122,12,cs,editorial / president's collumn / smc constitution and bylaws / smc society awards / minutes of adcom meeting / smc '97 / newly elected officers / smc transactions / smc student activities,ieee smc newsletter,,1997
1,0,10534830,833,1-4,0,acm,g121,14,cs,in this issue: creating lifelike character in toy story,sigart bulletin,8,1997
1,0,10226559,834,100,0,european commission,g121,12,cs,celebrating 100 issues / calls for proposals launched on 16 december,cordis focus,,1997
1,0,10254013,835,14,0,european commission,g121,12,cs,the european innovation monitoring system (eims): exploring innovation in europe (summaries of studies undertaken by eims,cordis focus supplement,,1997
1,0,10226559,836,101,0,european commission,g121,1,cs,innovation and the creation of new businesses and jobs,cordis focus,,1998
1,0,0097-8930,837,4,0,acm siggraph,g121,11,cs,focus: the state of fine art,siggraph computer graphics,31,1997
1,0,,838,3,0,ieee education society,g121,11,cs,what do we teach when we teach? / ethical values in classroom,the interface,,1997
1,2,01615718,839,1,0,ieee,g121,1,cs,tech comm leaders meet in snowbird,ieee professional communication society,42,1998
1,5,,841,"1,2",0,acm,g121,1,cs,teaching computer science: a problem solving approach that works / assessinmg change after a computer course for at-risk students / an internet research model / a computer curriculum guideline for junior high schools in taiwan: its impacts and issues / polyhedral sculpture: the path from computational artifact to real-world mathematical object,sigcue bulletin outlook,25,1997
1,0,,842,3,0,acm,g121,7,cs,selected papers from necc '97: web pages and k-12 education: patterns of usage / peer-to-peer relationships on the internet: advancing the academic goals of  students with disabilities /  teacher net: building a new cadre of technology-using teachers online / technology and collegiality / designing spectacle isaland: a case study of multimedia and networking in community action / report: itisce '97 uppsala - integrating technology into computer science education,sigcue bulletin outlook,25,1997
1,0,,843,4,0,acm,g121,10,cs,"this issue is comprised of the itisce '97 working gropup papers which were published  in the iticse supplemental proccedings. working group reports: developing laboaratories for the sisce computing laboratory repository guidelines, recommendations and sample labs / using the www as the delivery machanism for interactive, visualisation based instructional modules / the web and disatance learning : what is appropriate and what is not  / using information technology to integrate social and ethical issues into computer science and information systems curriculum / computer mediated communication in collaborative educational settings / harnessing technology for effective inter- and intra- institutional collboration / historical perspectives on the computing curriculum",sigcue bulletin outlook,25,1997
1,0,10226559,844,102,0,european commission,g121,1,cs,commission amends fifth rtd framework programme proposal,cordis focus,,1998
1,0,10226559,845,103,0,european commission,g121,2,cs,uk presidency targets aggreement on fifth framework programme,cordis focus,,1998
1,0,10226559,846,16,0,european commission,g121,2,cs,contents: industry / information technology / energy / biological sciences / protecting man and his environment / agricultural and marine resources and products / measurements and standards / physical and exact sciences,cordis focus rtd results,,1998
1,0,1066212x,847,4,0,ieee,g122,13,cs,rubenstein receives usab 1997 professional leadership award,engineering management,47,1997
1,0,10226559,848,104,0,european commission,g121,2,cs,breakthrough on fifth rtd framework programme,cordis focus,,1998
1,0,,849,60,0,acm,g121,1,cs,assets 98 registration information / information & resource referral center project / embodiment of 3d virtual objects for the blind,sigcaph newsletter,,1998
1,0,07366906,850,1,0,acm,g121,1,cs,columns: education: new perspectives on hci education / hci education and its role in industrial engineering / standards: medical applications and documentation / visual interaction design: the orchestration age,sigchi bulletin,30,1998
1,0,,851,121,0,ieee,g121,2,cs,"satellites, windmills & clockwork",ieee region 8 news,,1998
1,4,01615718,852,2,0,ieee,g121,3,cs,tech comm summit goals,ieee professional communication society,42,1998
1,4,08822476,853,2,0,resna,g124,3,cs,in this issue: definition of re/hab / sig & psg reports / diy workbench,resna news,10,1998
1,0,10226559,854,105,0,european commission,g121,3,cs,the year 2000 computer problem / industry agreement on access to electronic commerece for smes,cordis focus,,1998
1,0,10226559,855,106,0,european commission,g121,3,cs,second european report on science and technology indicators,cordis focus,,1998
1,0,10913556,856,1,0,acm,g122,4,cs,special section: knowledge management at work,siggroup bulletin,19,1998
1,0,10226559,857,107,0,european commission,g121,4,cs,promoting european aerospace research / innovation relay centres,cordis focus,,1998
1,0,10226559,858,108,0,european commission,g121,4,cs,creating an enterprise culture / developing european venture capital markets,cordis focus,,1998
2,0,12683701,859,14,0,inria,g121,5,cs,the importance of software in space technology,inedit,,1998
1,0,10226559,860,109,0,european commission,g121,5,cs,train-it: training of information technology innovators / improving coditions for the transfer of smes,cordis focus,,1998
1,6,01615718,861,3,0,ieee,g121,5,cs,"pcs loses a ""prestigious technical communicator""",ieee professional communication society,42,1998
1,0,0097-8930,862,1,0,acm siggraph,g121,2,cs,focus: a forward-looking retrospective,siggraph computer graphics,32,1998
1,0,10226559,863,110,0,european commission,g121,5,cs,women in science and research,cordis focus,,1998
1,0,,864,3,0,acm,γ122,3,cs,commentary: stuart zweben urges members to vote on cganges to acm's constitution and bylaws / proposed changes to acm constitution and bylaws,acmmembernet,41,1998
1,0,1066212x,865,1,0,ieee,g122,10,cs,"being ""relevant"" as managers",engineering management,48,1998
1,0,10226559,867,111,0,european commission,g121,6,cs,industry/academic links: developing cooperation for competitiveness,cordis focus,,1998
1,0,,868,1,0,acm,g121,1,cs,"papers: effects of the use of television for an undergraduate course in computer science / computer-mediated distributed cognitions: cultivating collective knowledge and personal comptetencies / its authoring tools: aaai 1997 fall symposium series. also, second european conference on research and advanced technology for digital libraries / 6th annual conference on the teaching of computing",sigcue bulletin outlook,26,1998
1,0,,869,2,0,acm,g121,4,cs,"papers: visiting the distance learning, virtual calss and cooperative learning concepts / predictors of satisfaction for disatnce learners: a study of variable conditions / electronic learning materials: the crisis continues / partenaire: a cooperative learning environment based on lotus notes to support distance learning / technologies in higher education: a scottish case study / where are the desks for the virtual class?. also, m/set 99 - international conference on mathematics/science education and technology / its '98 - intelligent turoing systems",sigcue bulletin outlook,26,1998
1,0,10226559,870,17,0,european commission,g121,4,cs,contents: industry / information technology / energy / biological sciences / protecting man and his environment / agricultural and marine resources and products / measurements and standards / physical and exact sciences,cordis focus rtd results,,1998
1,0,,871,1,0,acm,g121,2,cs,"contents: notes from the beach / siglink stepping towards the future / introducing the htlit column / truth, beauty, and hypertext / coming events / report from the 3rd workshop on open hypermedia systems / design note: neighborhoods in spatial hypertext / hypertexts in teaching italian language and literature",siglink newsletter,6,1997
1,0,,872,2,0,acm,g121,6,cs,contents: what's in a name: from siglink to sigweb? / comments on changing our name / douglas engelbart wins the acm turing award / blast from the future: what happened at ht'98 / cfp: workshop and tutorials in hypermedia / hypertext-related standards efforts / a deluge of books on hypertext / web assessment: an executive summary / using collaborative knowledge to improve hypermedia access / cfp: new review of hypermedia and multimedia 1998,siglink newsletter,6,1997
1,0,10226559,873,112,0,european commission,g121,6,cs,reinforcing cohesion in the eu through research and innovation. in this issue: the latest  stage in the fifth framework programme adoption saga-meps challenge the council on the budget / the growing regional dimension of cordis / eu puts up ecu 450 million to levrage private sector funding for innovative smes / commission presents climate change strategy to follow up kyoto,cordis focus,,1998
1,0,,874,122,0,ieee,g121,5,cs,"scotland: lasers and electro-optics society / hungary: foundation of the industrial electronics, and robotics & automation societies / ieee logo guidelines",ieee region 8 news,,1998
1,0,1059-2362,875,2,0,ieee,,6,cs,highlights of this issue include an article by claude berrou and allain glavieux reflecting on their it society paper award winning paper on turbo codes and an article by gerhard frey on his isit 1997 plenary lecture on the proof of fermat's last theorem.,ieee information theory society newsletter,48,1998
1,0,10226559,876,113,0,european commission,g121,6,cs,genetically-modified organisms,cordis focus,,1998
1,8,08822476,877,4,0,resna,g124,7,cs,in this issue: increased accessibility through micro lending / call for nominations / sig & psg reports / dity workbench,resna news,10,1998
1,6,08822476,878,3,0,resna,g124,5,cs,"in this issue: professional development program underway / election results, sig & psg reports / diy worlkbench",resna news,10,1998
1,10,08822476,879,1,0,resna,g124,9,cs,in this issue: alphabet soup - chicken soup fopr the profession? / wheelchair safety,resna news,10,1998
1,0,10226559,881,114,0,european commission,g121,7,cs,austria takes over presidency for final push to fifth framework programme / launch of european plant biotechnology network,cordis focus,,1998
1,0,07366906,882,2,0,acm,g121,4,cs,special feature: a farewell to the apple advance technology group / columns: from the chairs: action required from you / world-wide chi: sigchi international advisory task force / education: a psychological astray in computer science / standards: update on recent hci and usablitity standards / visual interaction design / local sigs: reaching out and being reached / kids and computers: two weeks in the life of a technolgy teacher / students: the graphical user interface: an introduction,sigchi bulletin,30,1998
1,0,,883,,0,human factors and ergonomics society,g122,16,cs,what's new in wireless: mobile data / women editorial board/ reviewers needed for human factors / bicycles and training wheels / review of street trends / proposal for hfes internet technical group / international standards for voice mail user interfaces / user interface design principles for telecomms.,hfes communications technical group,,1998
1,0,,884,1,0,ieee education society,g121,4,cs,twenty-five years of engineering accreditation: a view from the trenches,the interface,,1998
1,8,01615718,885,4,0,ieee,g121,7,cs,pcs awards for 1997,ieee professional communication society,42,1998
1,0,,886,3,0,acm,g121,10,cs,"contents: notes from the beach / acm hypertext '98: returning to our diverse roots / what can digital libraries teach us about hypertext? / report on the workshop on reuse of web-based information / htlit: testing, testing / style sheet languages for hypertext / a family of link based metrics for the evaluation of web documents",siglink newsletter,6,1997
1,0,,887,61,0,acm,g121,6,cs,a note from the editor / brief reports from our readers / with contributions from / be sure to note / intelligent animated agents / dynamic patterns,sigcaph newsletter,,1998
1,0,10534830,888,1,0,acm,g121,16,cs,"in this issue: active mental entities: a new approach to agent architecture / ""emotionally intelligent""visual actors",sigart bulletin,9,1998
1,0,10226559,889,114,0,european commission,g121,8,cs,i-tec venture capital scheme extended / fifth framework programme to open to candidate countries. in this issue: eu research activities - the annual report for 1997 / protecting europe's environment - 217 new projects to be funded / developing knowledge of innovation in europe - new studies to be launched by eims / jrc reorganised to improve consumer protection in europe /looking at research infrastructure in the mediterranean region,cordis focus,,1998
1,0,1066212x,890,2,0,ieee,g122,15,cs,are you solving old problems?,engineering management,48,1998
1,0,0097-8930,891,2,0,acm siggraph,g121,5,cs,focus: computer gaming and graphics,siggraph computer graphics,32,1998
1,0,0097-8930,892,3,0,acm siggraph,g121,8,cs,"focus: siggraph 25th conference celebration columns, comics, calendar and more!",siggraph computer graphics,32,1998
