BookID_Books,Title_Books,Theme_Books,Category_Books,Publisher_Books,PublicationYear,ISBN_Books,CoverType,Origin_Books,Shelf_Books,CopiesNo,FotocopiesNo,Includes,Title_norm_Books,BookID_Books1,Author Name,Author Middle,Author Surname,Co-Authors,Title_Books1,Theme_Books1,Type,Category_Books1,Date of publication,Publisher_Books1,ISBN_Books1,Kind,Origin_Books1,Shelf_Books1,State,When_Borrowed,Who_Borrowed,Field18,Title_norm_Books1,similarity_score,Confidence,MatchType
721,Strategic Technology Management Integrating Product Technology into Global Business Strategies for t,This book deals with Strategic Technology Management.,book,John Wiley & Sons,1992,0471934186,hardbound,CS/E,G121,1.0,0,,strategic technology management integrating product technology into global business strategies for t,721,Pierre,,Dussauge,"Pierre Dussauge, Stuart Hart, Bernard Ramanantsoa",Strategic Technology Management Integrating Product Technology into Global Business Strategies for the 1990s,This book deals with Strategic Technology Management.,book,Management,1992,John Wiley & Sons,0471934186,hardbound,CS/E,G121,available,,,,strategic technology management integrating product technology into global business strategies for the 1990s,96.15384615384616,High (≥ high_confidence),Fuzzy
742,Novice Programming Environments Explorations in Human-Computer Interaction and Artificial Intelligen,"This book investigates the problems of novice programmers, and is oriented toward the design and implementation of ""programming environments"" aimed at eliminating or easing novices' problems.",book,Lawrence Erlbaum Associates,1992,0863771807,hardbound,CS,,1.0,0,,novice programming environments explorations in human-computer interaction and artificial intelligen,742,Marc,,Eisenstadt,"Marc Eisenstadt, Mark Keane, Tim Rajan",Novice Programming Environments Explorations in Human-Computer Interaction and Artificial Intelligence,"This book investigates the problems of novice programmers, and is oriented toward the design and implementation of ""programming environments"" aimed at eliminating or easing novices' problems.",book,Human-Computer Interaction,1992,Lawrence Erlbaum Associates,0863771807,hardbound,CS,,unavailable,1995-08-31 00:00:00.0,CS,,novice programming environments explorations in human-computer interaction and artificial intelligence,99.009900990099,High (≥ high_confidence),Fuzzy
771,Proceedings of the 5th MultiG Workshop,"This book consists of papers, presented at the 5th MultiG Workshop held at the Royal Institute of Technology, Stockholm 1992.",proceedings,Kungl Tekniska Hogskolan,1993,917170115X,paperback,CS,CS-LIB,1.0,0,,proceedings of the 5th multig workshop,1591,Bjorn,,Pehrson,Bjorn Pehrson,Proceedings of the 6th MultiG Workshop,"This book consists of papers, presented at the 6th MultiG workshop on May 17, 1993 in Electrum, Stockholm-Kista.",proceedings,Networks,1993,SICS,,paperback,CS,CS-LIB,unavailable,1994-03-29 00:00:00.0,Σαββίδης Αντώνης,,proceedings of the 6th multig workshop,97.36842105263158,High (≥ high_confidence),Fuzzy
794,An Artificial Intelligence Technique for Information and Fact Retrieval An Application in Medical Kn,"In the work described in this book, the author used AI techniques and methodologies concerning a practical and important application area, information retrieval, to reach certain AI objectives.",book,MIT Press,1991,0262560607,paperback,CS,G123,1.0,0,,an artificial intelligence technique for information and fact retrieval an application in medical kn,794,Nicholas,V.,Findler,Nicholas V. Findler,An Artificial Intelligence Technique for Information and Fact Retrieval An Application in Medical Knowledge Processing,"In the work described in this book, the author used AI techniques and methodologies concerning a practical and important application area, information retrieval, to reach certain AI objectives.",book,Artificial Intelligence,1991,MIT Press,0262560607,paperback,CS,G123,available,,,,an artificial intelligence technique for information and fact retrieval an application in medical knowledge processing,91.74311926605505,Medium (>= score_threshold),Fuzzy
821,Proceedings 6th International Workshop on Computer Applications for the Visually Handicapped (Septem,"For this meeting, the scope of the conference has been enlarged to draw the attention on the many other types of communications (graphics, speech..) that became possible by the use of personal computers.",proceedings,Peeters,1990,9068312758,paperback,CS,G121,1.0,0,,proceedings 6th international workshop on computer applications for the visually handicapped (septem,821,Guido,,Francois,"Guido Francois, Jan Engelen","Proceedings 6th International Workshop on Computer Applications for the Visually Handicapped (September 19-21, 1990)","For this meeting, the scope of the conference has been enlarged to draw the attention on the many other types of communications (graphics, speech..) that became possible by the use of personal computers.",proceedings,Technology & Disability,1990,Peeters,9068312758,paperback,CS,G121,available,,,,"proceedings 6th international workshop on computer applications for the visually handicapped (september 19-21, 1990)",92.5925925925926,Medium (>= score_threshold),Fuzzy
873,"Finding It On The Internet The Internert Navigator's Guide to Search Tools and Techniques, Second Ed",This book explores the new generation of graphically-based tools and search tools designed for the World Wide Web and the Internet. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,John Wiley & Sons,1996,0471126950,paperback,CS,,1.0,0,,"finding it on the internet the internert navigator's guide to search tools and techniques, second ed",873,Paul,,Gilster,Paul Gilster,"Finding It On The Internet The Internert Navigator's Guide to Search Tools and Techniques, Second Edition",This book explores the new generation of graphically-based tools and search tools designed for the World Wide Web and the Internet.,book,Internet/WEB Design,1996,John Wiley & Sons,0471126950,paperback,CS,,unavailable,1996-09-09 00:00:00.0,CS,,"finding it on the internet the internert navigator's guide to search tools and techniques, second edition",97.5609756097561,High (≥ high_confidence),Fuzzy
875,Proceedings of the COST 219 Seminar: Telecommunication and People with Disabilities-Legislation and ,"Proceedings of the COST 219 on Telecommunication and Teleinformatics facilities for disabled people and elderly was held on November 9, 1993 in Budapest.",proceedings,Commission of the European Communities,1993,8789407431,paperback,CS,G121,1.0,0,,proceedings of the cost 219 seminar: telecommunication and people with disabilities-legislation and,875,John,,Gjoderum,"John Gjoderum, Mogens Wiederholt",Proceedings of the COST 219 Seminar: Telecommunication and People with Disabilities-Legislation and Standardisation,"Proceedings of the COST 219 on Telecommunication and Teleinformatics facilities for disabled people and elderly was held on November 9, 1993 at the Budapest.",proceedings,TIDE COST,1993,Commission of the European Communities,8789407431,paperback,CS,G121,available,,,,proceedings of the cost 219 seminar: telecommunication and people with disabilities-legislation and standardisation,92.5233644859813,Medium (>= score_threshold),Fuzzy
906,Disabled Persons: Statistical Data Volume I,"This study is designed to provide statistics. The first part deals with the definition of the disabled, the collection method, the origin of the data and their status (published or not).",report,Commission of the European Communities,1991,9282630714,paperback,CS,G121,1.0,0,,disabled persons: statistical data volume i,907,Stephanos,,Grammenos,Stephanos Grammenos,Disabled Persons: Statistical Data Volume II,The second part presents and analyses the main statistics available,report,Disability,1992,Commission of the European Communities,9282649660,paperback,CS,G121,available,,,,disabled persons: statistical data volume ii,98.85057471264368,High (≥ high_confidence),Fuzzy
907,Disabled Persons: Statistical Data Volume II,The second part presents and analyses the main statistics available,report,Commission of the European Communities,1992,9282649660,paperback,CS,G121,1.0,0,,disabled persons: statistical data volume ii,906,Stephanos,,Grammenos,Stephanos Grammenos,Disabled Persons: Statistical Data Volume I,"This study is designed to provide statistics. The first part deals with the definition of the disabled, the collection method, the origin of the data and their status (published or not).",report,Disability,1991,Commission of the European Communities,9282630714,paperback,CS,G121,available,,,,disabled persons: statistical data volume i,98.85057471264368,High (≥ high_confidence),Fuzzy
915,Human Computer Interaction,"This book contains papers of the Vienna Conference on Human Computer Interaction, VCHCI '93, Fin de Siecle Vienna, Austria, September 1993.",proceedings,Springer-Verlag Berlin,1993,3540573127,paperback,CS,G121,1.0,0,,human computer interaction,1621,Jenny,,Preece,"Jenny Preece, Laurie Keller",Human-Computer Interaction,The collection of papers contained in this volume provides a broad view of both theoretical and practical issues in human-computer interaction.,book,Human-Computer Interaction,1990,Prentice-Hall,013444910X,paperback,3Π13,G122,available,,,,human-computer interaction,96.15384615384616,High (≥ high_confidence),Fuzzy
920,Computer-Supported Cooperatived Work,This book provides the first comprehensive view of the computer-supported cooperative work dynamic area through a collection of articles.,book,Morgan Kaufmann Publishers,1988,0934613575,hardbound,CS,G121,1.0,0,,computer-supported cooperatived work,920,Irene,,Greif,Irene Greif,Computer-Supported Cooperative Work,This book provides the first comprehensive view of the computer-supported cooperative work dynamic area through a collection of articles.,book,Computer-Supported Cooperative Work,1988,Morgan Kaufmann Publishers,0934613575,hardbound,CS,G121,available,,,,computer-supported cooperative work,98.59154929577466,High (≥ high_confidence),Fuzzy
937,"Intelligent Interfaces: Theory, Research and Design",This book is of use to those interested in the development and evaluation of new technologies for human-machine interface design.,book,Elsevier Science Publishers,1989,0444873139,hardbound,CS,G121,1.0,0,,"intelligent interfaces: theory, research and design",937,P.,A.,Hancock,"P.A. Hancock, M.H. Chignell","Intelligent Interfaces Theory, Research and Design",This book is of use to those interested in the development and evaluation of new technologies for human-machine interface design.,book,User Interfaces,1989,Elsevier Science Publishers,0444873139,hardbound,CS,G121,unavailable,1994-06-30 00:00:00.0,Ακουμιανάκης Δήμος,,"intelligent interfaces theory, research and design",99.009900990099,High (≥ high_confidence),Fuzzy
949,Advances in Human-Computer Interaction Volume 1,This book is loosely organised so that it flows from theoretical treatment of issues relating to interface specification and evaluation to computer science approaches for interface specification and prototyping.,book,Ablex Publishing Corporation,1985,0893912441,hardbound,3Π16,G121,1.0,0,,advances in human-computer interaction volume 1,950,H.,Rex,Hartson,"H.Rex Hartson, Deborah Hix",Advances in Human-Computer Interaction Volume 2,The theme of this book is that the future of the development of interactive systems with quality human-computer interfaces is in the cooperating hands of behavioural scientists and computer scientists.,book,Human-Computer Interaction,1988,Ablex Publishing Corporation,0893914282,hardbound,3Π16,G121,available,,,,advances in human-computer interaction volume 2,97.87234042553192,High (≥ high_confidence),Fuzzy
950,Advances in Human-Computer Interaction Volume 2,The theme of this book is that the future of the development of interactive systems with quality human-computer interfaces is in the cooperating hands of behavioural scientists and computer scientists.,book,Ablex Publishing Corporation,1988,0893914282,hardbound,3Π16,G121,1.0,0,,advances in human-computer interaction volume 2,949,H.,Rex,Hartson,H.Rex Hartson,Advances in Human-Computer Interaction Volume 1,This book is loosely organised so that it flows from theoretical treatment of issues relating to interface specification and evaluation to computer science approaches for interface specification and prototyping.,book,Human-Computer Interaction,1985,Ablex Publishing Corporation,0893912441,hardbound,3Π16,G121,available,,,,advances in human-computer interaction volume 1,97.87234042553192,High (≥ high_confidence),Fuzzy
975,ACM Multimedia 95 Proceedings,"This proceedings represents the cream of multimedia research and experience the last year and the purpose of this conference is to promote the interchange of ideas to multimedia work. This proceedings, held in San Francisco, California, November 5-9, 1995",proceedings,ACM Press,1995,0897917510,paperback,CS,G122,1.0,0,,acm multimedia 95 proceedings,847,J.,J.,Garcia-Luna,J.J. Garcia-Luna,ACM Multimedia 94 Proceedings,"These proceedings are a record not only of the technical presentations at ACM Multimedia '94, but also of the most exciting developments worldwide in multimedia today. These proceedings, held in San Francisco, California, October 15-20 1994.",proceedings (2 copies),Multimedia,1994,ACM Press,0897916867,paperback,CS,G123,unavailable,1995-02-07 00:00:00.0,Καραγιαννίδης / CS,,acm multimedia 94 proceedings,96.55172413793105,High (≥ high_confidence),Fuzzy
975,ACM Multimedia 95 Proceedings,"This proceedings represents the cream of multimedia research and experience the last year and the purpose of this conference is to promote the interchange of ideas to multimedia work. This proceedings, held in San Francisco, California, November 5-9, 1995",proceedings,ACM Press,1995,0897917510,paperback,CS,G122,1.0,0,,acm multimedia 95 proceedings,975,Rachelle,,Heller,Rachelle Heller,ACM Multimedia '95 Proceddings,"This proceedings represents the cream of multimedia research and experience the last year and the purpose of this conference is to promote the interchange of ideas to multimedia work. This proceedings, held in San Francisco, California, November 5-9, 1995",proceedings,Multimedia,1995,ACM Press,0897917510,paperback,CS,G122,unavailable,1996-03-22 00:00:00.0,CS,,acm multimedia '95 proceddings,94.91525423728814,Medium (>= score_threshold),Fuzzy
1000,Introduction to Psychology (Sixth Edition),This book represents accurately the current state of knowledge in psychology.,book,Harcourt Brace Jovanovich,1957,0155436570,hardbound,CS,G117,1.0,0,,introduction to psychology (sixth edition),117,Rita,L.,Atkinson,"Rita L. Atkinson, Richard C. Atkinson, Ernest R. Hilgard",Introduction to Psychology Eighth Edition,"The purpose of this book is to introduce contemporary psychology to the beginning student, in full recognition that between editions both psychology and students change.",book,Psychology,1957,Harcourt Brace Jovanovich,0155436775,paperback,CS,G117,available,,,,introduction to psychology eighth edition,91.56626506024097,Medium (>= score_threshold),Fuzzy
1031,"Visual Interface Design for Windows Effective User Interfaces for Windows 95, Windows NT, and Window",This book presents both the graphics design principles and hands-on software development techniques you need to create visually functional and attractive Windows applications.,book,John Wiley & Sons,1996,0471134198,paperback,CS,,1.0,0,,"visual interface design for windows effective user interfaces for windows 95, windows nt, and window",1031,Virginia,,Howlett,Virginia Howlett,"Visual Interface Design for Windows Effective User Interfaces for Windows 95, Windows NT, and Windows 3.1",This book presents both the graphics design principles and hands-on software development techniques you need to create visually functional and attractive Windows applications.,book,User Interfaces,1996,John Wiley & Sons,0471134198,paperback,CS,,unavailable,1996-09-09 00:00:00.0,CS,,"visual interface design for windows effective user interfaces for windows 95, windows nt, and windows 3.1",97.5609756097561,High (≥ high_confidence),Fuzzy
1034,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1994,This report represents the achievements and the status of the RACE Programme at the end of 1993 and describes the planning and the continuing activities for 1994.,report,Commission of the European Communities,1994,9282600009,paperback,CS,G120A,1.0,0,,research and technology development in advanced communications technologies in europe race 1994,85,Loretta,,Anania,Team of the CEC (Commission of the European Communities),"Research and Technology Development in Advanced Communications Technologies in Europe, RACE 1993",This report represents the achievements and the status of the RACE Programme at the end of 1992 and describes the planning and the continuing activities for 1993.,report (2 copies),RACE,1993,Commission of the European Communities,,paperback,CS,RACE-LIB,available,,,,"research and technology development in advanced communications technologies in europe, race 1993",98.42931937172776,High (≥ high_confidence),Fuzzy
1034,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1994,This report represents the achievements and the status of the RACE Programme at the end of 1993 and describes the planning and the continuing activities for 1994.,report,Commission of the European Communities,1994,9282600009,paperback,CS,G120A,1.0,0,,research and technology development in advanced communications technologies in europe race 1994,1035,Roland,,Huber,Roland Huber,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1995,This report is the result of a collective effort of the RACE Projects and the RACE Team of the European Commission for 1995.,report,RACE,1995,Commission of the European Communities,9282695506,paperback,CS,G120A,available,,,,research and technology development in advanced communications technologies in europe race 1995,98.94736842105264,High (≥ high_confidence),Fuzzy
1034,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1994,This report represents the achievements and the status of the RACE Programme at the end of 1993 and describes the planning and the continuing activities for 1994.,report,Commission of the European Communities,1994,9282600009,paperback,CS,G120A,1.0,0,,research and technology development in advanced communications technologies in europe race 1994,1556,Karl,W.,Ott,"Karl-Wilhelm Ott, Nick Heenan","Research and Technology Development in Advanced Communications Technologies in Europe, RACE 1992","This report presents the achievements and the status of the RACE Programme at the end of 1991, and describes the planning and the continuing activities for 1992.",report,Communications,1992,Commission of the European Communities,,paperback,CS,RACE-LIB,available,,,,"research and technology development in advanced communications technologies in europe, race 1992",98.42931937172776,High (≥ high_confidence),Fuzzy
1035,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1995,This report is the result of a collective effort of the RACE Projects and the RACE Team of the European Commission for 1995.,report,Commission of the European Communities,1995,9282695506,paperback,CS,G120A,1.0,0,,research and technology development in advanced communications technologies in europe race 1995,85,Loretta,,Anania,Team of the CEC (Commission of the European Communities),"Research and Technology Development in Advanced Communications Technologies in Europe, RACE 1993",This report represents the achievements and the status of the RACE Programme at the end of 1992 and describes the planning and the continuing activities for 1993.,report (2 copies),RACE,1993,Commission of the European Communities,,paperback,CS,RACE-LIB,available,,,,"research and technology development in advanced communications technologies in europe, race 1993",98.42931937172776,High (≥ high_confidence),Fuzzy
1035,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1995,This report is the result of a collective effort of the RACE Projects and the RACE Team of the European Commission for 1995.,report,Commission of the European Communities,1995,9282695506,paperback,CS,G120A,1.0,0,,research and technology development in advanced communications technologies in europe race 1995,1034,Roland,,Huber,Roland Huber,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1994,This report represents the achievements and the status of the RACE Programme at the end of 1993 and describes the planning and the continuing activities for 1994.,report,RACE,1994,Commission of the European Communities,9282600009,paperback,CS,G120A,available,,,,research and technology development in advanced communications technologies in europe race 1994,98.94736842105264,High (≥ high_confidence),Fuzzy
1035,Research and Technology Development in Advanced Communications Technologies in Europe RACE 1995,This report is the result of a collective effort of the RACE Projects and the RACE Team of the European Commission for 1995.,report,Commission of the European Communities,1995,9282695506,paperback,CS,G120A,1.0,0,,research and technology development in advanced communications technologies in europe race 1995,1556,Karl,W.,Ott,"Karl-Wilhelm Ott, Nick Heenan","Research and Technology Development in Advanced Communications Technologies in Europe, RACE 1992","This report presents the achievements and the status of the RACE Programme at the end of 1991, and describes the planning and the continuing activities for 1992.",report,Communications,1992,Commission of the European Communities,,paperback,CS,RACE-LIB,available,,,,"research and technology development in advanced communications technologies in europe, race 1992",98.42931937172776,High (≥ high_confidence),Fuzzy
1037,ICICIS 93: International Conference on Intelligent and Cooperative Information Systems,"The purpose of the Int. Conference is to provide a forum for presentation and discussion of research, development, and practice in the various forms of intelligent and cooperative processing.",proceedings,IEEE Computer Society Press,1993,081863135X,paperback,CS,G121,1.0,0,,icicis 93: international conference on intelligent and cooperative information systems,1037,M.,,Huhns,"M. Huhns, M.P. Papazoglou, C. Schlageter",International Conference on Intelligent and Cooperative Information Systems,"The purpose of the Int. Conference is to provide a forum for presentation and discussion of research, development, and practice in the various forms of intelligent and cooperative processing.",proceedings,Information Systems,1993,IEEE Computer Society Press,081863135X,paperback,CS,G121,available,,,,international conference on intelligent and cooperative information systems,93.16770186335404,Medium (>= score_threshold),Fuzzy
1065,Software Engineering,This book introduces undergraduate and diploma students in electronic and electrical engineering to practical software engineering.,book,Van Nostrand Reinhold,1989,0278000797,paperback,3Π13,G121,1.0,0,,software engineering,108,Robert,S.,Arnold,Robert S. Arnold,Software Reengineering,This book is intended for software engineering practitioners and researchers.,book,Software Reengineering,1993,IEEE Computer Society Press,0818632720,hardbound,CS,G121,available,,,,software reengineering,95.23809523809524,High (≥ high_confidence),Fuzzy
1069,The Complete Guide to Installing and Configuring the Intel EtherExpress 16 and 16TP Network Adapters,"This manual describes two LAN adapters, the EtherExpress 16 board and the EtherExpress 16TP board.",manual,Intel Corporation,1991,303776001,paperback,GUIB,GROUP-LIB,1.0,0,,the complete guide to installing and configuring the intel etherexpress 16 and 16tp network adapters,1069,,,Intel Corporation,Intel Corporation,The Complete Guide to Installing and Configuring the Intel EtherExpress 16 and 16TP Network Adapters for ISA Computers,"This manual describes two LAN adapters, the EtherExpress 16 board and the EtherExpress 16TP board.",manual,Networks,1991,Intel Corporation,303776001,paperback,GUIB,GROUP-LIB,available,,,,the complete guide to installing and configuring the intel etherexpress 16 and 16tp network adapters for isa computers,91.74311926605505,Medium (>= score_threshold),Fuzzy
1093,Directions and Implications of Advanced Computing (Volume I),1. Computers 2. Electronic data processing. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Ablex Publishing Corporation,1989,0893915580,hardbound,CS,G123,2.0,0,,directions and implications of advanced computing (volume i),1093,Jonathan,P.,Jacky,"Jonathan P. Jacky, Douglas Schuler","Directions and Implications of Advanced Computing, Volume I",1. Computers 2. Electronic data processing,book,Computer Science,1989,Ablex Publishing Corporation,0893915580,hardbound,CS,G123,unavailable,1996-02-23 00:00:00.0,CS,,"directions and implications of advanced computing, volume i",97.47899159663864,High (≥ high_confidence),Fuzzy
1105,Human Computer Interaction,This is an exciting new text providing a computer overview of the fundamental aspects of cognitive psychology relevant for the human-computer interaction.,book,McGraw-Hill,1992,0077072359,paperback,CS,G121,1.0,0,,human computer interaction,1621,Jenny,,Preece,"Jenny Preece, Laurie Keller",Human-Computer Interaction,The collection of papers contained in this volume provides a broad view of both theoretical and practical issues in human-computer interaction.,book,Human-Computer Interaction,1990,Prentice-Hall,013444910X,paperback,3Π13,G122,available,,,,human-computer interaction,96.15384615384616,High (≥ high_confidence),Fuzzy
1120,SIGGRAPH 93 Computer Graphics Proceedings,"Proceedings of SIGGRAPH 93 Conference on Computer Graphics, held in Anaheim, California, August 1-6, 1993.",proceedings,ACM SIGGRAPH,1993,0201588897,paperback,CS,G121,1.0,0,,siggraph 93 computer graphics proceedings,642,Steve,,Cunningham,Steve Cunningham,SIGGRAPH 94 Computer Graphics Proceedings,"Conference Proceedings on  Computer Graphics, July 24-29, 1994",proceedings,Computer Graphics,1994,ACM Press/Addison-Wesley,0201607956,paperback,CS,G121,available,,,,siggraph 94 computer graphics proceedings,97.5609756097561,High (≥ high_confidence),Fuzzy
1152,Management of Technology III The Key To Global Competitiveness Volume 1,"Proceedings of the Third International Conference on Management of Technology, February 17-21, 1992 Miami, Florida, USA.",proceedings,Industrial Engineering and Management Press,1991,0898061210,hardbound,CS,G121,1.0,0,,management of technology iii the key to global competitiveness volume 1,1153,Tarek,M.,Khalil,"Tarek M. Khalil, Bulent A. Bayraktar",Management of Technology III The Key To Global Competitiveness Volume 2,"Proceedings of the Third International Conference on Management of Technology, February 17-21, 1992 Miami, Florida, USA.",book,Management,1991,Industrial Engineering and Management Press,0898061210,hardbound,CS,G121,unavailable,1995-07-28 00:00:00.0,CS,,management of technology iii the key to global competitiveness volume 2,98.59154929577466,High (≥ high_confidence),Fuzzy
1153,Management of Technology III The Key To Global Competitiveness Volume 2,"Proceedings of the Third International Conference on Management of Technology, February 17-21, 1992 Miami, Florida, USA.",proceedings,Industrial Engineering and Management Press,1991,0898061210,hardbound,CS,G121,1.0,0,,management of technology iii the key to global competitiveness volume 2,1152,Tarek,M.,Khalil,"Tarek M. Khalil, Bulent A. Bayraktar",Management of Technology III The Key To Global Competitiveness Volume 1,"Proceedings of the Third International Conference on Management of Technology, February 17-21, 1992 Miami, Florida, USA.",proceedings,Management,1991,Industrial Engineering and Management Press,0898061210,hardbound,CS,G121,unavailable,1995-07-28 00:00:00.0,CS,,management of technology iii the key to global competitiveness volume 1,98.59154929577466,High (≥ high_confidence),Fuzzy
1218,Computer-Assisted Instruction and Intelligent Tutoring Systems: Shared Goals and Complementary Appro,1. Computer-assisted instruction 2. Intelligent tutoring systems.,book,Lawrence Erlbaum Associates,1992,0805802339,paperback,CS,G117,1.0,0,,computer-assisted instruction and intelligent tutoring systems: shared goals and complementary appro,1218,Jill,H.,Larkin,"Jill H. Larkin, Ruth W. Chabay",Computer-Assisted Instruction and Intelligent Tutoring Systems: Shared Goals and Complementary Approaches,1. Computer-assisted instruction 2. Intelligent tutoring systems.,book,Educational Technology,1992,Lawrence Erlbaum Associates,0805802339,paperback,CS,G117,available,,,,computer-assisted instruction and intelligent tutoring systems: shared goals and complementary approaches,97.5609756097561,High (≥ high_confidence),Fuzzy
1296,Logic Programming and Automated Reasoning,This book attempts to illustrate some of the interestings aspects of logic programming theory with practical code.,book,Prentice-Hall,1987,0137308396,paperback,CS,G121,1.0,0,,logic programming and automated reasoning,1603,Frank,,Pfenning,Frank Pfenning,Logic Programming and Automated Reasoning LPAR '94,"This volume contains the papers presented at the fifth International Conference on Logic Programming and Automated Reasoning (LPAR '94) held from July 16 to 22, 1994 on the Dnieper near Kiev, Ukraine.",proceedings,Artificial Intelligence,1994,Springer-Verlag Berlin,3540582169,paperback,CS,G121,available,,,,logic programming and automated reasoning lpar '94,90.10989010989012,Medium (>= score_threshold),Fuzzy
1358,"Attention and Performance XIV Synergies in Experimental Psychology, Artificial Intelligence and Cogn","This book is based on the papers that were presented at the Fourteenth International Symposium on Attention and Performance held at the University of Michigan Ann Arbor Michigan, July 9-13, 1990.",book,MIT Press,1993,0262132842,hardbound,CS,G121,1.0,0,,"attention and performance xiv synergies in experimental psychology, artificial intelligence and cogn",1358,David,E.,Meyer,David E. Meyer and Sylvan Kornblum,"Attention and Performance XIV Synergies in Experimental Psychology, Artificial Intelligence and Cognitive Neuroscience","This book is based on the papers that were presented at the Fourteenth International Symposium on Attention and Performance held at the University of Michigan Ann Arbor Michigan, July 9-13, 1990.",book,Artificial Intelligence,1993,MIT Press,0262132842,hardbound,CS,G121,available,,,,"attention and performance xiv synergies in experimental psychology, artificial intelligence and cognitive neuroscience",91.74311926605505,Medium (>= score_threshold),Fuzzy
1370,Microsoft GW-BASIC User's Guide and User's Reference,This manual is written for the user familiar with the MS-DOS operating system.,manual,Microsoft Corporation,"1986,1987",0687 Part No. 036214168,paperback,GROUP,GROUP-LIB (box),1.0,0,,microsoft gw-basic user's guide and user's reference,1384,,,Microsoft,Microsoft,Microsoft MS-DOS User's Guide and User's Reference,This manual introduces you to the MS-DOS operating system and teaches you how to use several MS-DOS features.,manual,MS-DOS,"1987,1988",Microsoft Corporation,0888 Part N0. 03593,paperback,GROUP,G120A,available,,,,microsoft ms-dos user's guide and user's reference,90.19607843137256,Medium (>= score_threshold),Fuzzy
1383,Microsoft MS-DOS Shell User's Guide and User's Reference,This manual lets you perform many tasks: the most fundamental being the ability to start programs and work with your files.,manual,Microsoft Corporation,1988,E4009203805C,paperback,GROUP,GROUP-LIB (box),1.0,0,,microsoft ms-dos shell user's guide and user's reference,1384,,,Microsoft,Microsoft,Microsoft MS-DOS User's Guide and User's Reference,This manual introduces you to the MS-DOS operating system and teaches you how to use several MS-DOS features.,manual,MS-DOS,"1987,1988",Microsoft Corporation,0888 Part N0. 03593,paperback,GROUP,G120A,available,,,,microsoft ms-dos user's guide and user's reference,94.33962264150944,Medium (>= score_threshold),Fuzzy
1384,Microsoft MS-DOS User's Guide and User's Reference,This manual introduces you to the MS-DOS operating system and teaches you how to use several MS-DOS features.,manual,Microsoft Corporation,"1987,1988",0888 Part N0. 03593,paperback,GROUP,G120A,1.0,0,,microsoft ms-dos user's guide and user's reference,1370,,,Microsoft,Microsoft,Microsoft GW-BASIC User's Guide and User's Reference,This manual is written for the user familiar with the MS-DOS operating system.,manual,MS-Windows,"1986,1987",Microsoft Corporation,0687 Part No. 036214168,paperback,GROUP,GROUP-LIB (box),available,,,,microsoft gw-basic user's guide and user's reference,90.19607843137256,Medium (>= score_threshold),Fuzzy
1384,Microsoft MS-DOS User's Guide and User's Reference,This manual introduces you to the MS-DOS operating system and teaches you how to use several MS-DOS features.,manual,Microsoft Corporation,"1987,1988",0888 Part N0. 03593,paperback,GROUP,G120A,1.0,0,,microsoft ms-dos user's guide and user's reference,1383,,,Microsoft,Microsoft,Microsoft MS-DOS Shell User's Guide and User's Reference,This manual lets you perform many tasks: the most fundamental being the ability to start programs and work with your files.,manual,Hyundai PC,1988,Microsoft Corporation,E4009203805C,paperback,GROUP,GROUP-LIB (box),available,,,,microsoft ms-dos shell user's guide and user's reference,94.33962264150944,Medium (>= score_threshold),Fuzzy
1389,Microsoft Visual C++ Volume 3 Microsoft Foundation Class Library Reference Part 1 (Version 4),"The first of two volumes containing a complete description of all the functions and parameters in Microsoft foundation Class Library version 4, including helpful source code examples. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",manual,Microsoft Corporation,1995,1556159226,paperback,CS,G120A,1.0,0,,microsoft visual c++ volume 3 microsoft foundation class library reference part 1 (version 4),1390,,,Microsoft,Microsoft,Microsoft Visual C++ Volume 4 Microsoft Foundation Class Library Reference Part 2 (Version 4),"The second of two volumes containing a complete description of all the functions and parameters in Microsoft foundation Class Library version 4, including helpful source code examples.",manual,Microsoft Visual C++,1995,Microsoft Corporation,1556159234,paperback,CS,G120A,available,,,,microsoft visual c++ volume 4 microsoft foundation class library reference part 2 (version 4),97.8494623655914,High (≥ high_confidence),Fuzzy
